interaction_symbol	ligand	receptor	ligand_scarce_rank	ligand_abundant_rank	receptor_scarce_rank	receptor_abundant_rank	scarce_lig_abund_rec_rank	abund_lig_abund_rec_rank	abund_lig_scarce_rec_rank
CCL2-CCR3	CCL2	CCR3	0.2042755344418052	0.6033254156769596	0.9568965517241379	0.09770114942528736	0.09413281753707285	0.26692456479690524	0.9213410702772404
CCL24-CCR3	CCL24	CCR3	0.6294536817102138	0.28741092636579574	0.9568965517241379	0.09770114942528736	0.2256608639587363	0.22501611863313992	0.6763378465506125
CCL26-CCR3	CCL26	CCR3	0.8479809976247031	0.18527315914489312	0.9568965517241379	0.09770114942528736	0.2901353965183752	0.20438426821405545	0.539651837524178
CCL28-CCR3	CCL28	CCR3	0.6342042755344418	0.43942992874109266	0.9568965517241379	0.09770114942528736	0.22695035460992907	0.24822695035460993	0.8284977433913604
CCL5-CCR3	CCL5	CCR3	0.8456057007125891	0.342042755344418	0.9568965517241379	0.09770114942528736	0.28820116054158607	0.2314635718891038	0.7356544165054804
CCL7-CCR3	CCL7	CCR3	0.8479809976247031	0.18527315914489312	0.9568965517241379	0.09770114942528736	0.2901353965183752	0.20438426821405545	0.539651837524178
CCL8-CCR3	CCL8	CCR3	0.48931116389548696	0.18527315914489312	0.9568965517241379	0.09770114942528736	0.18181818181818182	0.20438426821405545	0.539651837524178
CXCL10-CCR3	CXCL10	CCR3	0.836104513064133	0.3087885985748218	0.9568965517241379	0.09770114942528736	0.28239845261121854	0.22823984526112184	0.7047066408768536
CXCL11-CCR3	CXCL11	CCR3	0.3990498812351544	0.5843230403800475	0.9568965517241379	0.09770114942528736	0.1592520954223082	0.26434558349451964	0.9129593810444874
CXCL9-CCR3	CXCL9	CCR3	0.6365795724465558	0	0.9568965517241379	0.09770114942528736	0.22823984526112184	0	0
CCL17-CCR4	CCL17	CCR4	0.9406175771971497	0	0.853448275862069	0.4051724137931034	0.754996776273372	0	0
CCL22-CCR4	CCL22	CCR4	0.838479809976247	0.40380047505938244	0.853448275862069	0.4051724137931034	0.7156673114119922	0.42875564152159895	0.7588652482269503
CCL11-CCR5	CCL11	CCR5	0.6365795724465558	0	0.9109195402298851	0.0603448275862069	0.15344938749194068	0	0
CCL13-CCR5	CCL13	CCR5	0.6365795724465558	0	0.9109195402298851	0.0603448275862069	0.15344938749194068	0	0
CCL14-CCR5	CCL14	CCR5	0.48931116389548696	0.18527315914489312	0.9109195402298851	0.0603448275862069	0.12572533849129594	0.195357833655706	0.521598968407479
CCL16-CCR5	CCL16	CCR5	0.4489311163895487	0.33016627078384797	0.9109195402298851	0.0603448275862069	0.11798839458413926	0.2134107027724049	0.708575112830432
CCL2-CCR5	CCL2	CCR5	0.2042755344418052	0.6033254156769596	0.9109195402298851	0.0603448275862069	0.07865892972275951	0.2366215344938749	0.9090909090909091
CCL3-CCR5	CCL3	CCR5	0.47980997624703087	0.30641330166270786	0.9109195402298851	0.0603448275862069	0.12314635718891039	0.20954223081882656	0.6814958091553837
CCL7-CCR5	CCL7	CCR5	0.8479809976247031	0.18527315914489312	0.9109195402298851	0.0603448275862069	0.19729206963249515	0.195357833655706	0.521598968407479
DEFB4B-CCR6	DEFB4B	CCR6	0.6033254156769596	0.3515439429928741	0.9885057471264368	0.23563218390804597	0.4229529335912315	0.30625402965828497	0.7614442295293359
CCL20-CCR6	CCL20	CCR6	0.35629453681710216	0.5676959619952494	0.9885057471264368	0.23563218390804597	0.2940038684719536	0.38620245003223724	0.9142488716956803
CCL19-CCR7	CCL19	CCR7	0.48931116389548696	0.32066508313539194	0.9281609195402298	0.0603448275862069	0.12572533849129594	0.21212121212121213	0.7053513862024501
CCL21-CCR7	CCL21	CCR7	0.6365795724465558	0	0.9281609195402298	0.0603448275862069	0.15344938749194068	0	0
CCL1-CCR8	CCL1	CCR8	0.6365795724465558	0	0.9655172413793104	0.10919540229885058	0.2495164410058027	0	0
CCL25-CCR9	CCL25	CCR9	0.4489311163895487	0.3087885985748218	0.9683908045977011	0	0	0	0.7066408768536429
CCL19-CCRL2	CCL19	CCRL2	0.48931116389548696	0.32066508313539194	0.9080459770114943	0.0603448275862069	0.12572533849129594	0.21212121212121213	0.6976144422952933
TNFSF8-TNFRSF8	TNFSF8	TNFRSF8	0.6365795724465558	0	0.7442528735632183	0	0	0	0
RARRES2-CMKLR2	RARRES2	CMKLR2	0.4679334916864608	0.6175771971496437	0.7442528735632183	0	0	0	0.8555770470664088
CLCF1-IL6ST	CLCF1	IL6ST	0.3087885985748218	0.4346793349168646	0.1925287356321839	0.8304597701149425	0.597678916827853	0.6492585428755642	0.3546099290780142
CLCF1-CNTFR	CLCF1	CNTFR	0.3087885985748218	0.4346793349168646	0.4425287356321839	0.42528735632183906	0.3971631205673759	0.46034816247582205	0.5667311411992263
CLCF1-LIFR	CLCF1	LIFR	0.3087885985748218	0.4346793349168646	0.22126436781609196	0.6954022988505747	0.5402965828497743	0.597678916827853	0.3797549967762734
CSF3-CSF1R	CSF3	CSF1R	0.48931116389548696	0.18527315914489312	0.45689655172413796	0.28160919540229884	0.41392649903288203	0.2559638942617666	0.35718891038039974
CSF2-CSF1R	CSF2	CSF1R	0.48931116389548696	0.18527315914489312	0.45689655172413796	0.28160919540229884	0.41392649903288203	0.2559638942617666	0.35718891038039974
CRH-CRHR1	CRH	CRHR1	0.42755344418052255	0.9714964370546318	0.8793103448275862	0.11494252873563218	0.18762088974854932	0.3488072211476467	0.9922630560928434
UCN-CRHR1	UCN	CRHR1	0.4845605700712589	0.6793349168646081	0.8793103448275862	0.11494252873563218	0.2127659574468085	0.29593810444874274	0.9342359767891683
UCN2-CRHR1	UCN2	CRHR1	0.5605700712589073	0.4821852731591449	0.8793103448275862	0.11494252873563218	0.2366215344938749	0.2617666021921341	0.8317214700193424
CRH-CRHR2	CRH	CRHR2	0.42755344418052255	0.9714964370546318	0.40229885057471265	0.382183908045977	0.46034816247582205	0.6582849774339136	0.807865892972276
UCN-CRHR2	UCN	CRHR2	0.4845605700712589	0.6793349168646081	0.40229885057471265	0.382183908045977	0.4874274661508704	0.5499677627337202	0.6737588652482269
UCN2-CRHR2	UCN2	CRHR2	0.5605700712589073	0.4821852731591449	0.40229885057471265	0.382183908045977	0.539651837524178	0.4590586718246293	0.5705996131528046
UCN3-CRHR2	UCN3	CRHR2	0.9786223277909739	0.8598574821852731	0.40229885057471265	0.382183908045977	0.7491940683430045	0.6196002578981302	0.7601547388781431
CXCL6-CXCR1	CXCL6	CXCR1	0.17814726840855108	0.7244655581947743	0.7442528735632183	0	0	0	0.9026434558349452
CXCL8-CXCR1	CXCL8	CXCR1	0.9524940617577197	0.48693586698337293	0.7442528735632183	0	0	0	0.7775628626692457
CXCL1-CXCR2	CXCL1	CXCR2	0.21852731591448932	0.6935866983372921	0.8936781609195402	0.15804597701149425	0.14184397163120568	0.34493874919406836	0.9432624113475178
CXCL2-CXCR2	CXCL2	CXCR2	0.7933491686460807	0.46318289786223277	0.8936781609195402	0.15804597701149425	0.3842682140554481	0.2875564152159897	0.8259187620889749
CXCL3-CXCR2	CXCL3	CXCR2	0.2684085510688836	0.5463182897862233	0.8936781609195402	0.15804597701149425	0.16763378465506126	0.3114119922630561	0.8729851708575113
CXCL5-CXCR2	CXCL5	CXCR2	0.17814726840855108	0.7767220902612827	0.8936781609195402	0.15804597701149425	0.11992263056092843	0.3668600902643456	0.9600257898130239
CXCL6-CXCR2	CXCL6	CXCR2	0.17814726840855108	0.7244655581947743	0.8936781609195402	0.15804597701149425	0.11992263056092843	0.35267569310122504	0.9490651192778853
PPBP-CXCR2	PPBP	CXCR2	0.40617577197149646	0.45368171021377673	0.8936781609195402	0.15804597701149425	0.23533204384268214	0.2856221792392005	0.819471308833011
CXCL8-CXCR2	CXCL8	CXCR2	0.9524940617577197	0.48693586698337293	0.8936781609195402	0.15804597701149425	0.4384268214055448	0.29464861379755	0.8388136686009027
CCL13-CXCR3	CCL13	CXCR3	0.6365795724465558	0	0.7298850574712644	0.1781609195402299	0.36299161831076726	0	0
CCL19-CXCR3	CCL19	CXCR3	0.48931116389548696	0.32066508313539194	0.7298850574712644	0.1781609195402299	0.30174081237911027	0.26499032882011603	0.6279819471308833
CCL20-CXCR3	CCL20	CXCR3	0.35629453681710216	0.5676959619952494	0.7298850574712644	0.1781609195402299	0.23404255319148937	0.33139909735654416	0.8272082527401676
CCL5-CXCR3	CCL5	CXCR3	0.8456057007125891	0.342042755344418	0.7298850574712644	0.1781609195402299	0.43907156673114117	0.27014829142488717	0.6511927788523533
CXCL12-CXCR3	CXCL12	CXCR3	0.023752969121140142	0.9548693586698337	0.7298850574712644	0.1781609195402299	0.050934880722114766	0.44165054803352677	0.9613152804642167
CCL11-CXCR3	CCL11	CXCR3	0.6365795724465558	0	0.7298850574712644	0.1781609195402299	0.36299161831076726	0	0
CCL7-CXCR3	CCL7	CXCR3	0.8479809976247031	0.18527315914489312	0.7298850574712644	0.1781609195402299	0.4397163120567376	0.23017408123791103	0.45970341715022567
CXCL12-CXCR4	CXCL12	CXCR4	0.023752969121140142	0.9548693586698337	0.2557471264367816	0.735632183908046	0.08961960025789813	0.9052224371373307	0.6434558349451966
CXCL13-CXCR5	CXCL13	CXCR5	0.6033254156769596	0.3515439429928741	0.5747126436781609	0.1925287356321839	0.3713733075435203	0.27852998065764023	0.5847840103159252
CX3CL1-CX3CR1	CX3CL1	CX3CR1	0.3919239904988123	0.7933491686460807	0.5632183908045977	0.16091954022988506	0.2314635718891038	0.3778207607994842	0.8478401031592521
TNFSF15-TNFRSF25	TNFSF15	TNFRSF25	0.5961995249406176	0.6080760095011877	0.3103448275862069	0.6580459770114943	0.7762733720180529	0.6898774983881367	0.5602836879432624
POMC-OPRD1	POMC	OPRD1	0.9168646080760094	0.6365795724465558	0.3850574712643678	0.6149425287356322	0.9045776918117344	0.6808510638297872	0.6460348162475822
PDYN-OPRD1	PDYN	OPRD1	0.46080760095011875	0.4180522565320665	0.3850574712643678	0.6149425287356322	0.6337846550612508	0.5467440361057382	0.5061250805931657
PENK-OPRD1	PENK	OPRD1	0.1995249406175772	0.7458432304038005	0.3850574712643678	0.6149425287356322	0.3797549967762734	0.7395228884590587	0.6898774983881367
EDA-EDAR	EDA	EDAR	0.4655581947743468	0.672209026128266	0.4827586206896552	0.3994252873563218	0.4887169568020632	0.5589941972920697	0.731785944551902
EDA-EDA2R	EDA	EDA2R	0.4655581947743468	0.672209026128266	0.6666666666666666	0.41954022988505746	0.5054803352675693	0.5802707930367504	0.8491295938104448
EPGN-EGFR	EPGN	EGFR	0.6009501187648456	0.29691211401425177	0.16954022988505746	0.9798850574712644	0.9226305609284333	0.5886524822695035	0.2862669245647969
EREG-EGFR	EREG	EGFR	0.8028503562945368	0.6294536817102138	0.16954022988505746	0.9798850574712644	0.9819471308833011	0.839458413926499	0.40683430045132174
EREG-ERBB4	EREG	ERBB4	0.8028503562945368	0.6294536817102138	0.2471264367816092	0.5919540229885057	0.8362346872985171	0.6608639587362991	0.49709864603481624
EDN1-EDNRA	EDN1	EDNRA	0.22802850356294538	0.5415676959619953	0.4511494252873563	0.33620689655172414	0.268214055448098	0.45454545454545453	0.6441005802707931
EDN2-EDNRA	EDN2	EDNRA	0.8836104513064132	0.18527315914489312	0.4511494252873563	0.33620689655172414	0.6537717601547389	0.27079303675048355	0.3533204384268214
EDN3-EDNRB	EDN3	EDNRB	1	0.8266033254156769	0.5258620689655172	0.20977011494252873	0.5312701482914249	0.44616376531270147	0.8375241779497099
FGF19-FGFR4	FGF19	FGFR4	0.8242280285035629	0.47030878859857483	0.031609195402298854	0.9367816091954023	0.9774339136041263	0.723404255319149	0.20373952288845906
VEGFA-FLT1	VEGFA	FLT1	0.007125890736342043	0.8812351543942993	0.9770114942528736	0.27873563218390807	0.04513217279174726	0.539651837524178	0.9941972920696325
VEGFC-FLT4	VEGFC	FLT4	0.14726840855106887	0.7529691211401425	0.9913793103448276	0.20689655172413793	0.1347517730496454	0.4203739522888459	0.9742101869761445
VEGFD-FLT4	VEGFD	FLT4	0.7980997624703088	0.4014251781472684	0.9913793103448276	0.20689655172413793	0.46421663442940037	0.30689877498388135	0.8123791102514507
PDGFC-FLT4	PDGFC	FLT4	0.16389548693586697	0.7007125890736342	0.9913793103448276	0.20689655172413793	0.14055448098001289	0.40038684719535783	0.9606705351386202
ANXA1-FPR2	ANXA1	FPR2	0.5748218527315915	0.828978622327791	0.7442528735632183	0	0	0	0.941972920696325
SAA1-FPR2	SAA1	FPR2	0.48931116389548696	0.18527315914489312	0.7442528735632183	0	0	0	0.463571889103804
ANXA1-FPR3	ANXA1	FPR3	0.5748218527315915	0.828978622327791	0.9224137931034483	0.12931034482758622	0.2611218568665377	0.34107027724049	0.9787234042553191
CGA-FSHR	CGA	FSHR	0.15201900237529692	0.7862232779097387	0.6293103448275862	0.0603448275862069	0.06447453255963895	0.2514506769825919	0.8768536428110896
FSHB-FSHR	FSHB	FSHR	0.4085510688836104	0.6104513064133017	0.6293103448275862	0.0603448275862069	0.10831721470019343	0.2379110251450677	0.7988394584139265
WNT3A-FZD6	WNT3A	FZD6	0.6365795724465558	0	0.14367816091954022	0.764367816091954	0.842682140554481	0	0
WNT4-FZD6	WNT4	FZD6	0.5653206650831354	0.8693586698337292	0.14367816091954022	0.764367816091954	0.807865892972276	0.8762088974854932	0.4455190199871051
WNT5A-FZD6	WNT5A	FZD6	0.07363420427553444	0.9477434679334917	0.14367816091954022	0.764367816091954	0.21534493874919408	0.9174725983236621	0.46099290780141844
GAL-GALR1	GAL	GALR1	0.08788598574821853	0.8432304038004751	0.4540229885057471	0.49137931034482757	0.1702127659574468	0.6989039329464861	0.7969052224371374
GAL-GALR2	GAL	GALR2	0.08788598574821853	0.8432304038004751	0.3275862068965517	0.7614942528735632	0.2437137330754352	0.8581560283687943	0.6776273372018052
GAL-GALR3	GAL	GALR3	0.08788598574821853	0.8432304038004751	0.4396551724137931	0.46551724137931033	0.16247582205029013	0.6814958091553837	0.7891682785299806
GHRL-GHSR	GHRL	GHSR	0.04275534441805225	0.9311163895486936	0.9310344827586207	0.0603448275862069	0.04642166344294004	0.26305609284332687	0.9954867827208252
GHRH-GHRHR	GHRH	GHRHR	0.1021377672209026	0.9216152019002375	0.6120689655172413	0.2442528735632184	0.1096067053513862	0.5138620245003224	0.915538362346873
GIP-GIPR	GIP	GIPR	0.19477434679334918	0.8004750593824228	0.08620689655172414	0.9655172413793104	0.49194068343004516	0.9413281753707285	0.3223726627981947
GCG-GLP1R	GCG	GLP1R	0	0.995249406175772	0.49712643678160917	0.8160919540229885	0	0.9568020631850419	0.8762088974854932
GCG-GLP2R	GCG	GLP2R	0	0.995249406175772	0.5977011494252874	0.26436781609195403	0	0.5544809800128949	0.9323017408123792
GCG-GCGR	GCG	GCGR	0	0.995249406175772	0.8247126436781609	0.5344827586206896	0	0.7865892972275951	0.9871050934880722
TNFSF18-TNFRSF18	TNFSF18	TNFRSF18	0.9667458432304038	0	0.8879310344827587	0.16954022988505746	0.4622823984526112	0	0
GNRH2-GNRHR	GNRH2	GNRHR	0.28028503562945367	0.6817102137767221	0.7241379310344828	0.13218390804597702	0.14958091553836234	0.3152804642166344	0.8755641521598968
CSF3-CSF2RB	CSF3	CSF2RB	0.48931116389548696	0.18527315914489312	0.5977011494252874	0.13505747126436782	0.23920051579626048	0.22114764667956158	0.4152159896840748
CSF2-CSF2RB	CSF2	CSF2RB	0.48931116389548696	0.18527315914489312	0.5977011494252874	0.13505747126436782	0.23920051579626048	0.22114764667956158	0.4152159896840748
GDF1-BMPR1B	GDF1	BMPR1B	0.6365795724465558	0	0.4051724137931034	0.4885057471264368	0.6718246292714378	0	0
GDF1-ACVR2A	GDF1	ACVR2A	0.6365795724465558	0	0.1206896551724138	0.8505747126436781	0.8923275306254029	0	0
GDF1-BMPR1A	GDF1	BMPR1A	0.6365795724465558	0	0.07758620689655173	0.7701149425287356	0.8452611218568665	0	0
GDF1-ACVR1B	GDF1	ACVR1B	0.6365795724465558	0	0.03735632183908046	0.9137931034482759	0.9161831076724694	0	0
GDF1-TGFBR1	GDF1	TGFBR1	0.6365795724465558	0	0.040229885057471264	0.9109195402298851	0.9136041263700838	0	0
GDF1-ACVR2B	GDF1	ACVR2B	0.6365795724465558	0	0.028735632183908046	0.9080459770114943	0.9090909090909091	0	0
GDF1-BMPR2	GDF1	BMPR2	0.6365795724465558	0	0.02586206896551724	0.7959770114942529	0.865892972275951	0	0
GDF1-ACVR1C	GDF1	ACVR1C	0.6365795724465558	0	0.04885057471264368	0.9913793103448276	0.941972920696325	0	0
GDF10-BMPR1B	GDF10	BMPR1B	0.48931116389548696	0.18527315914489312	0.4051724137931034	0.4885057471264368	0.5764023210831721	0.3159252095422308	0.3333333333333333
GDF10-ACVR2A	GDF10	ACVR2A	0.48931116389548696	0.18527315914489312	0.1206896551724138	0.8505747126436781	0.7994842037395229	0.42166344294003866	0.22179239200515796
GDF10-BMPR1A	GDF10	BMPR1A	0.48931116389548696	0.18527315914489312	0.07758620689655173	0.7701149425287356	0.7511283043197937	0.3971631205673759	0.20180528691166988
GDF10-ACVR1B	GDF10	ACVR1B	0.48931116389548696	0.18527315914489312	0.03735632183908046	0.9137931034482759	0.8181818181818182	0.43907156673114117	0.18181818181818182
GDF10-TGFBR1	GDF10	TGFBR1	0.48931116389548696	0.18527315914489312	0.040229885057471264	0.9109195402298851	0.8175370728562218	0.4377820760799484	0.1831076724693746
GDF10-ACVR2B	GDF10	ACVR2B	0.48931116389548696	0.18527315914489312	0.028735632183908046	0.9080459770114943	0.8143133462282398	0.43584784010315925	0.1773049645390071
GDF10-BMPR2	GDF10	BMPR2	0.48931116389548696	0.18527315914489312	0.02586206896551724	0.7959770114942529	0.7659574468085106	0.40683430045132174	0.1760154738878143
GDF10-ACVR1C	GDF10	ACVR1C	0.48931116389548696	0.18527315914489312	0.04885057471264368	0.9913793103448276	0.8420373952288845	0.4564796905222437	0.18568665377176016
GDF3-BMPR1B	GDF3	BMPR1B	0.6365795724465558	0	0.4051724137931034	0.4885057471264368	0.6718246292714378	0	0
GDF3-ACVR2A	GDF3	ACVR2A	0.6365795724465558	0	0.1206896551724138	0.8505747126436781	0.8923275306254029	0	0
GDF3-BMPR1A	GDF3	BMPR1A	0.6365795724465558	0	0.07758620689655173	0.7701149425287356	0.8452611218568665	0	0
GDF3-ACVR1B	GDF3	ACVR1B	0.6365795724465558	0	0.03735632183908046	0.9137931034482759	0.9161831076724694	0	0
GDF3-TGFBR1	GDF3	TGFBR1	0.6365795724465558	0	0.040229885057471264	0.9109195402298851	0.9136041263700838	0	0
GDF3-ACVR2B	GDF3	ACVR2B	0.6365795724465558	0	0.028735632183908046	0.9080459770114943	0.9090909090909091	0	0
GDF3-BMPR2	GDF3	BMPR2	0.6365795724465558	0	0.02586206896551724	0.7959770114942529	0.865892972275951	0	0
GDF3-ACVR1C	GDF3	ACVR1C	0.6365795724465558	0	0.04885057471264368	0.9913793103448276	0.941972920696325	0	0
GDF7-BMPR1B	GDF7	BMPR1B	0.3847980997624703	0.501187648456057	0.4051724137931034	0.4885057471264368	0.4912959381044487	0.5370728562217923	0.586073500967118
GDF7-ACVR2A	GDF7	ACVR2A	0.3847980997624703	0.501187648456057	0.1206896551724138	0.8505747126436781	0.6995486782720826	0.708575112830432	0.3043197936814958
GDF7-BMPR1A	GDF7	BMPR1A	0.3847980997624703	0.501187648456057	0.07758620689655173	0.7701149425287356	0.6511927788523533	0.6737588652482269	0.26692456479690524
GDF7-ACVR1B	GDF7	ACVR1B	0.3847980997624703	0.501187648456057	0.03735632183908046	0.9137931034482759	0.7311411992263056	0.7375886524822695	0.21212121212121213
GDF7-TGFBR1	GDF7	TGFBR1	0.3847980997624703	0.501187648456057	0.040229885057471264	0.9109195402298851	0.7304964539007093	0.7362991618310767	0.21598968407479047
GDF7-ACVR2B	GDF7	ACVR2B	0.3847980997624703	0.501187648456057	0.028735632183908046	0.9080459770114943	0.7292069632495164	0.7330754352030948	0.2024500322372663
GDF7-BMPR2	GDF7	BMPR2	0.3847980997624703	0.501187648456057	0.02586206896551724	0.7959770114942529	0.6660219213410703	0.6879432624113475	0.19664732430689877
GDF7-ACVR1C	GDF7	ACVR1C	0.3847980997624703	0.501187648456057	0.04885057471264368	0.9913793103448276	0.7556415215989684	0.7659574468085106	0.2308188265635074
GDF9-BMPR1B	GDF9	BMPR1B	0.24228028503562946	0.5368171021377672	0.4051724137931034	0.4885057471264368	0.37395228884590587	0.5531914893617021	0.5989684074790458
GDF9-ACVR2A	GDF9	ACVR2A	0.24228028503562946	0.5368171021377672	0.1206896551724138	0.8505747126436781	0.5222437137330754	0.7369439071566731	0.3120567375886525
GDF9-BMPR1A	GDF9	BMPR1A	0.24228028503562946	0.5368171021377672	0.07758620689655173	0.7701149425287356	0.48936170212765956	0.696969696969697	0.27401676337846553
GDF9-ACVR1B	GDF9	ACVR1B	0.24228028503562946	0.5368171021377672	0.03735632183908046	0.9137931034482759	0.5551257253384912	0.7627337201805287	0.21534493874919408
GDF9-TGFBR1	GDF9	TGFBR1	0.24228028503562946	0.5368171021377672	0.040229885057471264	0.9109195402298851	0.5519019987105094	0.7614442295293359	0.2192134107027724
GDF9-ACVR2B	GDF9	ACVR2B	0.24228028503562946	0.5368171021377672	0.028735632183908046	0.9080459770114943	0.5486782720825274	0.7588652482269503	0.20696324951644102
GDF9-BMPR2	GDF9	BMPR2	0.24228028503562946	0.5368171021377672	0.02586206896551724	0.7959770114942529	0.5029013539651838	0.7098646034816247	0.19922630560928434
GDF9-ACVR1C	GDF9	ACVR1C	0.24228028503562946	0.5368171021377672	0.04885057471264368	0.9913793103448276	0.5796260477111541	0.7872340425531915	0.23597678916827852
GH2-GHR	GH2	GHR	0.9239904988123515	0	0.12931034482758622	0.8994252873563219	0.9909735654416505	0	0
NPPA-NPR1	NPPA	NPR1	0.47268408551068886	0.33966745843230406	0.3793103448275862	0.5459770114942529	0.6002578981302386	0.4622823984526112	0.4513217279174726
NPPB-NPR1	NPPB	NPR1	0.9738717339667459	0.5558194774346793	0.3793103448275862	0.5459770114942529	0.8858800773694391	0.5983236621534493	0.5925209542230819
NPPC-NPR2	NPPC	NPR2	0.5581947743467933	0.7885985748218527	0.16666666666666666	0.7442528735632183	0.7988394584139265	0.8188265635074146	0.4558349451966473
TNFSF14-TNFRSF14	TNFSF14	TNFRSF14	0.8218527315914489	0.4156769596199525	0.9942528735632183	0.29310344827586204	0.5802707930367504	0.36428110896196003	0.8252740167633784
LTA-TNFRSF14	LTA	TNFRSF14	0.5866983372921615	0.342042755344418	0.9942528735632183	0.29310344827586204	0.47195357833655704	0.3301096067053514	0.75177304964539
CCL5-GPR75	CCL5	GPR75	0.8456057007125891	0.342042755344418	0.3706896551724138	0.3764367816091954	0.6840747904577692	0.38168923275306255	0.44745325596389424
RSPO1-LGR4	RSPO1	LGR4	0.9406175771971497	0.29453681710213775	0.08045977011494253	0.8793103448275862	0.9896840747904577	0.5493230174081238	0.22823984526112184
RSPO2-LGR4	RSPO2	LGR4	0.8693586698337292	0.18527315914489312	0.08045977011494253	0.8793103448275862	0.9742101869761445	0.4274661508704062	0.20438426821405545
RSPO3-LGR4	RSPO3	LGR4	0.34441805225653205	0.4323040380047506	0.08045977011494253	0.8793103448275862	0.65892972275951	0.6653771760154739	0.2585428755641522
RSPO4-LGR4	RSPO4	LGR4	0.2755344418052256	0.498812351543943	0.08045977011494253	0.8793103448275862	0.5828497743391361	0.7221147646679562	0.27014829142488717
RSPO1-LGR5	RSPO1	LGR5	0.9406175771971497	0.29453681710213775	0.8994252873563219	0.1839080459770115	0.4738878143133462	0.25918762088974856	0.6666666666666666
RSPO2-LGR5	RSPO2	LGR5	0.8693586698337292	0.18527315914489312	0.8994252873563219	0.1839080459770115	0.45454545454545453	0.23339780786589298	0.5157962604771116
RSPO3-LGR5	RSPO3	LGR5	0.34441805225653205	0.4323040380047506	0.8994252873563219	0.1839080459770115	0.2327530625402966	0.29980657640232106	0.804642166344294
RSPO4-LGR5	RSPO4	LGR5	0.2755344418052256	0.498812351543943	0.8994252873563219	0.1839080459770115	0.19342359767891681	0.31721470019342357	0.8504190844616376
RSPO3-LGR6	RSPO3	LGR6	0.34441805225653205	0.4323040380047506	0.5833333333333334	0.14942528735632185	0.2005157962604771	0.2759509993552547	0.6531270148291425
RSPO1-LGR6	RSPO1	LGR6	0.9406175771971497	0.29453681710213775	0.5833333333333334	0.14942528735632185	0.4197292069632495	0.2495164410058027	0.533204384268214
RSPO2-LGR6	RSPO2	LGR6	0.8693586698337292	0.18527315914489312	0.5833333333333334	0.14942528735632185	0.3952288845905867	0.22437137330754353	0.41005802707930367
RSPO4-LGR6	RSPO4	LGR6	0.2755344418052256	0.498812351543943	0.5833333333333334	0.14942528735632185	0.1644100580270793	0.28949065119277884	0.696969696969697
PENK-MRGPRX1	PENK	MRGPRX1	0.1995249406175772	0.7458432304038005	0.7442528735632183	0	0	0	0.9110251450676983
ADM-MRGPRX2	ADM	MRGPRX2	0.8194774346793349	0.7102137767220903	0.7442528735632183	0	0	0	0.8961960025789814
IFNA10-IFNAR1	IFNA10	IFNAR1	0.6365795724465558	0	0.05172413793103448	0.7816091954022989	0.8523533204384268	0	0
IFNA10-IFNAR2	IFNA10	IFNAR2	0.6365795724465558	0	0.34770114942528735	0.6120689655172413	0.7666021921341071	0	0
IFNA14-IFNAR1	IFNA14	IFNAR1	0.6365795724465558	0	0.05172413793103448	0.7816091954022989	0.8523533204384268	0	0
IFNA14-IFNAR2	IFNA14	IFNAR2	0.6365795724465558	0	0.34770114942528735	0.6120689655172413	0.7666021921341071	0	0
IFNA16-IFNAR1	IFNA16	IFNAR1	0.6365795724465558	0	0.05172413793103448	0.7816091954022989	0.8523533204384268	0	0
IFNA16-IFNAR2	IFNA16	IFNAR2	0.6365795724465558	0	0.34770114942528735	0.6120689655172413	0.7666021921341071	0	0
IFNA17-IFNAR1	IFNA17	IFNAR1	0.6365795724465558	0	0.05172413793103448	0.7816091954022989	0.8523533204384268	0	0
IFNA17-IFNAR2	IFNA17	IFNAR2	0.6365795724465558	0	0.34770114942528735	0.6120689655172413	0.7666021921341071	0	0
IFNA2-IFNAR1	IFNA2	IFNAR1	0.6365795724465558	0	0.05172413793103448	0.7816091954022989	0.8523533204384268	0	0
IFNA2-IFNAR2	IFNA2	IFNAR2	0.6365795724465558	0	0.34770114942528735	0.6120689655172413	0.7666021921341071	0	0
IFNA21-IFNAR1	IFNA21	IFNAR1	0.6365795724465558	0	0.05172413793103448	0.7816091954022989	0.8523533204384268	0	0
IFNA21-IFNAR2	IFNA21	IFNAR2	0.6365795724465558	0	0.34770114942528735	0.6120689655172413	0.7666021921341071	0	0
IFNA4-IFNAR1	IFNA4	IFNAR1	0.6365795724465558	0	0.05172413793103448	0.7816091954022989	0.8523533204384268	0	0
IFNA4-IFNAR2	IFNA4	IFNAR2	0.6365795724465558	0	0.34770114942528735	0.6120689655172413	0.7666021921341071	0	0
IFNA5-IFNAR1	IFNA5	IFNAR1	0.6033254156769596	0.27790973871733965	0.05172413793103448	0.7816091954022989	0.8310767246937459	0.5035460992907801	0.2011605415860735
IFNA5-IFNAR2	IFNA5	IFNAR2	0.6033254156769596	0.27790973871733965	0.34770114942528735	0.6120689655172413	0.7421018697614442	0.4410058027079304	0.3803997421018698
IFNA6-IFNAR1	IFNA6	IFNAR1	0.6365795724465558	0	0.05172413793103448	0.7816091954022989	0.8523533204384268	0	0
IFNA6-IFNAR2	IFNA6	IFNAR2	0.6365795724465558	0	0.34770114942528735	0.6120689655172413	0.7666021921341071	0	0
