source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources	sorted_eBCs_score.lig	SCbeta_scRNA_melton2019_score.lig	combined_sc_max_score.lig	scRNA_down_in_eBC_score	scRNA_down_in_SCbeta_melton2019_score	scRNA_down_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score.lig	bulkRNA_down_in_SCislet_score	all_sc_proteomics_score.lig	proteomics_down_in_sc_score	aggregate_score.lig	sorted_eBCs_score.rec	SCbeta_scRNA_melton2019_score.rec	combined_sc_max_score.rec	scRNA_up_in_eBC_score	scRNA_up_in_SCbeta_melton2019_score	scRNA_up_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score.rec	bulkRNA_up_in_SCislet_score	all_sc_proteomics_score.rec	proteomics_up_in_sc_score	aggregate_score.rec	interaction_score	interaction_symbol
P10600	Q03167	TGFB3	TGFBR3	1	1	0	1	1	0	Baccin2019;CancerCellMap;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11382746;CancerCellMap:11382746;CellTalkDB:11382746;Cellinker:11382746;HPRD:11382746;LRdb:11382746;NetPath:11382746;connectomeDB2020:11382746	8	Baccin2019:11382746;CancerCellMap:11382746;CellTalkDB:11382746;Cellinker:11382746;HPRD:11382746;LRdb:11382746;NetPath:11382746;connectomeDB2020:11382746	15	0.2826603325415677	0.23515439429928742	0.22565320665083136	0	0	0	0.20665083135391923	0	0.09501187648456057	0	0.13539192399049882	0.8132183908045977	0.7816091954022989	0.7212643678160919	0	0	0	0.8247126436781609	0	0.9310344827586207	0	0.7672413793103449	0.33737244897959184	TGFB3-TGFBR3
P01215	P16473	CGA	TSHR	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Wang;iTALK;talklr	HPMR:15571461;NetPath:20181794;SIGNOR:12045258	3	HPMR:15571461;NetPath:20181794;SIGNOR:12045258	13	0.1543942992874109	0.26128266033254155	0.2494061757719715	0	0	0	0.3847980997624703	0	0.09501187648456057	0	0.15201900237529692	0.7557471264367817	0.14080459770114942	0.7701149425287356	0	0	0	0.27586206896551724	0	0	0	0.4224137931034483	0.23341836734693877	CGA-TSHR
P01222	P16473	TSHB	TSHR	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;KEGG-MEDICUS;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:15571461;Baccin2019:2558651;CellTalkDB:15571461;Cellinker:15571461;Cellinker:2558651;HPMR:15571461;HPRD:2558651;LRdb:15571461;LRdb:26;NetPath:20181794;SIGNOR:12045258;connectomeDB2020:15571461;connectomeDB2020:2558651	13	Baccin2019:15571461;Baccin2019:2558651;CellTalkDB:15571461;Cellinker:15571461;Cellinker:2558651;HPMR:15571461;HPRD:2558651;LRdb:15571461;LRdb:26;NetPath:20181794;SIGNOR:12045258;connectomeDB2020:15571461;connectomeDB2020:2558651	20	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558	0.7557471264367817	0.14080459770114942	0.7701149425287356	0	0	0	0.27586206896551724	0	0	0	0.4224137931034483	0.6096938775510204	TSHB-TSHR
P01374	P20333	LTA	TNFRSF1B	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:2160731;Baccin2019:8123048;Baccin2019:9552007;CellTalkDB:9552007;Cellinker:2160731;Cellinker:8123048;Cellinker:9552007;DIP:1328224;HPRD:2160731;HPRD:8123048;HPRD:9552007;ICELLNET:7995952;LRdb:2160731;LRdb:8123048;LRdb:9552007;Lit-BM-17:1310388;Lit-BM-17:1328224;Lit-BM-17:8182064;connectomeDB2020:2160731;connectomeDB2020:8123048;connectomeDB2020:9552007	21	Baccin2019:2160731;Baccin2019:8123048;Baccin2019:9552007;CellTalkDB:9552007;Cellinker:2160731;Cellinker:8123048;Cellinker:9552007;DIP:1328224;HPRD:2160731;HPRD:8123048;HPRD:9552007;ICELLNET:7995952;LRdb:2160731;LRdb:8123048;LRdb:9552007;Lit-BM-17:1310388;Lit-BM-17:1328224;Lit-BM-17:8182064;connectomeDB2020:2160731;connectomeDB2020:8123048;connectomeDB2020:9552007	21	0.48931116389548696	0.7387173396674585	0.6247030878859857	0	0	0	0.5320665083135392	0	0.09501187648456057	0	0.5866983372921615	0.4224137931034483	0.14080459770114942	0.42528735632183906	0	0	0	0	0	0	0	0.25287356321839083	0.4298469387755102	LTA-TNFRSF1B
O43508	Q9NP84	TNFSF12	TNFRSF12A	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11728344;Baccin2019:12529173;Baccin2019:12787562;CellTalkDB:11728344;Cellinker:11728344;Cellinker:12529173;Cellinker:12787562;HPMR:12787562;HPRD:11728344;HPRD:12529173;ICELLNET:11239407;InnateDB:23750247;LRdb:11728344;LRdb:12529173;LRdb:12787562;Lit-BM-17:23438059;NetPath:16526941;connectomeDB2020:11728344;connectomeDB2020:12529173;connectomeDB2020:12787562	20	Baccin2019:11728344;Baccin2019:12529173;Baccin2019:12787562;CellTalkDB:11728344;Cellinker:11728344;Cellinker:12529173;Cellinker:12787562;HPMR:12787562;HPRD:11728344;HPRD:12529173;ICELLNET:11239407;InnateDB:23750247;LRdb:11728344;LRdb:12529173;LRdb:12787562;Lit-BM-17:23438059;NetPath:16526941;connectomeDB2020:11728344;connectomeDB2020:12529173;connectomeDB2020:12787562	21	0.15914489311163896	0.14726840855106887	0.16864608076009502	0	0.9121140142517815	0	0.14014251781472684	0	0.09501187648456057	0	0.29691211401425177	0.5	0.5718390804597702	0.7988505747126436	0	0	0	0.5431034482758621	0	0	0	0.5229885057471264	0.44387755102040816	TNFSF12-TNFRSF12A
Q14393	Q06418	GAS6	TYRO3	1	1	0	1	1	0	Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:7867073;Baccin2019:8621659;Baccin2019:8939948;BioGRID:8621659;BioGRID:8939948;CellChatDB:27801848;CellTalkDB:7867073;Cellinker:27801848;Cellinker:7867073;Cellinker:8621659;Cellinker:8939948;Guide2Pharma:8939948;HPMR:7867073;HPRD:8621659;HPRD:8939948;InnateDB:8939948;LRdb:7867073;LRdb:8621659;LRdb:8939948;SIGNOR:7867073;connectomeDB2020:7867073;connectomeDB2020:8621659;connectomeDB2020:8939948;scConnect:8939948	24	Baccin2019:7867073;Baccin2019:8621659;Baccin2019:8939948;BioGRID:8621659;BioGRID:8939948;CellChatDB:27801848;CellTalkDB:7867073;Cellinker:27801848;Cellinker:7867073;Cellinker:8621659;Cellinker:8939948;Guide2Pharma:8939948;HPMR:7867073;HPRD:8621659;HPRD:8939948;InnateDB:8939948;LRdb:7867073;LRdb:8621659;LRdb:8939948;SIGNOR:7867073;connectomeDB2020:7867073;connectomeDB2020:8621659;connectomeDB2020:8939948;scConnect:8939948	19	0.1187648456057007	0.1496437054631829	0.0855106888361045	0	0	0	0.16152019002375298	0	0.06413301662707839	0	0.06413301662707839	0.6264367816091954	0.6436781609195402	0.7327586206896551	0	0	0	0.6436781609195402	0.7873563218390804	0	0	0.6896551724137931	0.17028061224489796	GAS6-TYRO3
O95399	Q9UKP6	UTS2	UTS2R	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10499587;Baccin2019:10581185;Baccin2019:11976263;Baccin2019:12238917;Baccin2019:15109617;Baccin2019:15852036;Cellinker:10499587;Cellinker:10581185;Cellinker:11976263;Cellinker:12238917;Cellinker:15109617;Cellinker:15852036;Guide2Pharma:10499587;Guide2Pharma:10548501;Guide2Pharma:10559967;Guide2Pharma:10581185;HPMR:15109617;HPRD:10581185;LRdb:10499587;LRdb:10581185;LRdb:11976263;LRdb:12238917;LRdb:15109617;LRdb:15852036;connectomeDB2020:10499587;connectomeDB2020:10581185;connectomeDB2020:11976263;connectomeDB2020:12238917;connectomeDB2020:15109617;connectomeDB2020:15852036;scConnect:11976263;scConnect:12238917;scConnect:15852036	33	Baccin2019:10499587;Baccin2019:10581185;Baccin2019:11976263;Baccin2019:12238917;Baccin2019:15109617;Baccin2019:15852036;Cellinker:10499587;Cellinker:10581185;Cellinker:11976263;Cellinker:12238917;Cellinker:15109617;Cellinker:15852036;Guide2Pharma:10499587;Guide2Pharma:10548501;Guide2Pharma:10559967;Guide2Pharma:10581185;HPMR:15109617;HPRD:10581185;LRdb:10499587;LRdb:10581185;LRdb:11976263;LRdb:12238917;LRdb:15109617;LRdb:15852036;connectomeDB2020:10499587;connectomeDB2020:10581185;connectomeDB2020:11976263;connectomeDB2020:12238917;connectomeDB2020:15109617;connectomeDB2020:15852036;scConnect:11976263;scConnect:12238917;scConnect:15852036	15	0.48931116389548696	0.2992874109263658	0.6413301662707839	0	0	0	0.5320665083135392	0	0	0	0.38004750593824227	0	0	0.21839080459770116	0	0	0	0	0	0	0	0.1235632183908046	0.17857142857142858	UTS2-UTS2R
Q765I0	Q9UKP6	UTS2B	UTS2R	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11015293;Baccin2019:14550283;CellChatDB:31556942;CellTalkDB:14550283;Cellinker:11015293;Cellinker:14550283;Cellinker:31556942;Guide2Pharma:14550283;Guide2Pharma:17628210;Guide2Pharma:18710417;HPRD:14550283;LRdb:11;LRdb:14550283;connectomeDB2020:11015293;connectomeDB2020:14550283;scConnect:11015293;scConnect:14550283;scConnect:18710417	18	Baccin2019:11015293;Baccin2019:14550283;CellChatDB:31556942;CellTalkDB:14550283;Cellinker:11015293;Cellinker:14550283;Cellinker:31556942;Guide2Pharma:14550283;Guide2Pharma:17628210;Guide2Pharma:18710417;HPRD:14550283;LRdb:11;LRdb:14550283;connectomeDB2020:11015293;connectomeDB2020:14550283;scConnect:11015293;scConnect:14550283;scConnect:18710417	13	0.4323040380047506	0.2992874109263658	0.5724465558194775	0	0.8693586698337292	0	0.45368171021377673	0	0.09501187648456057	0	0.8028503562945368	0	0	0.21839080459770116	0	0	0	0	0	0	0	0.1235632183908046	0.32716836734693877	UTS2B-UTS2R
P01286	P32241	GHRH	VIPR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:8791009;CellChatDB:10655511;CellTalkDB:8791009;Cellinker:10655511;Cellinker:8791009;Guide2Pharma:8791009;LRdb:8791009;connectomeDB2020:8791009;scConnect:8791009	9	Baccin2019:8791009;CellChatDB:10655511;CellTalkDB:8791009;Cellinker:10655511;Cellinker:8791009;Guide2Pharma:8791009;LRdb:8791009;connectomeDB2020:8791009;scConnect:8791009	13	0.0831353919239905	0.09501187648456057	0.30641330166270786	0	0	0	0.27078384798099764	0	0.09501187648456057	0	0.1021377672209026	0.34195402298850575	0.6752873563218391	0.39080459770114945	0	0.8764367816091954	0	0.6551724137931034	0.8390804597701149	0	0	0.7413793103448276	0.26211734693877553	GHRH-VIPR1
P18509	P32241	ADCYAP1	VIPR1	1	1	0	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11897681;Baccin2019:11931347;Baccin2019:12429744;Baccin2019:16930633;Baccin2019:8791009;Baccin2019:9928018;CellTalkDB:11897681;Cellinker:11897681;Cellinker:11931347;Cellinker:12429744;Cellinker:12488235;Cellinker:16930633;Cellinker:8791009;Cellinker:9928018;Guide2Pharma:11931347;Guide2Pharma:16930633;Guide2Pharma:8791009;Guide2Pharma:9928018;HPRD:12429744;LRdb:11897681;LRdb:11931347;LRdb:12429744;LRdb:16930633;LRdb:8791009;LRdb:9928018;SIGNOR:11897681;connectomeDB2020:11897681;connectomeDB2020:11931347;connectomeDB2020:12429744;connectomeDB2020:16930633;connectomeDB2020:8791009;connectomeDB2020:9928018;scConnect:11931347;scConnect:16930633;scConnect:8791009;scConnect:9928018	36	Baccin2019:11897681;Baccin2019:11931347;Baccin2019:12429744;Baccin2019:16930633;Baccin2019:8791009;Baccin2019:9928018;CellTalkDB:11897681;Cellinker:11897681;Cellinker:11931347;Cellinker:12429744;Cellinker:12488235;Cellinker:16930633;Cellinker:8791009;Cellinker:9928018;Guide2Pharma:11931347;Guide2Pharma:16930633;Guide2Pharma:8791009;Guide2Pharma:9928018;HPRD:12429744;LRdb:11897681;LRdb:11931347;LRdb:12429744;LRdb:16930633;LRdb:8791009;LRdb:9928018;SIGNOR:11897681;connectomeDB2020:11897681;connectomeDB2020:11931347;connectomeDB2020:12429744;connectomeDB2020:16930633;connectomeDB2020:8791009;connectomeDB2020:9928018;scConnect:11931347;scConnect:16930633;scConnect:8791009;scConnect:9928018	15	0.09263657957244656	0.16864608076009502	0.2327790973871734	0.9904988123515439	0.997624703087886	0	0.1163895486935867	0.9572446555819477	0.05463182897862233	0	0.9833729216152018	0.34195402298850575	0.6752873563218391	0.39080459770114945	0	0.8764367816091954	0	0.6551724137931034	0.8390804597701149	0	0	0.7413793103448276	0.9674744897959183	ADCYAP1-VIPR1
P01282	P32241	VIP	VIPR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10570056;Baccin2019:10801840;Baccin2019:11027527;Baccin2019:11931347;Baccin2019:15247290;Baccin2019:16930633;Baccin2019:8074647;Baccin2019:807467;Baccin2019:8390245;Baccin2019:8791009;Baccin2019:9152366;Baccin2019:9437714;Baccin2019:9454823;Baccin2019:9726637;Baccin2019:9928018;CellChatDB:10655512;CellTalkDB:11027527;Cellinker:10570056;Cellinker:10655511;Cellinker:10801840;Cellinker:11027527;Cellinker:11931347;Cellinker:12488235;Cellinker:15247290;Cellinker:16930633;Cellinker:8074647;Cellinker:8390245;Cellinker:8791009;Cellinker:9152366;Cellinker:9437714;Cellinker:9454823;Cellinker:9726637;Cellinker:9928018;Guide2Pharma:10570056;Guide2Pharma:10801840;Guide2Pharma:11931347;Guide2Pharma:16930633;Guide2Pharma:8074647;Guide2Pharma:8390245;Guide2Pharma:8791009;Guide2Pharma:9152366;Guide2Pharma:9437714;Guide2Pharma:9454823;Guide2Pharma:9726637;Guide2Pharma:9928018;HPMR:11027527;HPRD:11027527;HPRD:15247290;HPRD:807467;LRdb:10570056;LRdb:10801840;LRdb:11027527;LRdb:11931347;LRdb:15247290;LRdb:16930633;LRdb:8074647;LRdb:807467;LRdb:8390245;LRdb:8791009;LRdb:9152366;LRdb:9437714;LRdb:9454823;LRdb:9726637;LRdb:9928018;SIGNOR:11897681;connectomeDB2020:10570056;connectomeDB2020:10801840;connectomeDB2020:11027527;connectomeDB2020:11931347;connectomeDB2020:15247290;connectomeDB2020:16930633;connectomeDB2020:8074647;connectomeDB2020:807467;connectomeDB2020:8390245;connectomeDB2020:8791009;connectomeDB2020:9152366;connectomeDB2020:9437714;connectomeDB2020:9454823;connectomeDB2020:9726637;connectomeDB2020:9928018;scConnect:10570056;scConnect:10801840;scConnect:11931347;scConnect:16930633;scConnect:8074647;scConnect:8390245;scConnect:8791009;scConnect:9152366;scConnect:9437714;scConnect:9454823;scConnect:9726637;scConnect:9928018	92	Baccin2019:10570056;Baccin2019:10801840;Baccin2019:11027527;Baccin2019:11931347;Baccin2019:15247290;Baccin2019:16930633;Baccin2019:8074647;Baccin2019:807467;Baccin2019:8390245;Baccin2019:8791009;Baccin2019:9152366;Baccin2019:9437714;Baccin2019:9454823;Baccin2019:9726637;Baccin2019:9928018;CellChatDB:10655512;CellTalkDB:11027527;Cellinker:10570056;Cellinker:10655511;Cellinker:10801840;Cellinker:11027527;Cellinker:11931347;Cellinker:12488235;Cellinker:15247290;Cellinker:16930633;Cellinker:8074647;Cellinker:8390245;Cellinker:8791009;Cellinker:9152366;Cellinker:9437714;Cellinker:9454823;Cellinker:9726637;Cellinker:9928018;Guide2Pharma:10570056;Guide2Pharma:10801840;Guide2Pharma:11931347;Guide2Pharma:16930633;Guide2Pharma:8074647;Guide2Pharma:8390245;Guide2Pharma:8791009;Guide2Pharma:9152366;Guide2Pharma:9437714;Guide2Pharma:9454823;Guide2Pharma:9726637;Guide2Pharma:9928018;HPMR:11027527;HPRD:11027527;HPRD:15247290;HPRD:807467;LRdb:10570056;LRdb:10801840;LRdb:11027527;LRdb:11931347;LRdb:15247290;LRdb:16930633;LRdb:8074647;LRdb:807467;LRdb:8390245;LRdb:8791009;LRdb:9152366;LRdb:9437714;LRdb:9454823;LRdb:9726637;LRdb:9928018;SIGNOR:11897681;connectomeDB2020:10570056;connectomeDB2020:10801840;connectomeDB2020:11027527;connectomeDB2020:11931347;connectomeDB2020:15247290;connectomeDB2020:16930633;connectomeDB2020:8074647;connectomeDB2020:807467;connectomeDB2020:8390245;connectomeDB2020:8791009;connectomeDB2020:9152366;connectomeDB2020:9437714;connectomeDB2020:9454823;connectomeDB2020:9726637;connectomeDB2020:9928018;scConnect:10570056;scConnect:10801840;scConnect:11931347;scConnect:16930633;scConnect:8074647;scConnect:8390245;scConnect:8791009;scConnect:9152366;scConnect:9437714;scConnect:9454823;scConnect:9726637;scConnect:9928018	17	0.48931116389548696	0.2992874109263658	0.6413301662707839	0	0	0	0.6294536817102138	0.8669833729216152	0.09501187648456057	0	0.8479809976247031	0.34195402298850575	0.6752873563218391	0.39080459770114945	0	0.8764367816091954	0	0.6551724137931034	0.8390804597701149	0	0	0.7413793103448276	0.9413265306122449	VIP-VIPR1
P18509	P41587	ADCYAP1	VIPR2	1	1	0	1	1	0	Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11931347;Baccin2019:11978642;Baccin2019:16930633;Baccin2019:8146174;Baccin2019:9928018;CellTalkDB:9928018;Cellinker:11931347;Cellinker:11978642;Cellinker:12488235;Cellinker:16930633;Cellinker:8146174;Cellinker:9928018;Guide2Pharma:11931347;Guide2Pharma:11978642;Guide2Pharma:16930633;Guide2Pharma:9928018;HPRD:8146174;LRdb:11931347;LRdb:11978642;LRdb:16930633;LRdb:8146174;LRdb:9928018;connectomeDB2020:11931347;connectomeDB2020:11978642;connectomeDB2020:16930633;connectomeDB2020:8146174;connectomeDB2020:9928018;scConnect:11931347;scConnect:11978642;scConnect:16930633;scConnect:9928018	31	Baccin2019:11931347;Baccin2019:11978642;Baccin2019:16930633;Baccin2019:8146174;Baccin2019:9928018;CellTalkDB:9928018;Cellinker:11931347;Cellinker:11978642;Cellinker:12488235;Cellinker:16930633;Cellinker:8146174;Cellinker:9928018;Guide2Pharma:11931347;Guide2Pharma:11978642;Guide2Pharma:16930633;Guide2Pharma:9928018;HPRD:8146174;LRdb:11931347;LRdb:11978642;LRdb:16930633;LRdb:8146174;LRdb:9928018;connectomeDB2020:11931347;connectomeDB2020:11978642;connectomeDB2020:16930633;connectomeDB2020:8146174;connectomeDB2020:9928018;scConnect:11931347;scConnect:11978642;scConnect:16930633;scConnect:9928018	14	0.09263657957244656	0.16864608076009502	0.2327790973871734	0.9904988123515439	0.997624703087886	0	0.1163895486935867	0.9572446555819477	0.05463182897862233	0	0.9833729216152018	0.28160919540229884	0.14080459770114942	0.23850574712643677	0	0	0	0.3074712643678161	0.6293103448275862	0	0	0.3735632183908046	0.7378826530612245	ADCYAP1-VIPR2
P01282	P41587	VIP	VIPR2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10570056;Baccin2019:10801840;Baccin2019:11931347;Baccin2019:12220741;Baccin2019:16930633;Baccin2019:8146174;Baccin2019:9152366;Baccin2019:9437714;Baccin2019:9454823;Baccin2019:9726637;Baccin2019:9928018;CellTalkDB:16930633;Cellinker:10570056;Cellinker:10801840;Cellinker:11931347;Cellinker:12220741;Cellinker:12488235;Cellinker:16930633;Cellinker:8146174;Cellinker:9152366;Cellinker:9437714;Cellinker:9454823;Cellinker:9726637;Cellinker:9928018;Guide2Pharma:10570056;Guide2Pharma:10801840;Guide2Pharma:11931347;Guide2Pharma:16930633;Guide2Pharma:9152366;Guide2Pharma:9437714;Guide2Pharma:9454823;Guide2Pharma:9726637;Guide2Pharma:9928018;HPMR:12220741;HPRD:10801840;HPRD:8146174;HPRD:9454823;LRdb:10570056;LRdb:10801840;LRdb:11931347;LRdb:12220741;LRdb:16930633;LRdb:8146174;LRdb:9152366;LRdb:9437714;LRdb:9454823;LRdb:9726637;LRdb:9928018;connectomeDB2020:10570056;connectomeDB2020:10801840;connectomeDB2020:11931347;connectomeDB2020:12220741;connectomeDB2020:16930633;connectomeDB2020:8146174;connectomeDB2020:9152366;connectomeDB2020:9437714;connectomeDB2020:9454823;connectomeDB2020:9726637;connectomeDB2020:9928018;scConnect:10570056;scConnect:10801840;scConnect:11931347;scConnect:16930633;scConnect:9152366;scConnect:9437714;scConnect:9454823;scConnect:9726637;scConnect:9928018	68	Baccin2019:10570056;Baccin2019:10801840;Baccin2019:11931347;Baccin2019:12220741;Baccin2019:16930633;Baccin2019:8146174;Baccin2019:9152366;Baccin2019:9437714;Baccin2019:9454823;Baccin2019:9726637;Baccin2019:9928018;CellTalkDB:16930633;Cellinker:10570056;Cellinker:10801840;Cellinker:11931347;Cellinker:12220741;Cellinker:12488235;Cellinker:16930633;Cellinker:8146174;Cellinker:9152366;Cellinker:9437714;Cellinker:9454823;Cellinker:9726637;Cellinker:9928018;Guide2Pharma:10570056;Guide2Pharma:10801840;Guide2Pharma:11931347;Guide2Pharma:16930633;Guide2Pharma:9152366;Guide2Pharma:9437714;Guide2Pharma:9454823;Guide2Pharma:9726637;Guide2Pharma:9928018;HPMR:12220741;HPRD:10801840;HPRD:8146174;HPRD:9454823;LRdb:10570056;LRdb:10801840;LRdb:11931347;LRdb:12220741;LRdb:16930633;LRdb:8146174;LRdb:9152366;LRdb:9437714;LRdb:9454823;LRdb:9726637;LRdb:9928018;connectomeDB2020:10570056;connectomeDB2020:10801840;connectomeDB2020:11931347;connectomeDB2020:12220741;connectomeDB2020:16930633;connectomeDB2020:8146174;connectomeDB2020:9152366;connectomeDB2020:9437714;connectomeDB2020:9454823;connectomeDB2020:9726637;connectomeDB2020:9928018;scConnect:10570056;scConnect:10801840;scConnect:11931347;scConnect:16930633;scConnect:9152366;scConnect:9437714;scConnect:9454823;scConnect:9726637;scConnect:9928018	17	0.48931116389548696	0.2992874109263658	0.6413301662707839	0	0	0	0.6294536817102138	0.8669833729216152	0.09501187648456057	0	0.8479809976247031	0.28160919540229884	0.14080459770114942	0.23850574712643677	0	0	0	0.3074712643678161	0.6293103448275862	0	0	0.3735632183908046	0.6779336734693877	VIP-VIPR2
