hgnc_symbol	sorted_eBCs_score	combined_sc_max_score	scRNA_up_in_eBC_score	SCbeta_scRNA_melton2019_score	scRNA_up_in_SCbeta_melton2019_score	scRNA_up_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score	bulkRNA_up_in_SCislet_score	all_sc_proteomics_score	proteomics_up_in_sc_score	aggregate_score
LEP	0.6817102137767221	0.5510688836104513	0	0.26365795724465557	0	0	0	0	0	0	0.4418052256532066
LHB	0	0	0	0	0	0	0	0	0	0	0
LIF	0	0.41092636579572445	0	0.26365795724465557	0	0	0.5605700712589073	0	0	0	0.4085510688836104
LTA	0	0.34441805225653205	0	0	0	0	0.43942992874109266	0	0	0	0.342042755344418
MDK	0.9857482185273159	0.9904988123515439	0.9928741092636579	0.9857482185273159	0.9477434679334917	0	0.9786223277909739	0.7553444180522565	0.9714964370546318	1	1
MIA	0	0.40617577197149646	0	0.26365795724465557	0	0	0.47030878859857483	0.8859857482185273	0	0	0.5320665083135392
MIF	0.9833729216152018	0.9786223277909739	0	0.9643705463182898	0	0	0.8741092636579573	0	0.997624703087886	0	0.8717339667458432
MLN	0.8123515439429929	0.8147268408551069	0	0.26365795724465557	0	0	0.6912114014251781	0.9762470308788599	0	0	0.7719714964370546
MST1	0.8788598574821853	0.7767220902612827	0	0.9453681710213777	0.9453681710213777	0	0.9358669833729216	0.6983372921615202	0	0	0.9192399049881235
MSTN	0.5130641330166271	0.3752969121140142	0	0.26365795724465557	0	0	0.37292161520190026	0	0	0	0.4513064133016627
NDP	0	0.38004750593824227	0	0.26365795724465557	0	0	0.37292161520190026	0.7838479809976246	0	0	0.4916864608076009
NGF	0.6104513064133017	0.66270783847981	0	0.26365795724465557	0	0	0.5605700712589073	0.7719714964370546	0	0	0.6579572446555819
NLGN1	0.8717339667458432	0.8717339667458432	0	0.7933491686460807	0	0	0.8432304038004751	0	0	0	0.7363420427553444
NMB	0.8931116389548693	0.8266033254156769	0	0.9501187648456056	0	0	0.7838479809976246	0	0	0	0.75059382422802845
NMS	0	0	0	0	0	0	0	0	0	0	0
NMU	0	0.5914489311163895	0	0.26365795724465557	0	0	0.43942992874109266	0.8551068883610451	0	0	0.5581947743467933
NODAL	0	0	0	0	0	0	0	0	0	0	0
NPB	0.7838479809976246	0.66270783847981	0	0.7054631828978623	0	0	0.5819477434679335	0.7387173396674585	0	0	0.7648456057007126
NPFF	0.6104513064133017	0.45605700712589076	0	0	0	0	0	0	0	0	0.38004750593824227
NPPA	0	0.43942992874109266	0	0.26365795724465557	0	0	0	0	0	0	0.33966745843230406
NPPB	0.6104513064133017	0.8194774346793349	0	0.26365795724465557	0	0	0.48693586698337293	0	0	0	0.5558194774346793
NPPC	0.7054631828978623	0.5985748218527316	0	0.7434679334916865	0	0	0.7648456057007126	0.831353919239905	0	0	0.7885985748218527
NPS	0	0	0	0	0	0	0.37292161520190026	0.7838479809976246	0	0	0.3515439429928741
NPVF	0	0	0	0	0	0	0	0	0	0	0
NPW	0.9572446555819477	0.9667458432304038	0.9857482185273159	0.8954869358669834	0	0	0.6983372921615202	0.7339667458432304	0	0	0.9144893111638955
NPY	0.7553444180522565	0.7102137767220903	0	0.26365795724465557	0	0	0.5083135391923991	0	0	0	0.5724465558194775
NRG1	0.9192399049881235	0.836104513064133	0	0.8907363420427553	0.9073634204275535	0	0.9263657957244655	0.6959619952494062	0	0	0.9168646080760094
NRG2	0.6437054631828979	0.6745843230403801	0	0.26365795724465557	0	0	0.6769596199524941	0	0	0	0.5748218527315915
NRG3	0.7719714964370546	0.8408551068883611	0	0.7790973871733967	0.9002375296912114	0	0.9216152019002375	0.8218527315914489	0	0	0.9073634204275535
NRG4	0.6104513064133017	0.669833729216152	0	0.26365795724465557	0	0	0.8052256532066508	0.8171021377672208	0	0	0.7125890736342043
NRTN	0.7054631828978623	0.7102137767220903	0	0.7600950118764845	0	0	0.48693586698337293	0	0	0	0.6223277909738717
NTF3	0	0.5629453681710214	0	0.26365795724465557	0	0	0.5605700712589073	0.9358669833729216	0	0	0.5866983372921615
NTF4	0	0	0	0.26365795724465557	0	0	0.47030878859857483	0.8859857482185273	0	0	0.43705463182897863
NTN1	0.7933491686460807	0.7244655581947743	0	0.8764845605700713	0	0	0.9429928741092637	0	0	0	0.7410926365795725
NTN3	0	0	0	0	0	0	0.7743467933491687	0.9239904988123515	0	0	0.45605700712589076
NTN4	0.5130641330166271	0.6413301662707839	0	0.26365795724465557	0	0	0.66270783847981	0	0	0	0.5391923990498813
NTS	0.850356294536817	0.8812351543942993	0	0.8693586698337292	0.9619952494061758	0	0.9239904988123515	1	0	0	0.9406175771971497
NXPH1	0	0.4679334916864608	0	0.26365795724465557	0	0	0.5914489311163895	0.9501187648456056	0	0	0.5771971496437055
NXPH2	0.5700712589073634	0.6484560570071259	0	0.26365795724465557	0	0	0.5819477434679335	0.9477434679334917	0	0	0.684085510688836
NXPH3	0.6104513064133017	0.5225653206650831	0	0.75059382422802845	0	0	0.836104513064133	0	0	0	0.6318289786223278
OBP2A	0	0	0	0	0	0	0	0	0	0	0
OLFM2	0.9477434679334917	0.9002375296912114	0	0.9263657957244655	0	0	0.9643705463182898	0	0.9548693586698337	0	0.8646080760095012
ORM1	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
OSM	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
OSTN	0	0.3919239904988123	0	0.26365795724465557	0	0	0.5391923990498813	0.9287410926365796	0	0	0.5486935866983373
OXT	0.665083135391924	0.5439429928741093	0	0.26365795724465557	0	0	0.47030878859857483	0.8859857482185273	0	0	0.6460807600950119
PDCD1LG2	0	0	0	0	0	0	0.37292161520190026	0.7838479809976246	0	0	0.3515439429928741
PDGFA	0.9263657957244655	0.9358669833729216	0	0.9429928741092637	0	0	0.9501187648456056	0	0	0	0.7909738717339667
PDGFB	0	0.5391923990498813	0	0.7292161520190024	0	0	0.7149643705463183	0	0	0	0.5201900237529691
PDGFC	0.6437054631828979	0.8456057007125891	0	0.26365795724465557	0	0	0.7482185273159145	0.6769596199524941	0	0	0.7007125890736342
PDGFD	0.8551068883610451	0.8147268408551069	0	0.9097387173396675	0.9857482185273159	0	0.9524940617577197	0.9714964370546318	0	0	0.9453681710213777
PDYN	0.5130641330166271	0.5581947743467933	0	0.26365795724465557	0	0	0	0	0	0	0.4180522565320665
PENK	0.6104513064133017	0.6555819477434679	0	0.26365795724465557	0	0	0.8551068883610451	0.9928741092636579	0	0	0.7458432304038005
PF4	0	0.41330166270783847	0	0.26365795724465557	0	0	0	0	0	0	0.32779097387173395
PF4V1	0	0.5700712589073634	0	0.26365795724465557	0	0	0.37292161520190026	0.7838479809976246	0	0	0.5225653206650831
PGF	0.9382422802850356	0.9358669833729216	0	0.8598574821852731	0	0	0.9192399049881235	0.9786223277909739	0	0	0.8622327790973872
PIP	0	0	0	0	0	0	0	0	0	0	0
PMCH	0	0	0	0	0	0	0.37292161520190026	0.7838479809976246	0	0	0.3515439429928741
PNOC	0.8218527315914489	0.7482185273159145	0	0.7695961995249406	0.8907363420427553	0	0.5320665083135392	0	0	0	0.7957244655581948
POMC	0.5130641330166271	0.9287410926365796	0	0.8147268408551069	0	0	0.6247030878859857	0	0	0	0.6365795724465558
PPBP	0	0	0	0.26365795724465557	0	0	0.5083135391923991	0.9168646080760094	0	0	0.45368171021377673
PPY	0.9714964370546318	0.9786223277909739	0	0.8028503562945368	0	0	0.7078384798099763	0	0.9216152019002375	0	0.8408551068883611
PRL	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
PRLH	0	0	0	0	0	0	0	0	0	0	0
PROK1	0	0	0	0	0	0	0	0	0	0	0
PROK2	0	0	0	0	0	0	0	0	0	0	0
PSPN	0.8764845605700713	0.7624703087885986	0	0.8883610451306413	0	0	0.9026128266033254	0.684085510688836	0	0	0.8242280285035629
PTH	0	0	0	0	0	0	0	0	0	0	0
PTH2	0	0	0	0	0	0	0	0	0	0	0
PTHLH	0.8194774346793349	0.8266033254156769	0	0.8717339667458432	0.9643705463182898	0	0.7695961995249406	0.8456057007125891	0	0	0.9097387173396675
PTN	0.7339667458432304	0.9097387173396675	0	0.26365795724465557	0	0	0.5083135391923991	0.7173396674584323	0	0	0.6912114014251781
PYY	0.9904988123515439	0.9857482185273159	0.997624703087886	0.9121140142517815	0.9881235154394299	0	0.6888361045130641	0.6603325415676959	0	0	0.9786223277909739
QRFP	0	0.33966745843230406	0	0	0	0	0	0	0	0	0.2850356294536817
RARRES2	0.7648456057007126	0.9786223277909739	0	0.26365795724465557	0	0	0.66270783847981	0	0	0	0.6175771971496437
RETN	0	0	0	0	0	0	0	0	0	0	0
RLN1	0.665083135391924	0.5439429928741093	0	0.7482185273159145	0	0	0.6555819477434679	0	0	0	0.6199524940617577
RLN2	0.6935866983372921	0.6294536817102138	0	0.7078384798099763	0	0	0.48693586698337293	0	0	0	0.6152019002375297
RLN3	0	0	0	0	0	0	0	0	0	0	0
RSPO1	0	0.517814726840855	0	0	0	0	0	0	0	0	0.29453681710213775
RSPO2	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
RSPO3	0.665083135391924	0.5225653206650831	0	0.26365795724465557	0	0	0	0	0	0	0.4323040380047506
RSPO4	0	0.4750593824228028	0	0.7244655581947743	0	0	0.6508313539192399	0	0	0	0.498812351543943
S100A8	0	0.8527315914489311	0	0.26365795724465557	0	0	0.37292161520190026	0	0.9572446555819477	0	0.5938242280285035
SAA1	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
SCGB1A1	0	0.8717339667458432	0	0.26365795724465557	0	0	0	0	0	0	0.37767220902612825
SCGB3A1	0	0.41330166270783847	0	0.26365795724465557	0	0	0.37292161520190026	0.7838479809976246	0	0	0.49406175771971494
SCGB3A2	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
SCT	0.8147268408551069	0.7695961995249406	0	0.8004750593824228	0.9144893111638955	0	0.7980997624703088	0.8812351543942993	0	0	0.9026128266033254
SEMA3A	0.9643705463182898	0.9287410926365796	0.9904988123515439	0.9714964370546318	0.997624703087886	0	0.9833729216152018	0.9809976247030879	0	0	0.997624703087886
SEMA3B	0.7292161520190024	0.6864608076009501	0	0.26365795724465557	0	0	0.8622327790973872	0.7482185273159145	0	0	0.7339667458432304
SEMA3C	0.9501187648456056	0.9453681710213777	0	0.9691211401425178	0.9762470308788599	0	0.9596199524940617	0.9857482185273159	0	0	0.9619952494061758
SEMA3D	0.8954869358669834	0.8717339667458432	0	0.8218527315914489	0	0	0.9073634204275535	0.9311163895486936	0	0	0.8527315914489311
SEMA3E	0.828978622327791	0.8194774346793349	0	0.26365795724465557	0	0	0.6508313539192399	0	0.9192399049881235	0	0.7553444180522565
SEMA3F	0.8693586698337292	0.7624703087885986	0	0.8147268408551069	0.9263657957244655	0	0.7529691211401425	0.6745843230403801	0	0	0.8764845605700713
SEMA3G	0.5700712589073634	0.45605700712589076	0	0.26365795724465557	0	0	0.5391923990498813	0	0	0	0.49643705463182897
SFRP2	0	0.7980997624703088	0	0.26365795724465557	0	0	0	0	0	0	0.37292161520190026
SHH	0.5700712589073634	0.7553444180522565	0	0.26365795724465557	0	0	0.7624703087885986	0.8479809976247031	0	0	0.7173396674584323
SLIT1	0.9026128266033254	0.9477434679334917	0	0.9524940617577197	0	0	0.7315914489311164	0.6912114014251781	0.9738717339667459	0.9904988123515439	0.9738717339667459
SLIT2	0.8646080760095012	0.7482185273159145	0	0.7672209026128266	0	0	0.8859857482185273	0.9382422802850356	0	0	0.831353919239905
SLIT3	0.836104513064133	0.8812351543942993	0	0.8788598574821853	0.9121140142517815	0	0.8907363420427553	0.9049881235154394	0	0	0.9287410926365796
SLURP1	0	0	0	0	0	0	0	0	0	0	0
SPP1	0.6104513064133017	0.9168646080760094	0	0.26365795724465557	0	0	0.7173396674584323	0	0.9239904988123515	0	0.7434679334916865
SST	0.9928741092636579	0.9928741092636579	0.9881235154394299	0.9904988123515439	0	0	0.995249406175772	0	0.9928741092636579	0	0.9667458432304038
TAC1	0.7339667458432304	0.836104513064133	0	0.7814726840855107	0.9026128266033254	0	0.6009501187648456	0	0	0	0.8028503562945368
TAC3	0.6437054631828979	0.5914489311163895	0	0.8194774346793349	0.9287410926365796	0	0.5724465558194775	0.6579572446555819	0	0	0.838479809976247
TAC4	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
TF	0.7339667458432304	0.7909738717339667	0	0.26365795724465557	0	0	0.5819477434679335	0	0.9881235154394299	0.9857482185273159	0.850356294536817
TG	0	0	0	0.26365795724465557	0	0	0.5724465558194775	0	0	0	0.334916864608076
TGFA	0	0.6318289786223278	0	0.26365795724465557	0	0	0.6983372921615202	0	0	0	0.47268408551068886
TGFB1	0.9121140142517815	0.8479809976247031	0	0.7553444180522565	0	0	0.8978622327790974	0	0.9334916864608076	0	0.8456057007125891
TGFB2	0.8907363420427553	0.9619952494061758	0	0.8836104513064132	0.9691211401425178	0	0.9477434679334917	0.9429928741092637	0	0	0.9501187648456056
TGFB3	0.7054631828978623	0.6389548693586699	0	0.7648456057007126	0	0	0.7933491686460807	0	0	0	0.669833729216152
THBS1	0.7054631828978623	0.7980997624703088	0	0.26365795724465557	0	0	0.7790973871733967	0	0.9596199524940617	0	0.7624703087885986
THBS2	0.6104513064133017	0.5843230403800475	0	0.26365795724465557	0	0	0.6745843230403801	0	0	0	0.5510688836104513
THPO	0.5700712589073634	0.6817102137767221	0	0.26365795724465557	0	0	0	0	0	0	0.44655581947743467
TNF	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
TNFSF10	0.9144893111638955	0.8717339667458432	0	0.7838479809976246	0	0	0.9097387173396675	0.7363420427553444	0.9311163895486936	0	0.9121140142517815
TNFSF11	0	0.3990498812351544	0	0.7030878859857482	0	0	0.8171021377672208	0.9406175771971497	0	0	0.6532066508313539
TNFSF12	0.8408551068883611	0.7600950118764845	0	0.8527315914489311	0	0	0.8598574821852731	0	0	0	0.7315914489311164
TNFSF13	0	0	0	0.7933491686460807	0	0	0.7268408551068883	0	0	0	0.4251781472684085
TNFSF13B	0.838479809976247	0.6983372921615202	0	0.8099762470308789	0.9192399049881235	0	0.7078384798099763	0	0	0	0.8194774346793349
TNFSF14	0.5130641330166271	0.5083135391923991	0	0.26365795724465557	0	0	0	0	0	0	0.4156769596199525
TNFSF15	0	0.4821852731591449	0	0.26365795724465557	0	0	0.8242280285035629	0.9026128266033254	0	0	0.6080760095011877
TNFSF18	0	0	0	0	0	0	0	0	0	0	0
TNFSF4	0.7553444180522565	0.6484560570071259	0	0.8479809976247031	0.9168646080760094	0	0.8408551068883611	0.6888361045130641	0	0	0.8741092636579573
TNFSF8	0	0	0	0	0	0	0	0	0	0	0
TNFSF9	0.5700712589073634	0.43942992874109266	0	0.26365795724465557	0	0	0.47030878859857483	0	0	0	0.48931116389548696
TRH	0.5700712589073634	0.47980997624703087	0	0.26365795724465557	0	0	0.669833729216152	0.8242280285035629	0	0	0.6460807600950119
TSHB	0	0	0	0	0	0	0	0	0	0	0
TSLP	0	0.34441805225653205	0	0.26365795724465557	0	0	0	0	0	0	0.30403800475059384
UCN	0.8859857482185273	0.8527315914489311	0	0.7197149643705463	0	0	0.5914489311163895	0	0	0	0.6793349168646081
UCN2	0	0.36104513064133015	0	0	0	0	0.6175771971496437	0.7600950118764845	0	0	0.4821852731591449
UCN3	0.8574821852731591	0.8669833729216152	0	0.9144893111638955	0	0	0.8788598574821853	0	0.9762470308788599	0	0.8598574821852731
UTS2	0	0	0	0.26365795724465557	0	0	0.43942992874109266	0	1	0	0.4584323040380047
UTS2B	0.5130641330166271	0.38004750593824227	0	0.26365795724465557	0	0	0.5391923990498813	0	0	0	0.47980997624703087
VEGFA	0.9786223277909739	0.9738717339667459	0	0.9881235154394299	0	0.995249406175772	0.9881235154394299	0	0	0	0.8812351543942993
VEGFB	0.9738717339667459	0.9596199524940617	0.9809976247030879	0.9738717339667459	0	1	0.9667458432304038	0.6532066508313539	0	0	0.9857482185273159
VEGFC	0.7339667458432304	0.7695961995249406	0	0.26365795724465557	0	0	0.8028503562945368	0.8764845605700713	0	0	0.7529691211401425
VEGFD	0	0.38954869358669836	0	0.26365795724465557	0	0	0.5486935866983373	0	0	0	0.4014251781472684
VIP	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
WNT1	0	0	0	0	0	0	0	0	0	0	0
WNT10A	0.5700712589073634	0.5605700712589073	0	0.26365795724465557	0	0	0.5724465558194775	0.7268408551068883	0	0	0.6247030878859857
WNT10B	0	0.4679334916864608	0	0.26365795724465557	0	0	0.6603325415676959	0.9667458432304038	0	0	0.5914489311163895
WNT11	0	0.42992874109263657	0	0.26365795724465557	0	0	0	0	0	0	0.332541567695962
WNT16	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
WNT2	0.5130641330166271	0.50593824228028506	0	0.26365795724465557	0	0	0.5083135391923991	0.9168646080760094	0	0	0.6270783847980997
WNT2B	0.8242280285035629	0.7007125890736342	0	0.7909738717339667	0	0	0.828978622327791	0.7007125890736342	0	0	0.8099762470308789
WNT3	0.7482185273159145	0.6888361045130641	0	0.8076009501187649	0	0	0.7862232779097387	0	0	0	0.6888361045130641
WNT3A	0	0	0	0	0	0	0	0	0	0	0
WNT4	0.9667458432304038	0.9287410926365796	0	0.9619952494061758	0	0	0.9691211401425178	0	0.9287410926365796	0	0.8693586698337292
WNT5A	0.8479809976247031	0.8076009501187649	0	0.9287410926365796	0.9928741092636579	0	0.9572446555819477	0.9643705463182898	0	0	0.9477434679334917
WNT5B	0.5130641330166271	0.6318289786223278	0	0.7125890736342043	0	0	0.8527315914489311	0.8408551068883611	0	0	0.7814726840855107
WNT6	0	0.7197149643705463	0	0.26365795724465557	0	0	0.37292161520190026	0	0	0	0.42280285035629456
WNT7A	0	0	0	0.26365795724465557	0	0	0	0	0	0	0.18527315914489312
WNT7B	0	0.7458432304038005	0	0.26365795724465557	0	0	0.672209026128266	0.7458432304038005	0	0	0.5985748218527316
WNT8A	0	0	0	0	0	0	0	0	0	0	0
WNT8B	0	0.45605700712589076	0	0.26365795724465557	0	0	0.6318289786223278	0.836104513064133	0	0	0.5676959619952494
WNT9A	0.7719714964370546	0.7387173396674585	0	0.9002375296912114	0	0	0.833729216152019	0	0	0	0.7220902612826603
WNT9B	0.6104513064133017	0.5225653206650831	0	0.26365795724465557	0	0	0.5320665083135392	0	0	0	0.5130641330166271
XCL1	0.5700712589073634	0.42992874109263657	0	0.26365795724465557	0	0	0.7220902612826603	0.9144893111638955	0	0	0.66270783847981
XCL2	0	0	0	0.838479809976247	0.9406175771971497	0	0	0	0	0	0.4750593824228028
ZP3	0.7197149643705463	0.6128266033254157	0	0.26365795724465557	0	0	0	0	0	0	0.4679334916864608
