hgnc_symbol	sorted_eBCs_score	combined_sc_max_score	scRNA_down_in_eBC_score	sc_islet_bulk_rna_score	bulkRNA_down_in_SCislet_score	all_sc_proteomics_score	proteomics_down_in_sc_score	aggregate_score
WNT2	0.4323040380047506	0.5249406175771971	0	0.47030878859857483	0	0.09501187648456057	0	0.44418052256532065
CORT	0.48931116389548696	0.5724465558194775	0	0.37767220902612825	0	0.09501187648456057	0	0.43942992874109266
WNT8B	0.48931116389548696	0.5938242280285035	0	0.3586698337292161	0	0.09501187648456057	0	0.43942992874109266
FGF22	0.4323040380047506	0.41092636579572445	0	0.49406175771971494	0	0.09501187648456057	0	0.4346793349168646
NTF3	0.48931116389548696	0.43705463182897863	0	0.42992874109263657	0	0.09501187648456057	0	0.4346793349168646
TNFSF9	0.3919239904988123	0.4584323040380047	0	0.5154394299287411	0	0.09501187648456057	0	0.4323040380047506
FGF1	0.48931116389548696	0.6413301662707839	0	0.31353919239904987	0	0.09501187648456057	0	0.42992874109263657
UCN2	0.48931116389548696	0.5249406175771971	0	0.37767220902612825	0	0.09501187648456057	0	0.42755344418052255
THPO	0.3919239904988123	0.2494061757719715	0	0.6294536817102138	0	0.09501187648456057	0	0.4251781472684085
GUCA2A	0.48931116389548696	0.6413301662707839	0	0.28028503562945367	0	0.09501187648456057	0	0.42280285035629456
DKK1	0.48931116389548696	0.5938242280285035	0	0.29691211401425177	0	0.09501187648456057	0	0.4180522565320665
OXT	0.32066508313539194	0.498812351543943	0	0.5154394299287411	0	0.09501187648456057	0	0.4180522565320665
TNFSF13	0.48931116389548696	0.6413301662707839	0	0.27078384798099764	0	0.09501187648456057	0	0.4156769596199525
AREG	0.33729216152019004	0.41092636579572445	0	0.5320665083135392	0	0.09501187648456057	0	0.4085510688836104
IGF1	0.4323040380047506	0.4584323040380047	0	0.42042755344418054	0	0.09501187648456057	0	0.4085510688836104
WNT10B	0.48931116389548696	0.498812351543943	0	0.33966745843230406	0	0.09501187648456057	0	0.4085510688836104
TGFB1	0.08788598574821853	0.1163895486935867	0	0.1021377672209026	0	0.0665083135391924	0.9762470308788599	0.40617577197149646
CLCF1	0.48931116389548696	0.4584323040380047	0	0.3586698337292161	0	0.09501187648456057	0	0.40380047505938244
LEFTY2	0.48931116389548696	0.43705463182897863	0	0.3586698337292161	0	0.09501187648456057	0	0.4014251781472684
DKK2	0.4323040380047506	0.4584323040380047	0	0.4014251781472684	0	0.09501187648456057	0	0.3990498812351544
SEMA3G	0.3919239904988123	0.41092636579572445	0	0.45368171021377673	0	0.09501187648456057	0	0.39667458432304037
EREG	0.3919239904988123	0.33016627078384797	0	0.5154394299287411	0	0.09501187648456057	0	0.3919239904988123
INHBE	0.3586698337292161	0.5249406175771971	0	0.4418052256532066	0	0.09501187648456057	0	0.3919239904988123
WNT9B	0.3586698337292161	0.4584323040380047	0	0.46318289786223277	0	0.09501187648456057	0	0.38954869358669836
NTN3	0.48931116389548696	0.6413301662707839	0	0.22565320665083136	0	0.09501187648456057	0	0.38717339667458434
IL23A	0.3586698337292161	0.43705463182897863	0	0.45368171021377673	0	0.09501187648456057	0	0.3824228028503563
TRH	0.3919239904988123	0.6247030878859857	0	0.33016627078384797	0	0.09501187648456057	0	0.3824228028503563
DHH	0.3919239904988123	0.334916864608076	0	0.47030878859857483	0	0.09501187648456057	0	0.38004750593824227
RSPO4	0.48931116389548696	0.36104513064133015	0	0.34679334916864607	0	0.09501187648456057	0	0.37767220902612825
IL34	0.3586698337292161	0.43705463182897863	0	0.42992874109263657	0	0.09501187648456057	0	0.3752969121140142
GNRH2	0.3919239904988123	0.5249406175771971	0	0.35629453681710216	0	0.09501187648456057	0	0.37292161520190026
PDGFB	0.48931116389548696	0.43705463182897863	0	0.2850356294536817	0	0.09501187648456057	0	0.3681710213776722
WNT4	0.0332541567695962	0.1377672209026128	0	0.030878859857482184	0	0.07125890736342043	0.9833729216152018	0.3681710213776722
WNT7B	0.48931116389548696	0.36104513064133015	0	0.32779097387173395	0	0.09501187648456057	0	0.3657957244655582
NXPH2	0.3919239904988123	0.37054631828978624	0	0.41092636579572445	0	0.09501187648456057	0	0.36342042755344417
CXCL3	0.4323040380047506	0.33966745843230406	0	0.3919239904988123	0	0.09501187648456057	0	0.3586698337292161
XCL1	0.3919239904988123	0.6247030878859857	0	0.27790973871733965	0	0.09501187648456057	0	0.3586698337292161
FLT3LG	0.3087885985748218	0.334916864608076	0	0.5154394299287411	0	0.09501187648456057	0	0.35629453681710216
TGFA	0.48931116389548696	0.37054631828978624	0	0.2992874109263658	0	0.09501187648456057	0	0.35391923990498814
IL18	0.32066508313539194	0.41092636579572445	0	0.47030878859857483	0	0.057007125890736345	0	0.3515439429928741
FGF20	0.3919239904988123	0.31353919239904987	0	0.4418052256532066	0	0.09501187648456057	0	0.3491686460807601
PNOC	0.17814726840855108	0.6247030878859857	0	0.46318289786223277	0	0.09501187648456057	0	0.34679334916864607
BDNF	0.33729216152019004	0.2494061757719715	0	0.5320665083135392	0	0.09501187648456057	0	0.33966745843230406
NTN4	0.4323040380047506	0.37054631828978624	0	0.334916864608076	0	0.09501187648456057	0	0.33966745843230406
WNT10A	0.3919239904988123	0.32304038004750596	0	0.42042755344418054	0	0.09501187648456057	0	0.33966745843230406
AVP	0.05463182897862233	0.5249406175771971	0	0.6294536817102138	0	0.09501187648456057	0	0.33729216152019004
CCL28	0.48931116389548696	0.4584323040380047	0	0.20902612826603326	0	0.09501187648456057	0	0.332541567695962
TNFSF11	0.48931116389548696	0.5249406175771971	0	0.1828978622327791	0	0.09501187648456057	0	0.332541567695962
CALCA	0.27315914489311166	0.33966745843230406	0	0.49406175771971494	0	0.09501187648456057	0	0.33016627078384797
POMC	0.4323040380047506	0.2921615201900237	0	0.37054631828978624	0	0.09501187648456057	0	0.32779097387173395
GDF9	0.4323040380047506	0.498812351543943	0	0.22802850356294538	0	0.09501187648456057	0	0.3254156769596199
CSF1	0.48931116389548696	0.37054631828978624	0	0.24228028503562946	0	0.09501187648456057	0	0.32304038004750596
NGF	0.3586698337292161	0.2992874109263658	0	0.42992874109263657	0	0.09501187648456057	0	0.32066508313539194
ANGPT1	0.2826603325415677	0.35391923990498814	0	0.4418052256532066	0	0.09501187648456057	0	0.3182897862232779
THBS2	0.3586698337292161	0.39667458432304037	0	0.3254156769596199	0	0.09501187648456057	0	0.3159144893111639
IAPP	0.011876484560570071	0.1021377672209026	1	0.007125890736342043	0	0.0332541567695962	0	0.31353919239904987
EDN1	0.4323040380047506	0.31353919239904987	0	0.30403800475059384	0	0.09501187648456057	0	0.3087885985748218
RLN1	0.32066508313539194	0.38954869358669836	0	0.342042755344418	0	0.09501187648456057	0	0.3087885985748218
CCN1	0.48931116389548696	0.36104513064133015	0	0.2327790973871734	0	0.052256532066508314	0	0.30641330166270786
TNFSF15	0.48931116389548696	0.37054631828978624	0	0.17339667458432304	0	0.09501187648456057	0	0.30403800475059384
CGN	0.07600950118764846	0.04275534441805225	0	0.05463182897862233	0	0.035629453681710214	0.9643705463182898	0.2992874109263658
NXPH3	0.3586698337292161	0.6247030878859857	0	0.16389548693586697	0	0.09501187648456057	0	0.2992874109263658
TAC3	0.33729216152019004	0.24228028503562946	0	0.42042755344418054	0	0.09501187648456057	0	0.29691211401425177
CXCL5	0.3919239904988123	0.2992874109263658	0	0.31353919239904987	0	0.09501187648456057	0	0.29453681710213775
CXCL1	0.48931116389548696	0.36104513064133015	0	0.15201900237529692	0	0.09501187648456057	0	0.2921615201900237
C1QTNF1	0.3919239904988123	0.41092636579572445	0	0.2042755344418052	0	0.09501187648456057	0	0.28741092636579574
NRTN	0.2826603325415677	0.2042755344418052	0	0.49406175771971494	0	0.09501187648456057	0	0.28741092636579574
EDIL3	0.04513064133016627	0.047505938242280284	0	0.023752969121140142	0	0.03800475059382423	0.9857482185273159	0.2850356294536817
CCN3	0.3586698337292161	0.38954869358669836	0	0.23990498812351543	0	0.09501187648456057	0	0.2826603325415677
OLFM2	0.052256532066508314	0.0332541567695962	0	0.035629453681710214	0	0.04513064133016627	0.9786223277909739	0.27790973871733965
WNT5B	0.4323040380047506	0.41092636579572445	0	0.14726840855106887	0	0.09501187648456057	0	0.27790973871733965
CCK	0.14726840855106887	0.2826603325415677	0	0.5320665083135392	0	0.09501187648456057	0	0.2755344418052256
NRG2	0.33729216152019004	0.2992874109263658	0	0.3182897862232779	0	0.09501187648456057	0	0.27315914489311166
SHH	0.3919239904988123	0.3087885985748218	0	0.2375296912114014	0	0.09501187648456057	0	0.27078384798099764
ARTN	0.21852731591448932	0.4584323040380047	0	0.30403800475059384	0	0.09501187648456057	0	0.2684085510688836
APLN	0.33729216152019004	0.33016627078384797	0	0.26365795724465557	0	0.09501187648456057	0	0.2660332541567696
TAC1	0.25415676959619954	0.27790973871733965	0	0.3919239904988123	0	0.09501187648456057	0	0.26365795724465557
APELA	0.3586698337292161	0.33966745843230406	0	0.22327790973871733	0	0.09501187648456057	0	0.2589073634204275
NPB	0.20902612826603326	0.2921615201900237	0	0.41092636579572445	0	0.09501187648456057	0	0.2589073634204275
GIP	0.09501187648456057	0.2826603325415677	0	0.5154394299287411	0	0.09501187648456057	0	0.25653206650831356
GNRH1	0.29691211401425177	0.26128266033254155	0	0.3182897862232779	0	0.09501187648456057	0	0.25415676959619954
PENK	0.3586698337292161	0.38954869358669836	0	0.14489311163895488	0	0.09501187648456057	0	0.2517814726840855
NPPC	0.2826603325415677	0.38717339667458434	0	0.23515439429928742	0	0.09501187648456057	0	0.2494061757719715
PTN	0.25415676959619954	0.1377672209026128	0	0.47030878859857483	0	0.09501187648456057	0	0.24703087885985747
ADM2	0.32066508313539194	0.35391923990498814	0	0.19239904988123516	0	0.09501187648456057	0	0.24465558194774348
BMP8A	0.33729216152019004	0.35391923990498814	0	0.16864608076009502	0	0.09501187648456057	0	0.24228028503562946
KISS1	0.1828978622327791	0.27078384798099764	0	0.3919239904988123	0	0.09501187648456057	0	0.23990498812351543
CXCL6	0.32066508313539194	0.27078384798099764	0	0.24465558194774348	0	0.09501187648456057	0	0.23515439429928742
GRN	0.023752969121140142	0.011876484560570071	0	0.019002375296912115	0	0.021377672209026127	0.9667458432304038	0.23515439429928742
EFNA4	0.32066508313539194	0.2209026128266033	0	0.28741092636579574	0	0.09501187648456057	0	0.2327790973871734
HBEGF	0.25415676959619954	0.31353919239904987	0	0.2755344418052256	0	0.09501187648456057	0	0.22565320665083136
LEFTY1	0.29691211401425177	0.1543942992874109	0	0.37767220902612825	0	0.09501187648456057	0	0.22565320665083136
MLN	0.1876484560570071	0.3515439429928741	0	0.30403800475059384	0	0.09501187648456057	0	0.22565320665083136
UCN	0.11401425178147269	0.32304038004750596	0	0.4014251781472684	0	0.09501187648456057	0	0.22327790973871733
IHH	0.23040380047505937	0.26128266033254155	0	0.3182897862232779	0	0.09501187648456057	0	0.2209026128266033
BMP3	0.3919239904988123	0.33966745843230406	0	0.0831353919239905	0	0.09501187648456057	0	0.21852731591448932
CTF1	0.27315914489311166	0.17814726840855108	0	0.3515439429928741	0	0.09501187648456057	0	0.2161520190023753
NRG4	0.3586698337292161	0.24228028503562946	0	0.19477434679334918	0	0.09501187648456057	0	0.21377672209026127
IL15	0.29691211401425177	0.24228028503562946	0	0.25415676959619954	0	0.09501187648456057	0	0.21140142517814728
CGA	0.1543942992874109	0.2494061757719715	0	0.3847980997624703	0	0.09501187648456057	0	0.20902612826603326
PDGFC	0.33729216152019004	0.1876484560570071	0	0.2517814726840855	0	0.09501187648456057	0	0.20665083135391923
IL7	0.23040380047505937	0.2921615201900237	0	0.2589073634204275	0	0.09501187648456057	0	0.2042755344418052
IL11	0.3087885985748218	0.27790973871733965	0	0.19002375296912113	0	0.09501187648456057	0	0.1995249406175772
RARRES2	0.23515439429928742	0.1995249406175772	0	0.334916864608076	0	0.09501187648456057	0	0.1995249406175772
GPHA2	0.19714964370546317	0.1995249406175772	0	0.3586698337292161	0	0.09501187648456057	0	0.19714964370546317
FGF7	0.15676959619952494	0.19477434679334918	0	0.3919239904988123	0	0.09501187648456057	0	0.19477434679334918
BTC	0.24703087885985747	0.2494061757719715	0	0.2494061757719715	0	0.09501187648456057	0	0.19239904988123516
VEGFC	0.25415676959619954	0.28978622327790976	0	0.19714964370546317	0	0.09501187648456057	0	0.19002375296912113
TGFB3	0.2826603325415677	0.22565320665083136	0	0.20665083135391923	0	0.09501187648456057	0	0.1876484560570071
GDF6	0.14014251781472684	0.2209026128266033	0	0.342042755344418	0	0.09501187648456057	0	0.18527315914489312
CCN2	0.33729216152019004	0.20902612826603326	0	0.13064133016627077	0	0.09501187648456057	0	0.1828978622327791
FGF5	0.20902612826603326	0.39667458432304037	0	0.08788598574821853	0	0.09501187648456057	0	0.18052256532066507
SEMA3E	0.171021377672209	0.16152019002375298	0	0.34679334916864607	0	0.08076009501187649	0	0.17814726840855108
TNFSF4	0.2375296912114014	0.26128266033254155	0	0.15914489311163896	0	0.09501187648456057	0	0.17577197149643706
FGF11	0.19002375296912113	0.13064133016627077	0	0.332541567695962	0	0.09501187648456057	0	0.17339667458432304
CXCL14	0.11163895486935867	0.15201900237529692	0	0.3847980997624703	0	0.09501187648456057	0	0.166270783847981
GHRH	0.0831353919239905	0.30641330166270786	0	0.27078384798099764	0	0.09501187648456057	0	0.166270783847981
WNT9A	0.21852731591448932	0.26128266033254155	0	0.166270783847981	0	0.09501187648456057	0	0.166270783847981
PTHLH	0.18052256532066507	0.23515439429928742	0	0.23040380047505937	0	0.09501187648456057	0	0.16389548693586697
BMP4	0.27315914489311166	0.19002375296912113	0	0.17339667458432304	0	0.09501187648456057	0	0.16152019002375298
CX3CL1	0.25415676959619954	0.16864608076009502	0	0.21852731591448932	0	0.09501187648456057	0	0.15914489311163896
INHA	0.19002375296912113	0.14251781472684086	0	0.29453681710213775	0	0.09501187648456057	0	0.15676959619952494
EDA	0.2684085510688836	0.16864608076009502	0	0.17814726840855108	0	0.09501187648456057	0	0.1543942992874109
BMP8B	0.29691211401425177	0.23515439429928742	0	0.0855106888361045	0	0.0855106888361045	0	0.15201900237529692
INHBB	0.24703087885985747	0.23515439429928742	0	0.1187648456057007	0	0.09501187648456057	0	0.1496437054631829
GAL	0.1021377672209026	0.1163895486935867	0	0.37054631828978624	0	0.09501187648456057	0	0.14489311163895488
WNT3	0.24703087885985747	0.12826603325415678	0	0.21377672209026127	0	0.09501187648456057	0	0.14489311163895488
TNFSF13B	0.16152019002375298	0.13064133016627077	0	0.28741092636579574	0	0.09501187648456057	0	0.14251781472684086
ADM	0.21852731591448932	0.18052256532066507	0	0.18052256532066507	0	0.09501187648456057	0	0.14014251781472684
SEMA3F	0.13064133016627077	0.19477434679334918	0	0.24465558194774348	0	0.09501187648456057	0	0.1377672209026128
BMP7	0.20190023752969122	0.10926365795724466	0	0.2660332541567696	0	0.09501187648456057	0	0.13539192399049882
FGF17	0.16864608076009502	0.2826603325415677	0	0.10688836104513064	0	0.09501187648456057	0	0.1330166270783848
EFNA1	0.20902612826603326	0.14251781472684086	0	0.1995249406175772	0	0.09501187648456057	0	0.13064133016627077
SEMA3B	0.2684085510688836	0.14251781472684086	0	0.13539192399049882	0	0.09501187648456057	0	0.12826603325415678
ANGPTL3	0.17339667458432304	0.22565320665083136	0	0.14251781472684086	0	0.09501187648456057	0	0.12589073634204276
SCT	0.1828978622327791	0.1496437054631829	0	0.20190023752969122	0	0.09501187648456057	0	0.12351543942992874
FGF18	0.166270783847981	0.20902612826603326	0	0.1330166270783848	0	0.09501187648456057	0	0.12114014251781473
GAST	0.019002375296912115	0.021377672209026127	0	0.5629453681710214	0	0.09501187648456057	0	0.1187648456057007
TNFSF12	0.15914489311163896	0.16864608076009502	0	0.14014251781472684	0	0.09501187648456057	0	0.1163895486935867
NRG3	0.21852731591448932	0.16152019002375298	0	0.07838479809976247	0	0.09501187648456057	0	0.11401425178147269
GDF15	0.19002375296912113	0.12589073634204276	0	0.18527315914489312	0	0.047505938242280284	0	0.10926365795724466
NTS	0.1496437054631829	0.22565320665083136	0	0.07600950118764846	0	0.09501187648456057	0	0.10926365795724466
WNT2B	0.17577197149643706	0.11163895486935867	0	0.171021377672209	0	0.09501187648456057	0	0.10688836104513064
FGF13	0.1377672209026128	0.07838479809976247	0	0.25653206650831356	0	0.09501187648456057	0	0.10451306413301663
NTN1	0.20190023752969122	0.1543942992874109	0	0.057007125890736345	0	0.09501187648456057	0	0.1021377672209026
WNT5A	0.15201900237529692	0.2161520190023753	0	0.04275534441805225	0	0.09501187648456057	0	0.0997624703087886
GUCA2B	0.057007125890736345	0.15914489311163896	0	0.1543942992874109	0	0.09501187648456057	0	0.09738717339667459
SLIT2	0.1330166270783848	0.1163895486935867	0	0.11401425178147269	0	0.09501187648456057	0	0.09501187648456057
INHBA	0.0688836104513064	0.17577197149643706	0	0.11163895486935867	0	0.09501187648456057	0	0.09263657957244656
KITLG	0.1330166270783848	0.11401425178147269	0	0.09501187648456057	0	0.09501187648456057	0	0.09026128266033254
TGFB2	0.10926365795724466	0.16152019002375298	0	0.052256532066508314	0	0.09501187648456057	0	0.08788598574821853
NPW	0.04275534441805225	0.0498812351543943	0	0.2992874109263658	0	0.09501187648456057	0	0.0831353919239905
SLIT3	0.16389548693586697	0.09026128266033254	0	0.10926365795724466	0	0.09501187648456057	0	0.0831353919239905
AMH	0.1163895486935867	0.07600950118764846	0	0.1876484560570071	0	0.09501187648456057	0	0.08076009501187649
NMB	0.10688836104513064	0.05938242280285035	0	0.2161520190023753	0	0.09501187648456057	0	0.07838479809976247
PSPN	0.12351543942992874	0.0997624703087886	0	0.09738717339667459	0	0.09501187648456057	0	0.07600950118764846
NRG1	0.08076009501187649	0.13539192399049882	0	0.07363420427553444	0	0.09501187648456057	0	0.07363420427553444
GAS6	0.1187648456057007	0.0855106888361045	0	0.16152019002375298	0	0.06413301662707839	0	0.07125890736342043
MST1	0.12114014251781473	0.1021377672209026	0	0.06413301662707839	0	0.09501187648456057	0	0.0688836104513064
NLGN1	0.12826603325415678	0.05463182897862233	0	0.15676959619952494	0	0.09501187648456057	0	0.0665083135391924
FGF9	0.12589073634204276	0.0498812351543943	0	0.1496437054631829	0	0.09501187648456057	0	0.06413301662707839
SLIT1	0.09738717339667459	0.035629453681710214	0	0.2684085510688836	0	0.026128266033254157	0	0.06175771971496437
PYY	0.009501187648456057	0.026128266033254157	0	0.31116389548693585	0	0.09501187648456057	0	0.05938242280285035
ENHO	0.06413301662707839	0.09738717339667459	0	0.0997624703087886	0	0.09501187648456057	0	0.057007125890736345
SEMA3D	0.10451306413301663	0.07125890736342043	0	0.09263657957244656	0	0.09501187648456057	0	0.05463182897862233
PDGFD	0.14489311163895488	0.0688836104513064	0	0.047505938242280284	0	0.09501187648456057	0	0.052256532066508314
PGF	0.06175771971496437	0.08788598574821853	0	0.08076009501187649	0	0.09501187648456057	0	0.0498812351543943
TNFSF10	0.0855106888361045	0.08076009501187649	0	0.09026128266033254	0	0.0688836104513064	0	0.047505938242280284
BMP2	0.09026128266033254	0.07363420427553444	0	0.0665083135391924	0	0.09501187648456057	0	0.04513064133016627
ANGPT2	0.07125890736342043	0.040380047505938245	0	0.13539192399049882	0	0.09501187648456057	0	0.04275534441805225
GHRL	0.05938242280285035	0.0831353919239905	0	0.12351543942992874	0	0.030878859857482184	0	0.040380047505938245
FGF14	0.040380047505938245	0.09501187648456057	0	0.03800475059382423	0	0.09501187648456057	0	0.03800475059382423
CXCL12	0.0665083135391924	0.06175771971496437	0	0.05938242280285035	0	0.09501187648456057	0	0.035629453681710214
FGF12	0.047505938242280284	0.09026128266033254	0	0.026128266033254157	0	0.09501187648456057	0	0.0332541567695962
BMP1	0.0997624703087886	0.05463182897862233	0	0.0688836104513064	0	0.05938242280285035	0	0.030878859857482184
SEMA3C	0.0498812351543943	0.06175771971496437	0	0.040380047505938245	0	0.09501187648456057	0	0.028503562945368172
SEMA3A	0.035629453681710214	0.0665083135391924	0	0.0166270783847981	0	0.09501187648456057	0	0.026128266033254157
PDGFA	0.07363420427553444	0.028503562945368172	0	0.0498812351543943	0	0.09501187648456057	0	0.023752969121140142
IGF2	0.07838479809976247	0.04275534441805225	0	0.014251781472684086	0	0.0498812351543943	0	0.021377672209026127
GDF11	0.03800475059382423	0.023752969121140142	0	0.04513064133016627	0	0.09501187648456057	0	0.019002375296912115
VEGFB	0.026128266033254157	0.0166270783847981	0	0.0332541567695962	0	0.09501187648456057	0	0.0166270783847981
AGT	0.030878859857482184	0.030878859857482184	0	0.06175771971496437	0	0.014251781472684086	0	0.014251781472684086
MIF	0.0166270783847981	0.009501187648456057	0	0.12589073634204276	0	0.0023752969121140144	0	0.011876484560570071
VEGFA	0.021377672209026127	0.0166270783847981	0	0.011876484560570071	0	0.09501187648456057	0	0.009501187648456057
DLK1	0.0023752969121140144	0.004750593824228029	0	0.009501187648456057	0	0.09501187648456057	0	0.007125890736342043
MDK	0.014251781472684086	0.011876484560570071	0	0.021377672209026127	0	0.028503562945368172	0	0.004750593824228029
SST	0.007125890736342043	0.007125890736342043	0	0.004750593824228029	0	0.007125890736342043	0	0.0023752969121140144
GCG	0.004750593824228029	0.0023752969121140144	0	0	0	0.004750593824228029	0	0
