source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources
P01298	Q15761	PPY	NPY5R	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:8824284;CellTalkDB:8824284;Cellinker:8824284;Guide2Pharma:8824284;LRdb:8824284;connectomeDB2020:8824284;scConnect:8824284	7	Baccin2019:8824284;CellTalkDB:8824284;Cellinker:8824284;Guide2Pharma:8824284;LRdb:8824284;connectomeDB2020:8824284;scConnect:8824284	13
P63092	Q08828	GNAS	ADCY1	1	1	0	1	1	0	ACSN;CA1;CellTalkDB;EMBRACE;Fantom5_LRdb;KEGG-MEDICUS;LRdb;SIGNOR;STRING_talklr;Wang;iTALK;talklr	ACSN:21406690;ACSN:9228084;CA1:2022671;CA1:210183;CA1:6935665;CellTalkDB:32196115;SIGNOR:17652154	7	ACSN:21406690;ACSN:9228084;CA1:2022671;CA1:210183;CA1:6935665;CellTalkDB:32196115;SIGNOR:17652154	10
P02751	P05556	FN1	ITGB1	1	1	0	1	1	0	CA1;CellTalkDB;ELM;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CA1:6284125;CellTalkDB:7626807;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;ELM:19738201;ELM:22451694;ELM:6325925;HPMR:10772816;HPMR:7626807;HPMR:9842903;HPRD:11010812;HPRD:8120056;IntAct:21985969;LRdb:10772816;LRdb:11010812;LRdb:7626807;LRdb:7688313;LRdb:8120056;LRdb:9842903;Lit-BM-17:19738201;Lit-BM-17:25237190;Lit-BM-17:26456826;connectomeDB2020:10772816;connectomeDB2020:11010812;connectomeDB2020:7626807;connectomeDB2020:7688313;connectomeDB2020:8120056;connectomeDB2020:9842903	30	CA1:6284125;CellTalkDB:7626807;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;ELM:19738201;ELM:22451694;ELM:6325925;HPMR:10772816;HPMR:7626807;HPMR:9842903;HPRD:11010812;HPRD:8120056;IntAct:21985969;LRdb:10772816;LRdb:11010812;LRdb:7626807;LRdb:7688313;LRdb:8120056;LRdb:9842903;Lit-BM-17:19738201;Lit-BM-17:25237190;Lit-BM-17:26456826;connectomeDB2020:10772816;connectomeDB2020:11010812;connectomeDB2020:7626807;connectomeDB2020:7688313;connectomeDB2020:8120056;connectomeDB2020:9842903	14
P78509	P05556	RELN	ITGB1	1	0	1	1	0	1	CA1;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CA1:10725376;CA1:10939329;CellTalkDB:10939329;HPMR:10939329;LRdb:10939329;connectomeDB2020:10939329	6	CA1:10725376;CA1:10939329;CellTalkDB:10939329;HPMR:10939329;LRdb:10939329;connectomeDB2020:10939329	9
P0DP25	Q14831	CALM3	GRM7	1	0	1	1	0	1	CA1;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK	CA1:10488094;CA1:12021391;CellTalkDB:32196115;HPRD:11953448	4	CA1:10488094;CA1:12021391;CellTalkDB:32196115;HPRD:11953448	5
P0DP23	Q14831	CALM1	GRM7	1	0	1	1	0	1	CA1;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;Wang;iTALK	CA1:10488094;CA1:12021391;CellTalkDB:12021391;HPRD:10488094;HPRD:11953448;HPRD:15494036	6	CA1:10488094;CA1:12021391;CellTalkDB:12021391;HPRD:10488094;HPRD:11953448;HPRD:15494036	6
P0DP24	Q14831	CALM2	GRM7	1	0	1	1	0	1	CA1;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK	CA1:10488094;CA1:12021391;CellTalkDB:20363328;HPRD:11953448	4	CA1:10488094;CA1:12021391;CellTalkDB:20363328;HPRD:11953448	5
P02452	P05556	COL1A1	ITGB1	1	1	0	1	1	0	CA1;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CA1:7716514;CellTalkDB:7688313;HPMR:10464311;LRdb:105;LRdb:7688313;connectomeDB2020:10464311;connectomeDB2020:7688313	7	CA1:7716514;CellTalkDB:7688313;HPMR:10464311;LRdb:105;LRdb:7688313;connectomeDB2020:10464311;connectomeDB2020:7688313	10
P04004	P05556	VTN	ITGB1	1	1	0	1	1	0	CA1;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Reactome_LRdb;STRING_talklr;Wang;iTALK;talklr	CA1:7716514;CellTalkDB:32196115	2	CA1:7716514;CellTalkDB:32196115	7
P02671	P05556	FGA	ITGB1	1	1	0	1	1	0	CA1;CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CA1:7716514;CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111	6	CA1:7716514;CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111	8
P01210	P41145	PENK	OPRK1	1	1	0	1	1	0	CA1;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr	CA1:15082510;CellTalkDB:32196115	2	CA1:15082510;CellTalkDB:32196115	8
P55196	Q15375	AFDN	EPHA7	1	0	0	0	0	0	CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:9707552;Cellinker:11544254;Cellinker:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;connectomeDB2020:9707552	8	CellTalkDB:9707552;Cellinker:11544254;Cellinker:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;connectomeDB2020:9707552	9
P55196	P29323	AFDN	EPHB2	1	0	0	0	0	0	CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:9707552;Cellinker:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;connectomeDB2020:9707552	7	CellTalkDB:9707552;Cellinker:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;connectomeDB2020:9707552	9
P55196	O15197	AFDN	EPHB6	1	0	0	0	0	0	CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:9707552;Cellinker:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;connectomeDB2020:9707552	7	CellTalkDB:9707552;Cellinker:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;connectomeDB2020:9707552	9
P55196	Q15223	AFDN	NECTIN1	1	0	0	0	0	0	CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:10225955;Cellinker:10225955;Cellinker:10617658;Cellinker:11544254;DOMINO:10225955;DOMINO:15811349;HPRD:10225955;HPRD:10617658;LRdb:10225955;LRdb:11;Lit-BM-17:10225955;Lit-BM-17:15811349;connectomeDB2020:10225955;connectomeDB2020:10617658	15	CellTalkDB:10225955;Cellinker:10225955;Cellinker:10617658;Cellinker:11544254;DOMINO:10225955;DOMINO:15811349;HPRD:10225955;HPRD:10617658;LRdb:10225955;LRdb:11;Lit-BM-17:10225955;Lit-BM-17:15811349;connectomeDB2020:10225955;connectomeDB2020:10617658	11
P55196	Q92692	AFDN	NECTIN2	1	0	0	0	0	0	CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Cellinker:10225955;Cellinker:10733589;Cellinker:11544254;DOMINO:10225955;DOMINO:15811349;HPRD:10225955;HPRD:10733589;LRdb:1;LRdb:10733589;Lit-BM-17:10225955;Lit-BM-17:10617658;Lit-BM-17:15811349;Lit-BM-17:23750010;connectomeDB2020:10225955	15	Cellinker:10225955;Cellinker:10733589;Cellinker:11544254;DOMINO:10225955;DOMINO:15811349;HPRD:10225955;HPRD:10733589;LRdb:1;LRdb:10733589;Lit-BM-17:10225955;Lit-BM-17:10617658;Lit-BM-17:15811349;Lit-BM-17:23750010;connectomeDB2020:10225955	11
P55196	Q9NQS3	AFDN	NECTIN3	1	0	0	0	0	0	BioGRID;CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	BioGRID:10744716;CellTalkDB:25263091;Cellinker:11024295;DOMINO:15811349;HPRD:10744716;HPRD:11024295;IntAct:11024295;IntAct:15811349;Lit-BM-17:10744716;Lit-BM-17:11024295;Lit-BM-17:15811349;connectomeDB2020:10744716;connectomeDB2020:11024295	14	BioGRID:10744716;CellTalkDB:25263091;Cellinker:11024295;DOMINO:15811349;HPRD:10744716;HPRD:11024295;IntAct:11024295;IntAct:15811349;Lit-BM-17:10744716;Lit-BM-17:11024295;Lit-BM-17:15811349;connectomeDB2020:10744716;connectomeDB2020:11024295	13
Q2MKA7	Q9ULT6	RSPO1	ZNRF3	1	0	1	1	0	1	Baccin2019;CellCall;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;connectomeDB2020;iTALK;talklr	CellTalkDB:24349440;Cellinker:24349440;Cellinker:29405118;IntAct:22575959;IntAct:24165923;LRdb:24349440;Lit-BM-17:22575959;Lit-BM-17:24050775;Lit-BM-17:24165923;Lit-BM-17:25504990;Ramilowski2015:24349440;SIGNOR:22575959;SIGNOR:23151663;connectomeDB2020:24349440;talklr:24349440	15	CellTalkDB:24349440;Cellinker:24349440;Cellinker:29405118;IntAct:22575959;IntAct:24165923;LRdb:24349440;Lit-BM-17:22575959;Lit-BM-17:24050775;Lit-BM-17:24165923;Lit-BM-17:25504990;Ramilowski2015:24349440;SIGNOR:22575959;SIGNOR:23151663;connectomeDB2020:24349440;talklr:24349440	13
Q5T4W7	O60609	ARTN	GFRA3	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:98837239883723;CellTalkDB:9883723;Cellinker:11544105;Cellinker:9883723;DIP:16765900;HPMR:9883723;HPRD:9883723;IntAct:16765900;LRdb:9883723;Lit-BM-17:16765900;Lit-BM-17:9883723;SIGNOR:9883723;connectomeDB2020:9883723	13	Baccin2019:98837239883723;CellTalkDB:9883723;Cellinker:11544105;Cellinker:9883723;DIP:16765900;HPMR:9883723;HPRD:9883723;IntAct:16765900;LRdb:9883723;Lit-BM-17:16765900;Lit-BM-17:9883723;SIGNOR:9883723;connectomeDB2020:9883723	15
Q6KF10	P36894	GDF6	BMPR1A	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:160490149525338;CellTalkDB:16049014;HPRD:9525338;LRdb:16049014;LRdb:95;SIGNOR:16049014;connectomeDB2020:16049014;connectomeDB2020:9525338	8	Baccin2019:160490149525338;CellTalkDB:16049014;HPRD:9525338;LRdb:16049014;LRdb:95;SIGNOR:16049014;connectomeDB2020:16049014;connectomeDB2020:9525338	12
Q6UXI9	COMPLEX:P05556_P53708	NPNT	ITGA8_ITGB1	1	1	0	1	1	0	Baccin2019;SIGNOR	Baccin2019:16988024;SIGNOR:22613833	2	Baccin2019:16988024;SIGNOR:22613833	2
P46531	Q6UY11	NOTCH1	DLK2	1	0	0	0	0	0	Baccin2019;Ramilowski2015_Baccin2019	NA	0	0	1
Q6UY11	P46531	DLK2	NOTCH1	1	0	1	1	0	1	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;connectomeDB2020;iTALK;talklr	CellTalkDB:21419176;Cellinker:21419176;LRdb:21419176;Ramilowski2015:21419176;SIGNOR:21419176;connectomeDB2020:21419176;talklr:21419176	7	CellTalkDB:21419176;Cellinker:21419176;LRdb:21419176;Ramilowski2015:21419176;SIGNOR:21419176;connectomeDB2020:21419176;talklr:21419176	10
Q6ZMJ4	P07333	IL34	CSF1R	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;ICELLNET;IntAct;KEGG-MEDICUS;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Sparser_ProtMapper;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:30205037;CellTalkDB:22729249;Cellinker:31616414;DIP:22483114;DIP:23478061;ICELLNET:26095744;IntAct:22483114;IntAct:23478061;LRdb:22729249;ProtMapper:29796177;Ramilowski2015:22729249;SIGNOR:24890514;connectomeDB2020:22729249;scConnect:18467591;talklr:22729249	15	Baccin2019:30205037;CellTalkDB:22729249;Cellinker:31616414;DIP:22483114;DIP:23478061;ICELLNET:26095744;IntAct:22483114;IntAct:23478061;LRdb:22729249;ProtMapper:29796177;Ramilowski2015:22729249;SIGNOR:24890514;connectomeDB2020:22729249;scConnect:18467591;talklr:22729249	18
Q8N2Q7	P58401	NLGN1	NRXN2	1	1	0	1	1	0	CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;SIGNOR;connectomeDB2020;iTALK;talklr	CellTalkDB:7736595;LRdb:7736595;Ramilowski2015:7736595;SIGNOR:18923512;connectomeDB2020:7736595;talklr:7736595	6	CellTalkDB:7736595;LRdb:7736595;Ramilowski2015:7736595;SIGNOR:18923512;connectomeDB2020:7736595;talklr:7736595	7
Q8N2Q7	Q9ULB1	NLGN1	NRXN1	1	1	0	1	1	0	Baccin2019;BioGRID;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:14522992;Baccin2019:8576240;BioGRID:12796785;BioGRID:14522992;BioGRID:8576240;CellTalkDB:8576240;Cellinker:14522992;Cellinker:8576240;HPRD:14522992;HPRD:8576240;LRdb:145;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:14522992;connectomeDB2020:8576240	15	Baccin2019:14522992;Baccin2019:8576240;BioGRID:12796785;BioGRID:14522992;BioGRID:8576240;CellTalkDB:8576240;Cellinker:14522992;Cellinker:8576240;HPRD:14522992;HPRD:8576240;LRdb:145;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:14522992;connectomeDB2020:8576240	13
Q9ULB1	Q8N2Q7	NRXN1	NLGN1	1	1	0	0	0	0	Baccin2019;BioGRID;CellChatDB;HPRD;Wang	BioGRID:12796785;BioGRID:14522992;BioGRID:8576240;HPRD:14522992;HPRD:8576240	5	BioGRID:12796785;BioGRID:14522992;BioGRID:8576240;HPRD:14522992;HPRD:8576240	5
Q8N2Q7	Q9Y4C0	NLGN1	NRXN3	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:8576240;CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240	6	Baccin2019:8576240;CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240	11
Q9Y4C0	Q8N2Q7	NRXN3	NLGN1	1	1	0	0	0	0	Baccin2019;CellChatDB;Ramilowski2015_Baccin2019;Wang	NA	0	0	3
Q8NFZ4	P58401	NLGN2	NRXN2	1	1	0	1	1	0	CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240	5	CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240	9
Q8NFZ4	Q9ULB1	NLGN2	NRXN1	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:85762408576240;CellTalkDB:8576240;Cellinker:8576240;HPRD:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240	7	Baccin2019:85762408576240;CellTalkDB:8576240;Cellinker:8576240;HPRD:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240	12
Q9ULB1	Q8NFZ4	NRXN1	NLGN2	1	1	0	0	0	0	Baccin2019;CellChatDB;HPRD;Ramilowski2015_Baccin2019;SIGNOR;Wang	HPRD:8576240;SIGNOR:22626542	2	HPRD:8576240;SIGNOR:22626542	5
Q8NFZ4	Q9Y4C0	NLGN2	NRXN3	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:8576240;CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240	6	Baccin2019:8576240;CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240	11
Q9Y4C0	Q8NFZ4	NRXN3	NLGN2	1	1	0	0	0	0	Baccin2019;CellChatDB;Ramilowski2015_Baccin2019;SIGNOR;Wang	SIGNOR:22626547	1	SIGNOR:22626547	4
Q8WWY8	Q9HBW0	LIPH	LPAR2	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9525886;CellTalkDB:16192275;Cellinker:9525886;HPMR:9525886;LRdb:16192275;SIGNOR:9525886;connectomeDB2020:9525886	7	Baccin2019:9525886;CellTalkDB:16192275;Cellinker:9525886;HPMR:9525886;LRdb:16192275;SIGNOR:9525886;connectomeDB2020:9525886	12
Q15762	Q92692	CD226	NECTIN2	1	0	0	0	0	0	Baccin2019;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPRD;Lit-BM-17;connectomeDB2020	CellChatDB:24440149;CellPhoneDB:15607800;CellPhoneDB:24440149;Cellinker:15039383;Cellinker:24440149;Cellinker:30759143;HPRD:12913096;HPRD:15536144;Lit-BM-17:12913096;Lit-BM-17:21982860;connectomeDB2020:15607800	11	CellChatDB:24440149;CellPhoneDB:15607800;CellPhoneDB:24440149;Cellinker:15039383;Cellinker:24440149;Cellinker:30759143;HPRD:12913096;HPRD:15536144;Lit-BM-17:12913096;Lit-BM-17:21982860;connectomeDB2020:15607800	7
Q92692	Q15762	NECTIN2	CD226	1	1	0	0	0	0	Baccin2019;CellChatDB;CellPhoneDB;HPRD;ICELLNET;LRdb;Lit-BM-17;SIGNOR;UniProt_LRdb;Wang;connectomeDB2020	CellPhoneDB:15607800;CellPhoneDB:24440149;HPRD:12913096;HPRD:15536144;ICELLNET:27192565;Lit-BM-17:12913096;Lit-BM-17:21982860;SIGNOR:15039383;connectomeDB2020:15607800	9	CellPhoneDB:15607800;CellPhoneDB:24440149;HPRD:12913096;HPRD:15536144;ICELLNET:27192565;Lit-BM-17:12913096;Lit-BM-17:21982860;SIGNOR:15039383;connectomeDB2020:15607800	10
O43157	Q92854	PLXNB1	SEMA4D	1	1	0	0	0	0	Baccin2019;CellPhoneDB;DIP;HPMR;HPRD;IntAct;Ramilowski2015_Baccin2019;Wang	Baccin2019:29981480;CellPhoneDB:22325954;DIP:20877282;HPMR:10520995;HPRD:11937491;IntAct:20877282	6	Baccin2019:29981480;CellPhoneDB:22325954;DIP:20877282;HPMR:10520995;HPRD:11937491;IntAct:20877282	7
Q92854	O43157	SEMA4D	PLXNB1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10520995;Baccin2019:11937491;Baccin2019:12198496;CellChatDB:27533782;CellTalkDB:10520995;Cellinker:10520995;Cellinker:11937491;Cellinker:12198496;Cellinker:24043639;Cellinker:27533782;DIP:20877282;HPMR:10520995;HPRD:11937491;ICELLNET:11245885;IntAct:20877282;LRdb:10520995;LRdb:11937491;LRdb:12198496;SIGNOR:12198496;connectomeDB2020:10520995;connectomeDB2020:11937491;connectomeDB2020:12198496	22	Baccin2019:10520995;Baccin2019:11937491;Baccin2019:12198496;CellChatDB:27533782;CellTalkDB:10520995;Cellinker:10520995;Cellinker:11937491;Cellinker:12198496;Cellinker:24043639;Cellinker:27533782;DIP:20877282;HPMR:10520995;HPRD:11937491;ICELLNET:11245885;IntAct:20877282;LRdb:10520995;LRdb:11937491;LRdb:12198496;SIGNOR:12198496;connectomeDB2020:10520995;connectomeDB2020:11937491;connectomeDB2020:12198496	17
Q92913	Q14524	FGF13	SCN5A	1	0	1	1	0	1	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;connectomeDB2020;iTALK;talklr	CellTalkDB:21817159;Cellinker:21817159;LRdb:21817159;Ramilowski2015:21817159;SIGNOR:20679355;connectomeDB2020:21817159;talklr:21817159	7	CellTalkDB:21817159;Cellinker:21817159;LRdb:21817159;Ramilowski2015:21817159;SIGNOR:20679355;connectomeDB2020:21817159;talklr:21817159	10
Q92913	Q9UQD0	FGF13	SCN8A	1	0	1	1	0	1	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;connectomeDB2020;iTALK;talklr	Baccin2019:15282281;CellTalkDB:15282281;Cellinker:15282281;HPRD:15282281;LRdb:15282281;SIGNOR:20679355;connectomeDB2020:15282281	7	Baccin2019:15282281;CellTalkDB:15282281;Cellinker:15282281;HPRD:15282281;LRdb:15282281;SIGNOR:20679355;connectomeDB2020:15282281	11
Q96A98	P49190	PTH2	PTH2R	1	1	0	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10854439;Baccin2019:11602681;Baccin2019:11861531;CellTalkDB:11861531;Cellinker:10854439;Cellinker:11602681;Cellinker:11861531;HPRD:10854439;LRdb:10854439;LRdb:11602681;LRdb:11861531;SIGNOR:11861531;connectomeDB2020:10854439;connectomeDB2020:11602681;connectomeDB2020:11861531;scConnect:10854439;scConnect:11602681	17	Baccin2019:10854439;Baccin2019:11602681;Baccin2019:11861531;CellTalkDB:11861531;Cellinker:10854439;Cellinker:11602681;Cellinker:11861531;HPRD:10854439;LRdb:10854439;LRdb:11602681;LRdb:11861531;SIGNOR:11861531;connectomeDB2020:10854439;connectomeDB2020:11602681;connectomeDB2020:11861531;scConnect:10854439;scConnect:11602681	13
Q96CW9	Q9HBW1	NTNG2	LRRC4	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:17973922;Cellinker:25411505;IntAct:21946559;LRdb:17973922;Lit-BM-17:21946559;Ramilowski2015:17973922;SIGNOR:19467332;connectomeDB2020:17973922;talklr:17973922	9	CellTalkDB:17973922;Cellinker:25411505;IntAct:21946559;LRdb:17973922;Lit-BM-17:21946559;Ramilowski2015:17973922;SIGNOR:19467332;connectomeDB2020:17973922;talklr:17973922	12
Q9HBW1	Q96CW9	LRRC4	NTNG2	1	1	0	0	0	0	Baccin2019;CellChatDB;IntAct;Lit-BM-17	IntAct:21946559;Lit-BM-17:21946559	2	IntAct:21946559;Lit-BM-17:21946559	4
Q96S42	P36896	NODAL	ACVR1B	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11952836;CellTalkDB:11952836;LRdb:11952836;SIGNOR:19874624;connectomeDB2020:11952836	5	Baccin2019:11952836;CellTalkDB:11952836;LRdb:11952836;SIGNOR:19874624;connectomeDB2020:11952836	11
