source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources
P19875	P25025	CXCL2	CXCR2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10188995;Baccin2019:1379593;Baccin2019:8550564;Baccin2019:8702798;Baccin2019:8940121;Baccin2019:9260277;CellPhoneDB:24218476;Cellinker:8702798;Cellinker:9260277;DIP:8702798;Guide2Pharma:8702798;HPMR:12964882;HPRD:8702798;HPRD:9260277;ICELLNET:22633458;ICELLNET:8702798;LRdb:10699158;connectomeDB2020:8702798;connectomeDB2020:9260277;scConnect:8702798	20	Baccin2019:10188995;Baccin2019:1379593;Baccin2019:8550564;Baccin2019:8702798;Baccin2019:8940121;Baccin2019:9260277;CellPhoneDB:24218476;Cellinker:8702798;Cellinker:9260277;DIP:8702798;Guide2Pharma:8702798;HPMR:12964882;HPRD:8702798;HPRD:9260277;ICELLNET:22633458;ICELLNET:8702798;LRdb:10699158;connectomeDB2020:8702798;connectomeDB2020:9260277;scConnect:8702798	20
P19876	P25025	CXCL3	CXCR2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:8702798;CellPhoneDB:24218476;Cellinker:8702798;DIP:8702798;Guide2Pharma:8702798;HPRD:8702798;ICELLNET:22633458;ICELLNET:8702798;LRdb:10699158;connectomeDB2020:8702798;scConnect:8702798	11	Baccin2019:8702798;CellPhoneDB:24218476;Cellinker:8702798;DIP:8702798;Guide2Pharma:8702798;HPRD:8702798;ICELLNET:22633458;ICELLNET:8702798;LRdb:10699158;connectomeDB2020:8702798;scConnect:8702798	19
P42830	P25025	CXCL5	CXCR2	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;Cellinker:8702798;Cellinker:9692902;DIP:8702798;Guide2Pharma:8702798;HPRD:8702798;HPRD:9692902;ICELLNET:22633458;InnateDB:8702798;InnateDB:9485196;LRdb:10699158;connectomeDB2020:8702798;connectomeDB2020:9692902;scConnect:8702798	14	CellPhoneDB:24218476;Cellinker:8702798;Cellinker:9692902;DIP:8702798;Guide2Pharma:8702798;HPRD:8702798;HPRD:9692902;ICELLNET:22633458;InnateDB:8702798;InnateDB:9485196;LRdb:10699158;connectomeDB2020:8702798;connectomeDB2020:9692902;scConnect:8702798	19
P80162	P25025	CXCL6	CXCR2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10593335;Baccin2019:12964882;Baccin2019:8702798;Baccin2019:9692902;CellPhoneDB:24218476;CellTalkDB:9692902;Cellinker:10593335;Cellinker:12964882;Cellinker:9692902;Guide2Pharma:9692902;HPRD:10593335;HPRD:9692902;ICELLNET:22633458;InnateDB:9485196;LRdb:10593335;LRdb:12964882;LRdb:9692902;connectomeDB2020:10593335;connectomeDB2020:12964882;connectomeDB2020:9692902;scConnect:9692902	21	Baccin2019:10593335;Baccin2019:12964882;Baccin2019:8702798;Baccin2019:9692902;CellPhoneDB:24218476;CellTalkDB:9692902;Cellinker:10593335;Cellinker:12964882;Cellinker:9692902;Guide2Pharma:9692902;HPRD:10593335;HPRD:9692902;ICELLNET:22633458;InnateDB:9485196;LRdb:10593335;LRdb:12964882;LRdb:9692902;connectomeDB2020:10593335;connectomeDB2020:12964882;connectomeDB2020:9692902;scConnect:9692902	18
P02775	P25025	PPBP	CXCR2	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:1427896;Cellinker:8195702;Cellinker:8702798;DIP:8550564;DIP:8702798;Guide2Pharma:8702798;HPRD:8195702;HPRD:8702798;ICELLNET:22633458;ICELLNET:24335961;InnateDB:8702798;InnateDB:9126332;LRdb:10699158;connectomeDB2020:8195702;connectomeDB2020:8702798;scConnect:8702798	17	CellPhoneDB:24218476;CellTalkDB:1427896;Cellinker:8195702;Cellinker:8702798;DIP:8550564;DIP:8702798;Guide2Pharma:8702798;HPRD:8195702;HPRD:8702798;ICELLNET:22633458;ICELLNET:24335961;InnateDB:8702798;InnateDB:9126332;LRdb:10699158;connectomeDB2020:8195702;connectomeDB2020:8702798;scConnect:8702798	19
P10145	P25025	CXCL8	CXCR2	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:1379593;Cellinker:10188995;Cellinker:11511101;Cellinker:1379593;Cellinker:15282370;Cellinker:15946947;Cellinker:8626516;Cellinker:8702798;Cellinker:8940121;Cellinker:9464567;DIP:10206993;DIP:10216072;DIP:22904195;DIP:7559482;DIP:8550564;DIP:9195914;DIP:9553055;DIP:9725262;Guide2Pharma:10188995;Guide2Pharma:1379593;Guide2Pharma:15282370;Guide2Pharma:15946947;Guide2Pharma:8940121;HPRD:8626516;HPRD:8702798;HPRD:9464567;ICELLNET:1891716;InnateDB:12628493;InnateDB:19190236;InnateDB:7592830;InnateDB:8245475;InnateDB:8662882;InnateDB:8702798;InnateDB:9126332;InnateDB:9464567;InnateDB:9485196;IntAct:22904195;IntAct:23597562;LRdb:10188995;LRdb:10699158;LRdb:1379593;LRdb:15282370;LRdb:15946947;LRdb:8626516;LRdb:8702798;LRdb:8940121;LRdb:9464567;Lit-BM-17:10206993;Lit-BM-17:10216072;Lit-BM-17:23597562;Lit-BM-17:7559482;Lit-BM-17:8550564;Lit-BM-17:9195914;Lit-BM-17:9464567;Lit-BM-17:9553055;Lit-BM-17:9725262;SIGNOR:11350788;connectomeDB2020:10188995;connectomeDB2020:1379593;connectomeDB2020:15282370;connectomeDB2020:15946947;connectomeDB2020:8626516;connectomeDB2020:8702798;connectomeDB2020:8940121;connectomeDB2020:9464567;scConnect:10188995;scConnect:1379593;scConnect:15282370;scConnect:15946947;scConnect:8940121	71	CellPhoneDB:24218476;CellTalkDB:1379593;Cellinker:10188995;Cellinker:11511101;Cellinker:1379593;Cellinker:15282370;Cellinker:15946947;Cellinker:8626516;Cellinker:8702798;Cellinker:8940121;Cellinker:9464567;DIP:10206993;DIP:10216072;DIP:22904195;DIP:7559482;DIP:8550564;DIP:9195914;DIP:9553055;DIP:9725262;Guide2Pharma:10188995;Guide2Pharma:1379593;Guide2Pharma:15282370;Guide2Pharma:15946947;Guide2Pharma:8940121;HPRD:8626516;HPRD:8702798;HPRD:9464567;ICELLNET:1891716;InnateDB:12628493;InnateDB:19190236;InnateDB:7592830;InnateDB:8245475;InnateDB:8662882;InnateDB:8702798;InnateDB:9126332;InnateDB:9464567;InnateDB:9485196;IntAct:22904195;IntAct:23597562;LRdb:10188995;LRdb:10699158;LRdb:1379593;LRdb:15282370;LRdb:15946947;LRdb:8626516;LRdb:8702798;LRdb:8940121;LRdb:9464567;Lit-BM-17:10206993;Lit-BM-17:10216072;Lit-BM-17:23597562;Lit-BM-17:7559482;Lit-BM-17:8550564;Lit-BM-17:9195914;Lit-BM-17:9464567;Lit-BM-17:9553055;Lit-BM-17:9725262;SIGNOR:11350788;connectomeDB2020:10188995;connectomeDB2020:1379593;connectomeDB2020:15282370;connectomeDB2020:15946947;connectomeDB2020:8626516;connectomeDB2020:8702798;connectomeDB2020:8940121;connectomeDB2020:9464567;scConnect:10188995;scConnect:1379593;scConnect:15282370;scConnect:15946947;scConnect:8940121	22
Q99616	P49682	CCL13	CXCR3	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	7	CellTalkDB:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	13
Q99731	P49682	CCL19	CXCR3	1	1	0	1	1	0	Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:9660793;CellTalkDB:9660793;Cellinker:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	7	Baccin2019:9660793;CellTalkDB:9660793;Cellinker:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	13
P78556	P49682	CCL20	CXCR3	1	1	0	1	1	0	Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:9660793;Cellinker:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	6	Baccin2019:9660793;Cellinker:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	13
P13501	P49682	CCL5	CXCR3	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	7	Baccin2019:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	14
P48061	P49682	CXCL12	CXCR3	1	1	0	1	1	0	CellCall;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr	Cellinker:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	5	Cellinker:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	13
P51671	P49682	CCL11	CXCR3	1	1	1	1	0	1	Baccin2019;CellCall;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:96607939660793;CellTalkDB:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;ICELLNET:22633458;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	9	Baccin2019:96607939660793;CellTalkDB:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;ICELLNET:22633458;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	15
P80098	P49682	CCL7	CXCR3	1	1	1	1	0	1	Baccin2019;CellCall;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:9660793;CellTalkDB:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	8	Baccin2019:9660793;CellTalkDB:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793	14
P48061	P61073	CXCL12	CXCR4	1	1	0	1	1	0	Baccin2019;BioGRID;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10233851;Baccin2019:12714578;Baccin2019:8752280;Baccin2019:8752281;Baccin2019:9551924;Baccin2019:9712844;BioGRID:21757744;BioGRID:25495026;CellPhoneDB:24218476;Cellinker:10233851;Cellinker:12714578;Cellinker:18448868;Cellinker:8752280;Cellinker:8752281;Cellinker:9551924;Cellinker:9712844;Guide2Pharma:16626895;Guide2Pharma:18648536;Guide2Pharma:30476826;Guide2Pharma:9551924;Guide2Pharma:9712844;HPMR:8752280;HPRD:10233851;HPRD:8752281;ICELLNET:22633458;InnateDB:16725153;InnateDB:19837984;LRdb:10699158;ProtMapper:24023874;ProtMapper:26582643;SIGNOR:11859124;connectomeDB2020:10233851;connectomeDB2020:12714578;connectomeDB2020:8752280;connectomeDB2020:8752281;connectomeDB2020:9551924;connectomeDB2020:9712844;scConnect:16626895;scConnect:18648536;scConnect:30476826;scConnect:9551924;scConnect:9712844	42	Baccin2019:10233851;Baccin2019:12714578;Baccin2019:8752280;Baccin2019:8752281;Baccin2019:9551924;Baccin2019:9712844;BioGRID:21757744;BioGRID:25495026;CellPhoneDB:24218476;Cellinker:10233851;Cellinker:12714578;Cellinker:18448868;Cellinker:8752280;Cellinker:8752281;Cellinker:9551924;Cellinker:9712844;Guide2Pharma:16626895;Guide2Pharma:18648536;Guide2Pharma:30476826;Guide2Pharma:9551924;Guide2Pharma:9712844;HPMR:8752280;HPRD:10233851;HPRD:8752281;ICELLNET:22633458;InnateDB:16725153;InnateDB:19837984;LRdb:10699158;ProtMapper:24023874;ProtMapper:26582643;SIGNOR:11859124;connectomeDB2020:10233851;connectomeDB2020:12714578;connectomeDB2020:8752280;connectomeDB2020:8752281;connectomeDB2020:9551924;connectomeDB2020:9712844;scConnect:16626895;scConnect:18648536;scConnect:30476826;scConnect:9551924;scConnect:9712844	24
O43927	P32302	CXCL13	CXCR5	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:9463416;Baccin2019:9486651;CellPhoneDB:24218476;Cellinker:28389721;Cellinker:9463416;Cellinker:9486651;DIP:9463416;Guide2Pharma:22913878;HPMR:9463416;HPRD:9463416;HPRD:9486651;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:9463416;connectomeDB2020:9486651;scConnect:22913878	16	Baccin2019:9463416;Baccin2019:9486651;CellPhoneDB:24218476;Cellinker:28389721;Cellinker:9463416;Cellinker:9486651;DIP:9463416;Guide2Pharma:22913878;HPMR:9463416;HPRD:9463416;HPRD:9486651;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:9463416;connectomeDB2020:9486651;scConnect:22913878	20
P78423	P49238	CX3CL1	CX3CR1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11432858;Baccin2019:14607932;Baccin2019:9390561;Baccin2019:9931005;CellPhoneDB:24218476;Cellinker:11432858;Cellinker:14607932;Cellinker:28389721;Cellinker:9390561;Cellinker:9931005;DIP:10488147;Guide2Pharma:14607932;HPMR:11432858;HPRD:9390561;HPRD:9931005;ICELLNET:22633458;InnateDB:9390561;InnateDB:9931005;LRdb:10699158;Lit-BM-17:10488147;Lit-BM-17:9931005;SIGNOR:11432858;connectomeDB2020:11432858;connectomeDB2020:14607932;connectomeDB2020:9390561;connectomeDB2020:9931005;scConnect:14607932	27	Baccin2019:11432858;Baccin2019:14607932;Baccin2019:9390561;Baccin2019:9931005;CellPhoneDB:24218476;Cellinker:11432858;Cellinker:14607932;Cellinker:28389721;Cellinker:9390561;Cellinker:9931005;DIP:10488147;Guide2Pharma:14607932;HPMR:11432858;HPRD:9390561;HPRD:9931005;ICELLNET:22633458;InnateDB:9390561;InnateDB:9931005;LRdb:10699158;Lit-BM-17:10488147;Lit-BM-17:9931005;SIGNOR:11432858;connectomeDB2020:11432858;connectomeDB2020:14607932;connectomeDB2020:9390561;connectomeDB2020:9931005;scConnect:14607932	24
O95150	Q93038	TNFSF15	TNFRSF25	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:11911831;Cellinker:11911831;DIP:21300286;HPMR:11911831;HPRD:11911831;ICELLNET:11239407;InnateDB:20403353;LRdb:11911831;SIGNOR:14585074;connectomeDB2020:11911831	10	CellTalkDB:11911831;Cellinker:11911831;DIP:21300286;HPMR:11911831;HPRD:11911831;ICELLNET:11239407;InnateDB:20403353;LRdb:11911831;SIGNOR:14585074;connectomeDB2020:11911831	18
P01189	P41143	POMC	OPRD1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:154641439686407;CellTalkDB:15464143;Cellinker:15464143;Cellinker:9686407;Guide2Pharma:9686407;LRdb:15464143;LRdb:97;SIGNOR:9686407;connectomeDB2020:15464143;connectomeDB2020:9686407;scConnect:9686407	11	Baccin2019:154641439686407;CellTalkDB:15464143;Cellinker:15464143;Cellinker:9686407;Guide2Pharma:9686407;LRdb:15464143;LRdb:97;SIGNOR:9686407;connectomeDB2020:15464143;connectomeDB2020:9686407;scConnect:9686407	13
P01213	P41143	PDYN	OPRD1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:9686407;Cellinker:9686407;Guide2Pharma:9686407;LRdb:9686407;SIGNOR:9686407;connectomeDB2020:9686407;scConnect:9686407	7	Baccin2019:9686407;Cellinker:9686407;Guide2Pharma:9686407;LRdb:9686407;SIGNOR:9686407;connectomeDB2020:9686407;scConnect:9686407	13
P01210	P41143	PENK	OPRD1	1	1	0	1	1	0	Baccin2019;CA1;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:9686407;CA1:15082510;Cellinker:9686407;Guide2Pharma:9686407;LRdb:9686407;connectomeDB2020:9686407;scConnect:9686407	7	Baccin2019:9686407;CA1:15082510;Cellinker:9686407;Guide2Pharma:9686407;LRdb:9686407;connectomeDB2020:9686407;scConnect:9686407	14
Q92838	Q9UNE0	EDA	EDAR	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:11039935;Cellinker:11039935;Cellinker:11309369;Cellinker:12084975;Guide2Pharma:11039935;HPMR:12084975;HPRD:11309369;ICELLNET:10484778;LRdb:11039935;LRdb:11309369;LRdb:12084975;SIGNOR:18304980;connectomeDB2020:11039935;connectomeDB2020:11309369;connectomeDB2020:12084975;scConnect:11039935	16	CellTalkDB:11039935;Cellinker:11039935;Cellinker:11309369;Cellinker:12084975;Guide2Pharma:11039935;HPMR:12084975;HPRD:11309369;ICELLNET:10484778;LRdb:11039935;LRdb:11309369;LRdb:12084975;SIGNOR:18304980;connectomeDB2020:11039935;connectomeDB2020:11309369;connectomeDB2020:12084975;scConnect:11039935	20
Q92838	Q9HAV5	EDA	EDA2R	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11039935;Baccin2019:12084975;Baccin2019:12270937;CellTalkDB:11039935;Cellinker:11039935;Cellinker:12084975;Cellinker:12270937;Guide2Pharma:11039935;HPMR:12084975;HPRD:11039935;HPRD:12270937;ICELLNET:10484778;LRdb:11039935;LRdb:12084975;LRdb:12270937;SIGNOR:12084975;connectomeDB2020:11039935;connectomeDB2020:12084975;connectomeDB2020:12270937;scConnect:11039935	20	Baccin2019:11039935;Baccin2019:12084975;Baccin2019:12270937;CellTalkDB:11039935;Cellinker:11039935;Cellinker:12084975;Cellinker:12270937;Guide2Pharma:11039935;HPMR:12084975;HPRD:11039935;HPRD:12270937;ICELLNET:10484778;LRdb:11039935;LRdb:12084975;LRdb:12270937;SIGNOR:12084975;connectomeDB2020:11039935;connectomeDB2020:12084975;connectomeDB2020:12270937;scConnect:11039935	18
Q6UW88	P00533	EPGN	EGFR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;IntAct;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;connectomeDB2020;iTALK;scConnect;talklr	CellChatDB:27298358;CellTalkDB:28988771;Cellinker:27298358;IntAct:28988771;SIGNOR:20513444;connectomeDB2020:28988771	6	CellChatDB:27298358;CellTalkDB:28988771;Cellinker:27298358;IntAct:28988771;SIGNOR:20513444;connectomeDB2020:28988771	15
