hgnc_symbol	sorted_eBCs_score	combined_sc_max_score	scRNA_up_in_eBC_score	sc_islet_bulk_rna_score	bulkRNA_up_in_SCislet_score	all_sc_proteomics_score	proteomics_up_in_sc_score	aggregate_score
FLT1	0.28160919540229884	0.3505747126436782	0	0.3505747126436782	0	0	0	0.27586206896551724
KDR	0.34195402298850575	0.35344827586206895	0	0.27586206896551724	0	0	0	0.27298850574712646
C5AR2	0.5201149425287356	0.4367816091954023	0	0	0	0	0	0.27011494252873564
CSF2RA	0.5431034482758621	0.40229885057471265	0	0	0	0	0	0.26436781609195403
GFRA4	0.5431034482758621	0.40229885057471265	0	0	0	0	0	0.26436781609195403
GLP2R	0	0	0	0.25	0.8103448275862069	0	0	0.25862068965517243
TNFRSF17	0	0	0	0.25	0.8103448275862069	0	0	0.25862068965517243
OSMR	0.28160919540229884	0.32471264367816094	0	0.27586206896551724	0	0	0	0.2557471264367816
TNFRSF10A	0.28160919540229884	0.3132183908045977	0	0.27586206896551724	0	0	0	0.25287356321839083
TNFRSF1B	0.4224137931034483	0.42528735632183906	0	0	0	0	0	0.25
BDKRB1	0.34195402298850575	0.2413793103448276	0	0.27586206896551724	0	0	0	0.2471264367816092
GHRHR	0	0	0	0.1925287356321839	0.7442528735632183	0	0	0.23850574712643677
MTNR1A	0	0	0	0.3074712643678161	0.6293103448275862	0	0	0.23850574712643677
XCR1	0	0	0	0.1925287356321839	0.7442528735632183	0	0	0.23850574712643677
PTH1R	0.28160919540229884	0.3017241379310345	0	0.1925287356321839	0	0	0	0.23563218390804597
CCR6	0.39080459770114945	0.3390804597701149	0	0	0	0	0	0.23275862068965517
IL21R	0.4224137931034483	0.28735632183908044	0	0	0	0	0	0.22701149425287356
MCHR2	0.4224137931034483	0.28735632183908044	0	0	0	0	0	0.22701149425287356
IL7R	0.34195402298850575	0.3333333333333333	0	0	0	0	0	0.22413793103448276
FPR1	0.34195402298850575	0.3160919540229885	0	0	0	0	0	0.22126436781609196
IL12RB1	0.39080459770114945	0.2614942528735632	0	0	0	0	0	0.21839080459770116
NPBWR1	0.34195402298850575	0.3017241379310345	0	0	0	0	0	0.21551724137931033
NGFR	0	0.34770114942528735	0	0.25	0	0	0	0.21264367816091953
EDNRB	0	0.27298850574712646	0	0.3390804597701149	0	0	0	0.20977011494252873
FLT4	0	0.3706896551724138	0	0.1925287356321839	0	0	0	0.20689655172413793
ACKR4	0	0.2614942528735632	0	0.3074712643678161	0	0	0	0.20402298850574713
PLXNB3	0	0.1839080459770115	0	0.4166666666666667	0	0	0	0.20114942528735633
ACVRL1	0	0.23275862068965517	0	0.3218390804597701	0	0	0	0.19827586206896552
TNFRSF10C	0	0.1781609195402299	0	0.382183908045977	0	0	0	0.19540229885057472
CXCR5	0.28160919540229884	0.23275862068965517	0	0	0	0	0	0.1925287356321839
CXCR3	0.28160919540229884	0.20114942528735633	0	0	0	0	0	0.1896551724137931
TNFRSF13C	0	0.43103448275862066	0	0	0	0	0	0.1867816091954023
NMBR	0	0.21839080459770116	0	0.1925287356321839	0	0	0	0.1839080459770115
LGR5	0	0.3879310344827586	0	0	0	0	0	0.1810344827586207
IL3RA	0	0.3793103448275862	0	0	0	0	0	0.1781609195402299
SSTR5	0	0	0	0.5086206896551724	0	0	0	0.1752873563218391
MTNR1B	0	0	0	0.46839080459770116	0	0	0	0.1724137931034483
NTRK1	0	0.29310344827586204	0	0	0	0	0	0.16954022988505746
FLT3	0	0.16379310344827586	0	0.1925287356321839	0	0	0	0.16666666666666666
TNFRSF18	0	0.27873563218390807	0	0	0	0	0	0.16379310344827586
GNRHR	0	0.2442528735632184	0	0	0	0	0	0.16091954022988506
CX3CR1	0	0	0	0.3505747126436782	0	0	0	0.15804597701149425
PROKR2	0	0.21839080459770116	0	0	0	0	0	0.15229885057471265
UTS2R	0	0.21839080459770116	0	0	0	0	0	0.15229885057471265
CXCR2	0	0.21551724137931033	0	0	0	0	0	0.14942528735632185
IL2RA	0	0.20977011494252873	0	0	0	0	0	0.14367816091954022
IL9R	0	0.20977011494252873	0	0	0	0	0	0.14367816091954022
LGR6	0	0	0	0.3074712643678161	0	0	0	0.14080459770114942
CCR8	0	0.19540229885057472	0	0	0	0	0	0.13793103448275862
MLNR	0	0	0	0.27586206896551724	0	0	0	0.13505747126436782
MUSK	0	0.1839080459770115	0	0	0	0	0	0.12931034482758622
NTSR1	0	0.1839080459770115	0	0	0	0	0	0.12931034482758622
ROBO4	0	0.1752873563218391	0	0	0	0	0	0.12643678160919541
BRS3	0	0	0	0.25	0	0	0	0.11781609195402298
CSF2RB	0	0	0	0.25	0	0	0	0.11781609195402298
IL2RB	0	0	0	0.25	0	0	0	0.11781609195402298
FPR3	0	0.16379310344827586	0	0	0	0	0	0.11494252873563218
CCR3	0	0.15517241379310345	0	0	0	0	0	0.10919540229885058
NMUR2	0	0.15517241379310345	0	0	0	0	0	0.10919540229885058
CD27	0	0	0	0.1925287356321839	0	0	0	0.09770114942528736
CRHR1	0	0	0	0.1925287356321839	0	0	0	0.09770114942528736
SSTR4	0	0	0	0.1925287356321839	0	0	0	0.09770114942528736
TEK	0	0	0	0.1925287356321839	0	0	0	0.09770114942528736
AGTR2	0	0	0	0	0	0	0	0
APLNR	0	0	0	0	0	0	0	0
AVPR2	0	0	0	0	0	0	0	0
C3AR1	0	0	0	0	0	0	0	0
CCR1	0	0	0	0	0	0	0	0
CCR2	0	0	0	0	0	0	0	0
CCR5	0	0	0	0	0	0	0	0
CCR7	0	0	0	0	0	0	0	0
CCR9	0	0	0	0	0	0	0	0
CCRL2	0	0	0	0	0	0	0	0
CMKLR2	0	0	0	0	0	0	0	0
CXCR1	0	0	0	0	0	0	0	0
FPR2	0	0	0	0	0	0	0	0
FSHR	0	0	0	0	0	0	0	0
GHSR	0	0	0	0	0	0	0	0
GPR151	0	0	0	0	0	0	0	0
GPR182	0	0	0	0	0	0	0	0
HCRTR1	0	0	0	0	0	0	0	0
HJV	0	0	0	0	0	0	0	0
IL22RA2	0	0	0	0	0	0	0	0
MC2R	0	0	0	0	0	0	0	0
MC3R	0	0	0	0	0	0	0	0
MC5R	0	0	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0	0	0
MRGPRX2	0	0	0	0	0	0	0	0
NPBWR2	0	0	0	0	0	0	0	0
NTSR2	0	0	0	0	0	0	0	0
RXFP1	0	0	0	0	0	0	0	0
TACR2	0	0	0	0	0	0	0	0
TNFRSF13B	0	0	0	0	0	0	0	0
TNFRSF6B	0	0	0	0	0	0	0	0
TNFRSF8	0	0	0	0	0	0	0	0
TREM2	0	0	0	0	0	0	0	0
TRHR	0	0	0	0	0	0	0	0
