hgnc_symbol	sorted_eBCs	sorted_immature_beta	sorted_ins_gfp_gcg_sst	sorted_ins_gfp_sst	sorted_pancreatic_proj
SNCB	0.01346801346801347	0.01036502929247409	0.0066050198150594455	0.010709504685408298	0.005398110661268556
EIF4E1B	0.0056116722783389455	0.0018026137899954935	0.001321003963011889	0	0
TSPAN17	0.29629629629629545	0.16719242902208065	0.20079260237780702	0.2222222222222218	0.11336032388663961
CDHR2	0.1043771043771043	0.03154574132492114	0.08586525759577279	0.05354752342704152	0.025641025641025633
SRFBP1	0.16610549943883243	0.13294276701216665	0.1651254953764861	0.14457831325301213	0.2321187584345486
LOX	0.001122334455667789	4.506534474988734e-4	0	0	0.001349527665317139
NPM1	1.7048260381593847	0.8246958089229351	1.7173051519154576	1.4163319946452557	5.769230769230763
NDUFAF2	0.15824915824915795	0.09553853086976072	0.16380449141347408	0.1325301204819278	0.19028340080971695
UGT3A2	0	0	0	0	0.0067476383265856945
LMBRD2	0.18069584736251362	0.10770617395223019	0.19815059445178315	0.1378848728246319	0.06207827260458836
NADK2	0.06285072951739624	0.017575484452456065	0.058124174372523076	0.04417670682730925	0.08906882591093113
SKP2	0.04938271604938276	0.047318611987381715	0.04227212681638043	0.04417670682730925	0.1430499325236168
G3BP1	0.8933782267115569	0.5727805317710695	0.8163804491413496	0.6439089692101765	1.0998650472334708
IRX2	0.3546576879910204	0.19287967552951676	1.3170409511228542	0.6425702811244999	0.15384615384615394
ADRB2	0.011223344556677891	0.003154574132492114	0.002642007926023778	0.00535475234270415	0.0067476383265856945
SHROOM1	0.058361391694725095	0.038305543037404244	0.046235138705416096	0.046854082998661326	0.03373819163292847
ERBIN	0.3591470258136914	0.28751689950427983	0.3381770145310428	0.3360107095046856	0.5344129554655898
KIF3A	1.042648709315374	0.7823343848580419	0.8203434610303854	0.8152610441767106	0.4547908232118777
CNOT8	0.09203142536475863	0.07300585849481737	0.07661822985468957	0.06291834002677381	0.12145748987854242
CDC42SE2	0.2502805836139163	0.17890941865705123	0.30515191545574555	0.24899598393574235	0.2523616734143059
SPINK1	0.2525252525252522	0.32492113564668684	0.7265521796565394	0.2918340026773759	4.603238866396752
MAPK9	0.23793490460157063	0.2131590806669652	0.24570673712021085	0.24096385542168636	0.23211875843454857
CLTB	1.3692480359147112	0.8224425416854387	1.1413474240422747	1.0334672021419054	0.6896086369770609
TBC1D9B	0.3198653198653189	0.25506985128435994	0.4002642007926011	0.32931726907630526	0.2537112010796228
PCDHB3	0.056116722783389514	0.03785488958990537	0.035667107001321	0.03078982597054885	0.020242914979757085
TMEM267	0.028058361391694743	0.026588553402433535	0.0554821664464993	0.03748326639892905	0.04318488529014844
PCDH1	0.0976430976430976	0.08968003605227547	0.10700132100396306	0.08567603748326649	0.04993252361673412
SPATA24	0.06060606060606067	0.02974312753492565	0.05548216644649933	0.03614457831325301	0.04858299595141699
MOCS2	0.4511784511784497	0.26318161333934	0.4491413474240409	0.36947791164658644	0.3319838056680176
PDLIM4	0.12121212121212104	0.05903560162235243	0.28797886393659117	0.30655957161981234	0.2280701754385972
SLC22A4	0.002244668911335578	0.004957187922487608	0.007926023778071334	0.013386880856760371	0
C5orf22	0.042648709315376024	0.03109508787742227	0.038309114927344776	0.03882195448460509	0.0701754385964912
P4HA2	0.2817059483726143	0.200090130689498	0.367239101717304	0.3681392235609101	0.16059379217273972
POU4F3	0.001122334455667789	4.506534474988734e-4	0	0	0.001349527665317139
DROSHA	0.1189674523007855	0.0833708877872913	0.11889035667107013	0.09906291834002688	0.1403508771929825
PPP2R2B	0.4332210998877653	0.4055881027489876	0.18494055482166444	0.19678714859437746	0.1201079622132253
HMGCR	1.2042648709315402	0.841820639927892	0.9775429326288017	0.9330655957162026	0.9338731443994652
COL23A1	0.002244668911335578	4.506534474988734e-4	0.001321003963011889	0.002677376171352075	0.004048582995951417
CLK4	0.142536475869809	0.11086074808472227	0.14663143989431965	0.1445783132530121	0.1403508771929825
RUFY1	0.37037037037036924	0.27444794952681223	0.3857331571994704	0.3199464524765729	0.32388663967611475
HNRNPH1	0.8641975308641946	0.630013519603425	0.7820343461030401	0.748326639892908	1.37651821862348
CBY3	0.001122334455667789	9.013068949977468e-4	0.002642007926023778	0	0
CANX	2.6475869809203276	1.3379900856241356	2.6155878467635465	2.2771084337349556	2.30634278002698
ARSI	0.006734006734006735	0.004055881027489861	0.003963011889035667	0.004016064257028112	0.005398110661268556
TCOF1	0.20426487093153717	0.15682739972960674	0.18626155878467623	0.18072289156626484	0.36167341430499483
CD74	0.8013468013467987	0.5159981973862123	0.8956406869220636	0.7697456492637241	0.3603238866396773
RPS14	9.355780022446714	5.549797205948614	11.247027741083222	8.825970548862179	30.92172739541159
SLC1A3	0.011223344556677891	0.004957187922487608	0.005284015852047556	0.012048192771084335	0.035087719298245605
CDC23	0.1010101010101009	0.07931500675980149	0.12681638044914148	0.10977242302543522	0.1821862348178141
GFRA3	0.015712682379349047	0.006759801712483101	0.009247027741083222	0.013386880856760371	0.2307692307692313
CDC25C	0.002244668911335578	0.002253267237494367	0.007926023778071334	0.0013386880856760374	0.09311740890688254
FAM53C	0.22558922558922503	0.20730058584947977	0.22192866578599715	0.1981258366800534	0.20782726045883992
KDM3B	0.20987654320987606	0.182965299684541	0.1717305151915454	0.17670682730923687	0.43319838056680354
REEP2	0.5028058361391678	0.42767012167643326	0.5138705416116234	0.42302543507362805	0.1916329284750341
EGR1	0.20426487093153714	0.16448850833708772	0.46367239101717156	0.4243641231593047	0.2226720647773284
CPLANE1	0.6408529741863054	0.5322217214961715	0.5442536327608977	0.532797858099064	0.4939271255060752
FBXW11	0.35241301907968464	0.29067147363677204	0.3857331571994705	0.319946452476573	0.2415654520917687
SLC22A5	0.10774410774410763	0.08427219468228903	0.11756935270805823	0.1164658634538154	0.059379217273954094
FAM114A2	0.11560044893378219	0.0766110860748083	0.10568031704095122	0.10709504685408312	0.14709851551956823
MFAP3	0.15151515151515124	0.1162685894547087	0.1281373844121534	0.13654618473895588	0.11875843454790816
IRF1	0.03928170594837265	0.04055881027489861	0.10303830911492741	0.06425702811244983	0.11605937921727388
SLC35A4	0.3254769921436579	0.25371789094186337	0.32496697490092397	0.2878179384203478	0.2860998650472344
SGCD	0.4960718294051612	0.17936007210455046	0.08982826948480847	0.12985274431057575	0.060728744939271224
DIMT1	0.07407407407407408	0.05588102748986031	0.09247027741083226	0.06024096385542173	0.14439946018893393
EFNA5	0.2839506172839498	0.29337539432176524	0.3381770145310428	0.2690763052208832	0.1916329284750341
PRRC1	0.3479236812570136	0.18927444794952522	0.34610303830911415	0.2489959839357424	0.2766531713900145
CDK7	0.053872053872053925	0.030644434429923397	0.04359313077939232	0.03212851405622489	0.05668016194331981
CCDC125	0.06397306397306404	0.03650292924740875	0.06076618229854687	0.056224899598393614	0.049932523616734115
AK6	0.16835016835016803	0.09283461018476752	0.1360634081902246	0.1231593038821956	0.17543859649122834
TAF9	0.4702581369248021	0.33168093735917065	0.49669749009246866	0.4002677376171354	0.5047233468286125
RAD17	0.2615039281705941	0.2082018927444776	0.25891677675032976	0.2637215528781789	0.23886639676113433
MARVELD2	0.4197530864197518	0.3316809373591711	0.4927344782034328	0.36144578313253045	0.20917678812415694
GTF2H2C	0.015712682379349047	0.02703920684993241	0.021136063408190225	0.02811244979919678	0.03373819163292847
OCLN	0.16273849607182908	0.13564668769715996	0.18758256274768814	0.1526104417670682	0.13495276653171392
SLC27A6	0.002244668911335578	0.007210455159981976	0.001321003963011889	0.0013386880856760374	0.014844804318488532
ISOC1	0.1324354657687989	0.09734114465975624	0.10303830911492742	0.10843373493975915	0.16329284750337394
ZDHHC11B	0.05274971941638613	0.041009463722397485	0.056803170409511196	0.03882195448460509	0.01619433198380567
ZNF622	0.28507295173961766	0.22082018927444585	0.2034346103038307	0.23159303882195395	0.2631578947368428
ENC1	0.17620650953984257	0.07300585849481737	0.05944517833553498	0.08299866131191438	0.809716599190287
SMIM3	0.004489337822671156	0.002253267237494367	0.01056803170409511	0.004016064257028112	0.03913630229419701
MAN2A1	0.5140291806958458	0.1514195583596204	0.4966974900924686	0.34805890227576985	0.14709851551956823
STC2	0.05836139169472509	0.011266336187471837	0.08322324966974899	0.05756358768406965	0.009446693657219974
PCDHB16	0.18406285072951703	0.1243803515096883	0.15059445178335532	0.140562248995984	0.06882591093117406
PCDHB14	0.09764309764309759	0.059936908517350174	0.05151915455746364	0.06024096385542172	0.0526315789473684
WDR36	0.0931537598204264	0.06940063091482641	0.06737120211360631	0.08032128514056233	0.14035087719298253
PCDHB6	0.006734006734006735	0.003154574132492114	0.003963011889035667	0.004016064257028112	0.0067476383265856945
OR2V2	0.0056116722783389455	0.007661108607480849	0.0066050198150594455	0.008032128514056224	0.005398110661268556
ANXA2R	0.002244668911335578	0.0027039206849932404	0.005284015852047556	0.00535475234270415	0.001349527665317139
APBB3	0.11560044893378213	0.0752591257323117	0.09511228533685605	0.10441767068273104	0.03643724696356274
TAS2R1	0	9.013068949977468e-4	0.002642007926023778	0	0
DOK3	0.014590347923681258	0.009463722397476343	0.03963011889035667	0.02008032128514056	0.012145748987854253
RPS23	7.751964085297442	4.433979269941416	8.95640686922061	6.705488621151317	23.357624831309028
DCP2	0.1391694725028056	0.1446597566471373	0.1532364597093791	0.17402945113788473	0.46423751686909814
ZNF608	0.5050505050505035	0.19738621000450488	0.5984147952443857	0.4899598393574303	0.5978407557354954
TTC1	0.3815937149270472	0.3222172149616941	0.3474240422721257	0.37884872824631893	0.4669365721997323
PWWP2A	0.22334455667788947	0.15953132041459997	0.19022457067371176	0.17536813922356068	0.2415654520917687
ADAMTS19	0.010101010101010102	0.024335286164939168	0.02509907529722589	0.016064257028112445	0.21862348178137703
PLK2	0.2042648709315372	0.023884632717440294	0.520475561426683	0.2663989290495311	0.1875843454790826
GIN1	0.04152637485970823	0.030193780982424524	0.044914134742404216	0.03882195448460509	0.03643724696356274
CERT1	1.0482603815937124	0.7336638125281653	0.9048877146631472	0.8728246318607803	0.7260458839406245
POLK	0.4365881032547686	0.29382604776926435	0.35270805812417333	0.3333333333333334	0.26585695006747717
ANKDD1B	0.006734006734006735	0.0027039206849932404	0	0.0013386880856760374	0.004048582995951417
DNAH5	0.1054994388327721	0.06083821541234792	0.056803170409511196	0.060240963855421735	0.029689608636977054
CAMK2A	0.07070707070707075	0.020279405137449306	0.018494055482166444	0.006693440428380187	0.01484480431848853
ERCC8	0.20202020202020154	0.15817936007210334	0.20607661822985446	0.18473895582329294	0.27395411605938025
BDP1	1.1200897867564543	0.9684542586750752	1.0885072655217984	1.028112449799202	0.9514170040485881
CARTPT	0.001122334455667789	0.0027039206849932404	0.003963011889035667	0.0013386880856760374	0.002699055330634278
HSD17B4	0.3894500561167215	0.22712933753943013	0.266842800528401	0.2503346720214184	0.41565452091768074
RETREG1	0.5274971941638592	0.9526813880126136	0.4689564068692195	0.4096385542168678	0.3252361673414313
TNPO1	1.097643097643098	0.666967102298332	0.7793923381770169	0.8634538152610486	0.8717948717948767
SRA1	0.5836139169472484	0.3952230734565136	0.5323645970937904	0.445783132530121	0.4251012145749008
JADE2	0.11111111111111098	0.11401532221721433	0.1585204755614266	0.11111111111111126	0.06207827260458836
WDR55	0.15151515151515121	0.13384407390716452	0.14927344782034338	0.10040160642570294	0.11875843454790816
HMHB1	0.001122334455667789	4.506534474988734e-4	0.001321003963011889	0.0013386880856760374	0
CCDC192	0.001122334455667789	4.506534474988734e-4	0.001321003963011889	0.004016064257028112	0.001349527665317139
IL31RA	0	0.0018026137899954935	0.001321003963011889	0.0013386880856760374	0.002699055330634278
TCERG1	0.37261503928170486	0.2568724650743558	0.30779392338176936	0.31459170013386883	0.6342780026990587
PCDHGA1	0.001122334455667789	0	0.001321003963011889	0	0
PCDHGA5	0.001122334455667789	0.002253267237494367	0.001321003963011889	0	0.004048582995951417
PCDHGA6	0.0033670033670033673	9.013068949977468e-4	0.001321003963011889	0.002677376171352075	0.004048582995951417
PCDHGB4	0.002244668911335578	9.013068949977468e-4	0	0.0013386880856760374	0.002699055330634278
PCDHGA8	0.015712682379349047	0.005858494817485355	0.0066050198150594455	0.014725568942436408	0.0067476383265856945
PCDHGA9	0.002244668911335578	0.0027039206849932404	0	0	0.001349527665317139
PCDHGB6	0.12121212121212109	0.0919333032897698	0.0700132100396301	0.10441767068273101	0.16059379217273972
PCDHGA10	0.06846240179573518	0.06038756196484905	0.08190224570673713	0.07630522088353421	0.06747638326585692
PCDHGB7	0.007856341189674524	0.008562415502478595	0.01056803170409511	0.008032128514056224	0.014844804318488532
PCDHGA11	0.0033670033670033673	0.0018026137899954935	0.002642007926023778	0.002677376171352075	0.004048582995951417
PCDHGA12	0.01234567901234568	0.007661108607480849	0.011889035667106999	0.010709504685408298	0.009446693657219974
PCDHGC3	0.011223344556677891	0.01036502929247409	0.009247027741083222	0.014725568942436408	0.02294197031039136
PCDHGC4	0.001122334455667789	0.0013519603424966202	0	0.004016064257028112	0.001349527665317139
DIAPH1	0.3894500561167215	0.28481297881928663	0.3461030383091139	0.3186077643908966	0.3913630229419719
HDAC3	0.31425364758698	0.24966200991437343	0.29194187582562675	0.24631860776439035	0.38461538461538636
RELL2	0.19416386083052706	0.12798557908967925	0.16776750330250986	0.16198125836680052	0.045883940620782715
AHRR	0.001122334455667789	0.002253267237494367	0.027741083223249675	0.006693440428380187	0.0067476383265856945
PAM	0.8069584736251377	0.19242902208201748	0.5495376486129456	0.6894243641231617	0.24291497975708562
ZNF131	0.27160493827160426	0.19378098242451391	0.290620871862615	0.25435073627844657	0.39946018893387525
C5orf63	0.011223344556677891	0.01036502929247409	0.015852047556142664	0.0107095046854083	0.012145748987854253
TRIM52	0.22558922558922495	0.18206399278954327	0.21003963011889007	0.1753681392235607	0.1430499325236168
ARHGEF28	0.6868686868686844	0.42271293375394553	0.8124174372523142	0.6947791164658662	0.2699055330634287
DMXL1	0.20314253647586936	0.19648490310950711	0.24042272126816344	0.20615796519410956	0.19703103913630274
ZNF300	0.048260381593714964	0.04055881027489861	0.03302509907529723	0.029451137884872813	0.05128205128205126
SLC25A48	0	0.0018026137899954935	0	0.0013386880856760374	0
KIAA0825	0.03142536475869811	0.017575484452456065	0.0066050198150594455	0.013386880856760373	0.047233468286099846
PRELID2	0.15937149270482576	0.11401532221721437	0.11492734478203444	0.11378848728246334	0.10121457489878537
TENT2	0.13243546576879886	0.0991437584497517	0.14266842800528406	0.10709504685408312	0.15384615384615397
MCCC2	0.16610549943883243	0.14646237043713276	0.20871862615587813	0.15930388219544844	0.2240215924426457
GMDS	0.09539842873176198	0.052275799909869324	0.09114927344782041	0.08299866131191441	0.12820512820512817
EXOC2	0.18406285072951703	0.11581793600720976	0.19550858652575925	0.19946452476572926	0.09446693657219966
FAM50B	0.02244668911335579	0.009914375844975216	0.019815059445178335	0.010709504685408298	0.01619433198380567
EEF1E1	0.32996632996632913	0.18837314105452752	0.25495376486129406	0.2597054886211508	0.30769230769230893
HUS1B	0.001122334455667789	9.013068949977468e-4	0.001321003963011889	0.0013386880856760374	0.001349527665317139
BLOC1S5	0.0729517396184063	0.03424966200991438	0.06737120211360632	0.056224899598393614	0.09716599190283395
TMEM170B	0.09988776655443314	0.07435781883731397	0.07265521796565388	0.07496653279785817	0.060728744939271224
KDM1B	0.08978675645342309	0.07300585849481736	0.10832232496697496	0.14993306559571618	0.07287449392712547
ABT1	0.18181818181818143	0.11626858945470864	0.17040951122853357	0.1633199464524764	0.21727395411606001
BMP6	0	9.013068949977468e-4	0	0	0.012145748987854253
FAM8A1	0.21661054994388274	0.18071203244704667	0.2615587846763535	0.22757697456492595	0.17813765182186264
TXNDC5	0.002244668911335578	4.506534474988734e-4	0.002642007926023778	0.002677376171352075	0.004048582995951417
ZNF322	0.4949494949494933	0.38080216313654924	0.4425363276089814	0.4364123159303887	0.42780026990553516
FOXQ1	0.001122334455667789	0.0013519603424966202	0.001321003963011889	0	0
RNF182	0.12457912457912444	0.0594862550698513	0.038309114927344776	0.03748326639892905	0.02159244264507422
RPP40	0.02581369248035916	0.021180712032447053	0.018494055482166444	0.014725568942436408	0.05668016194331981
DEK	0.46127946127945996	0.3285263632266786	0.5772787318361952	0.5113788487282469	1.8974358974358911
SCGN	7.432098765432121	4.515547543938703	7.508586525759578	6.580990629183445	2.309041835357618
CARMIL1	0.1661054994388324	0.1270842721946815	0.16512549537648602	0.13520749665327988	0.3171390013495287
STMND1	0.017957351290684626	0.012618296529968457	0.017173051519154554	0.013386880856760371	0.01349527665317139
H2AC11	0.007856341189674524	0.01171698963497071	0.013210039630118887	0.012048192771084335	0.041835357624831294
BTN2A1	0.1537598204264868	0.13880126182965202	0.16116248348745033	0.12449799196787166	0.12145748987854242
HIVEP1	0.18069584736251365	0.14420910319963853	0.20211360634081876	0.13654618473895588	0.12955465587044532
ZKSCAN3	0.040404040404040435	0.025687246507435788	0.025099075297225895	0.02275769745649263	0.022941970310391357
GFOD1	0.10662177328843986	0.11491662911221211	0.10171730515191553	0.10174029451137896	0.05533063427800268
NRSN1	0.001122334455667789	0.0018026137899954935	0.002642007926023778	0.006693440428380187	0.002699055330634278
JARID2	0.5218855218855203	0.39477242000901436	0.49933949801849237	0.4390896921017409	0.3414304993252376
H4C9	0	0.004055881027489861	0	0.002677376171352075	0.009446693657219974
ELOVL2	0.007856341189674524	0.005858494817485355	0.02509907529722589	0.013386880856760373	0.031039136302294188
RREB1	0.2648709315375974	0.2505633168093712	0.33157199471598325	0.293172690763052	0.2672064777327945
TRIM27	0.6015712682379328	0.3848580441640394	0.537648612945838	0.5421686746987964	0.5074224021592466
ZKSCAN4	0.0808080808080808	0.06219017575484454	0.0885072655217966	0.08835341365461856	0.047233468286099846
NKAPL	0.002244668911335578	4.506534474988734e-4	0.001321003963011889	0.0013386880856760374	0
ZBED9	0.03591470258136928	0.019828751689950432	0.022457067371202115	0.012048192771084335	0.03643724696356274
EDN1	0.001122334455667789	0.004506534474988734	0.011889035667106999	0.00535475234270415	0.02564102564102564
SMIM13	0.20650953984287262	0.1640378548895886	0.15852047556142665	0.15261044176706823	0.12550607287449386
TRIM39	0.04938271604938276	0.04191077061739523	0.0554821664464993	0.04819277108433737	0.03373819163292847
RBM24	0.001122334455667789	0.0018026137899954935	0.01056803170409511	0.021419009370816595	0.004048582995951417
H2BC13	0.001122334455667789	4.506534474988734e-4	0	0	0.012145748987854253
SSR1	1.2805836139169513	0.616493916178459	1.1307793923381804	1.0240963855421736	0.6099865047233499
ZSCAN23	0.008978675645342313	0.008111762054979722	0.009247027741083222	0.013386880856760371	0.02294197031039136
SOX4	2.929292929292941	1.803064443442968	1.4848084544253646	1.88085676037484	4.387314439946013
CDKAL1	0.42648709315375855	0.3713384407390721	0.26552179656538943	0.30120481927710846	0.2604588394062086
DCDC2	0.020202020202020207	0.02974312753492565	0.01981505944517833	0.012048192771084335	0.24021592442645123
H2AC13	0.001122334455667789	9.013068949977468e-4	0	0	0.004048582995951417
ID4	0.42873176206509417	0.16043262730959776	0.5627476882430643	0.4725568942436415	0.2995951417004056
HLA-A	0.8765432098765404	0.5236593059936925	1.1241743725231212	0.9384203480589064	0.9406207827260514
E2F3	0.10886644219977541	0.048670572329878335	0.062087186261558736	0.061579651941097775	0.31983805668016335
KIF13A	0.13580246913580224	0.16584046867958416	0.2364597093791277	0.17402945113788476	0.2064777327935227
SYCP2L	0	9.013068949977468e-4	0	0	0.018893387314439947
TPMT	0.1156004489337821	0.09103199639477205	0.12285336856010579	0.12985274431057578	0.10391363022941964
PRSS16	0.05162738496071835	0.021631365479945926	0.06340819022457063	0.041499330655957165	0.02968960863697705
CAGE1	0.007856341189674524	0.007210455159981976	0.009247027741083222	0.008032128514056224	0.005398110661268556
MYLK4	0.0033670033670033673	0.0036052275799909874	0.002642007926023778	0.008032128514056224	0.002699055330634278
LEMD2	0.14365881032547673	0.11987381703469968	0.18890356671070002	0.16465863453815252	0.12820512820512814
FOXC1	0.004489337822671156	0.009914375844975216	0.017173051519154554	0.00535475234270415	0.23616734143049992
H3C10	0.02244668911335579	0.02073005858494818	0.01981505944517833	0.01874163319946452	0.031039136302294188
PPIL1	0.095398428731762	0.06940063091482644	0.11624834874504633	0.09504685408299877	0.2024291497975712
NHLRC1	0.0033670033670033673	0.0013519603424966202	0.003963011889035667	0.0013386880856760374	0.004048582995951417
CDYL	0.22895622895622839	0.22127084272194478	0.26023778071334175	0.20080321285140537	0.35222672064777477
MOCS1	0.030303030303030325	0.025687246507435788	0.058124174372523076	0.03212851405622489	0.05128205128205125
UNC5CL	0.007856341189674524	0.0018026137899954935	0.013210039630118887	0.009370816599732261	0.01349527665317139
TSPO2	0	0	0.005284015852047556	0.002677376171352075	0.001349527665317139
GRM4	0.158249158249158	0.10004506534474947	0.2589167767503299	0.18875502008032113	0.05668016194331981
MBOAT1	0.001122334455667789	0	0	0.0013386880856760374	0.013495276653171392
MYLIP	0.15600448933782243	0.22577737719693367	0.20211360634081885	0.1365461847389559	0.1956815114709856
TRIM26	0.14029180695847338	0.14150518251464525	0.15587846763540283	0.1659973226238286	0.17813765182186264
ZFAND3	0.3726150392817048	0.2843623253717878	0.4055482166446487	0.33467202141900926	0.29149797570850317
TNXB	0.0056116722783389455	0.0027039206849932404	0.005284015852047556	0.0013386880856760374	0.008097165991902834
UHRF1BP1	0.16835016835016803	0.1428571428571418	0.15191545574636733	0.19009370816599716	0.1376518218623482
SMIM29	0.32884399551066135	0.34249662009914394	0.27873183619550806	0.313253012048193	0.1727395411605941
RIOK1	0.1313131313131311	0.08787742226227997	0.1347424042272127	0.10174029451137898	0.1821862348178141
CPNE5	0.0056116722783389455	0	0.001321003963011889	0.0013386880856760374	0.0067476383265856945
PI16	0.001122334455667789	0.0013519603424966202	0.001321003963011889	0	0.002699055330634278
GLP1R	0.6666666666666645	0.420910319963949	0.20211360634081887	0.222222222222222	0.16464237516869112
CAP2	0.07968574635241302	0.04551599819738622	0.09511228533685606	0.13654618473895594	0.16464237516869115
ITPR3	0.17732884399551033	0.3605227579990993	0.14531043593130785	0.1459170013386881	0.11740890688259102
NEDD9	0.0886644219977553	0.04957187922487608	0.09379128137384418	0.09504685408299876	0.2105263157894742
SRPK1	0.413019079685745	0.2739972960793132	0.31439894319682865	0.30388219544846007	0.7165991902834048
ABCC10	0.152637485970819	0.15096890491212145	0.16644649933949793	0.1258366800535477	0.09041835357624826
SLC26A8	0.008978675645342313	0.0027039206849932404	0.0066050198150594455	0.004016064257028112	0.004048582995951417
KCTD20	0.2794612794612787	0.2122577737719674	0.2655217965653891	0.24765729585006643	0.34278002699055465
HLA-DQB1	0.3120089786756447	0.11581793600720988	0.1704095112285336	0.16331994645247647	0.07287449392712547
MLN	0.023569023569023573	0.01036502929247409	0.05548216644649931	0.04149933065595716	0.016194331983805668
ZNF318	0.21997755331088606	0.1577287066246045	0.20475561426684255	0.18607764390896903	0.1902834008097169
UQCC2	0.8226711560044866	0.6092834610184765	1.043593130779396	0.8433734939759077	1.0715249662618123
DAAM2	0.02918069584736252	0.005858494817485355	0.10832232496697497	0.04819277108433736	0.04453441295546558
SUPT3H	0.07070707070707075	0.04191077061739523	0.08454425363276091	0.09103078982597065	0.1916329284750342
MMUT	0.6655443322109967	0.48219918882379753	0.5217965653896952	0.5006693440428382	0.29014844804318596
TRAM2	0.0572390572390573	0.050022532672374956	0.07529722589167767	0.09370816599732273	0.12550607287449386
STK38	0.14927048260381567	0.1428571428571419	0.15587846763540283	0.12182061579651955	0.1713900134952769
TMEM217	0.010101010101010102	0.005858494817485355	0.01056803170409511	0.016064257028112445	0.009446693657219974
BTBD9	0.09315375982042645	0.08562415502478568	0.0686922060766182	0.06693440428380193	0.06342780026990551
CD83	0.030303030303030318	0.005858494817485355	0.030383091149273456	0.028112449799196776	0.083670715249662575
HLA-DRB1	0.002244668911335578	0.0018026137899954935	0	0.0013386880856760374	0
CLPS	0.006734006734006735	0.004055881027489861	0.022457067371202115	0.009370816599732261	0.20512820512820526
TBC1D22B	0.061728395061728454	0.05813429472735468	0.07397622192866576	0.09103078982597064	0.036437246963562736
ELOVL5	0.970819304152634	0.5831455610635432	0.7595772787318384	0.7255689424364143	0.46693657219973217
KCNK5	0.043771043771043794	0.04551599819738622	0.04623513870541611	0.03078982597054885	0.041835357624831294
TCTE1	0.002244668911335578	0.0018026137899954935	0.001321003963011889	0	0
HMGA1	0.4219977553310873	0.3298783235691753	0.3989431968295895	0.35475234270415	1.8191632928474957
RNF8	1.3265993265993337	0.6047769265434885	1.1730515191545603	0.8634538152610479	0.5236167341430523
CENPQ	0.029180695847362534	0.014420910319963951	0.030383091149273456	0.016064257028112445	0.05128205128205126
RUNX2	0.001122334455667789	0.0013519603424966202	0.0066050198150594455	0.0013386880856760374	0.002699055330634278
IP6K3	0	0.002253267237494367	0.002642007926023778	0	0.004048582995951417
CLPSL2	0.0033670033670033673	0.0013519603424966202	0.001321003963011889	0	0.005398110661268556
IRAK1BP1	0.22222222222222168	0.14330779630464072	0.18361955085865242	0.17670682730923673	0.2037786774628885
BICRAL	0.0864197530864197	0.06624605678233438	0.0885072655217966	0.08701472556894253	0.041835357624831294
BAK1	0.08529741863075194	0.0594862550698513	0.07926023778071337	0.09370816599732273	0.05802968960863695
B3GAT2	0.02469135802469137	0.023884632717440294	0.017173051519154554	0.028112449799196776	0.04183535762483129
SAYSD1	0.25701459034792307	0.13564668769716004	0.16908850726552163	0.1338688085676039	0.11875843454790816
DLK2	0.0729517396184063	0.04326273095989185	0.04095112285336855	0.05890227576974569	0.020242914979757085
CDC5L	0.45679012345678877	0.3997296079315024	0.40158520475561305	0.3493975903614458	0.6936572199730131
TJAP1	0.0830527497194164	0.06669671022983321	0.0858652575957728	0.09504685408299875	0.1025641025641025
PKHD1	0.001122334455667789	0	0.001321003963011889	0	0.008097165991902834
LGSN	0.0033670033670033673	9.013068949977468e-4	0.002642007926023778	0.002677376171352075	0.001349527665317139
SLC29A1	0.9046015712682347	0.6593059936908504	1.104359313077942	0.8326639892904985	0.3279352226720656
SDHAF4	0.057239057239057305	0.03244704821991889	0.06340819022457063	0.03748326639892905	0.048582995951416984
RIMS1	0.08080808080808077	0.04506534474988735	0.03698811096433289	0.046854082998661326	0.035087719298245605
MLIP	0	0.0013519603424966202	0.002642007926023778	0.0013386880856760374	0.001349527665317139
PHIP	1.0561167227833892	0.8972510139702526	1.1730515191545592	1.0829986613119205	1.3927125506072844
SLC35B2	0.15263748597081903	0.09148264984227092	0.18494055482166424	0.13788487282463197	0.18083670715249697
CYB5R4	0.18181818181818143	0.13023884632717359	0.17173051519154553	0.14591700133868818	0.11605937921727388
ME1	0.04713804713804718	0.06714736367733208	0.044914134742404216	0.04283801874163321	0.026990553306342775
PRIM2	0.019079685746352416	0.014420910319963951	0.02113606340819022	0.024096385542168666	0.13900134952766535
SPDEF	0.001122334455667789	0	0.001321003963011889	0	0.001349527665317139
LRFN2	0.23007856341189611	0.09328526363226639	0.050198150594451756	0.0428380187416332	0.041835357624831294
POU3F2	0.18742985409652047	0.03695358269490762	0.0898282694848085	0.07095046854083005	0.083670715249662575
CLPSL1	0	4.506534474988734e-4	0	0	0
RIPPLY2	0.052749719416386134	0.07165389815232077	0.056803170409511196	0.04953145917001341	0.018893387314439944
FGD2	0.002244668911335578	0.004055881027489861	0.007926023778071334	0.004016064257028112	0.004048582995951417
PIM1	0.01234567901234568	0.014871563767462825	0.009247027741083222	0.010709504685408298	0.08771929824561399
LYRM2	0.9910213243546542	0.7963046417305067	1.1056803170409544	0.934404283801879	0.8394062078272653
MRAP2	0.02244668911335579	0.006759801712483102	0.019815059445178335	0.014725568942436408	0.013495276653171392
