hgnc_symbol	unsorted_immature_beta	unsorted_ins_gfp	unsorted_ins_gfp_gcg_sst	unsorted_pancreatic_proj
TCEA3	0.15607985480943784	0.26618705035971185	0.13750000000000007	0.07977991746905096
B3GALNT2	0.31306715063520724	0.3183453237410066	0.3229166666666663	0.44291609353507616
HSPA6	0.0022686025408348454	0.00539568345323741	0.014583333333333334	0.0011004126547455295
FCGR2B	0.0117967332123412	0.06115107913669067	0.022916666666666665	0.010729023383768918
FCGR2A	0.0027223230490018143	0.010791366906474819	0.010416666666666666	0.006877579092159562
KCNA3	0.018148820326678767	0.07553956834532378	0.024999999999999998	0
KCNA2	0.010889292196007259	0.021582733812949638	0.02708333333333333	2.751031636863824e-4
ZBTB18	0.11705989110707841	0.16726618705035975	0.1437500000000001	0.13947730398899535
RUSC1	0.3139745916515411	0.46942446043165315	0.24791666666666665	0.07812929848693266
MSTO1	0.06624319419237765	0.21762589928057519	0.13958333333333348	0.08555708390646499
FDPS	0.9287658802177693	1.2464028776978369	1.122916666666667	0.7526822558459508
GPSM2	0.12976406533575355	0.17266187050359705	0.10000000000000009	0.2762035763411249
DYNLT4	0.003629764065335752	0.0035971223021582736	0.0020833333333333333	0.0016506189821182944
KCNK2	0.0063520871143375665	0	0	0.013204951856946362
C1orf43	0.9918330308529755	1.6618705035971155	1.3916666666666693	0.6770288858321943
NRDC	0.8352994555353738	1.050359712230212	0.8895833333333315	1.1826685006877538
RO60	0.5621597096188659	0.7122302158273358	0.664583333333332	0.7006877579092226
CASQ2	9.074410163339383e-4	0	0	0
SYT6	0.3879310344827561	0.16366906474820134	0.09166666666666673	0.02145804676753784
TSACC	0.0027223230490018143	0.00539568345323741	0	0.007702888583218709
CFAP57	0.008166969147005442	0.017985611510791363	0.012499999999999999	0.014305364511691891
EBNA1BP2	0.3348457350272209	0.4550359712230204	0.3874999999999995	0.47620357634112703
UBIAD1	0.1016333938294014	0.16007194244604306	0.11875000000000012	0.1092159559834939
WARS2	0.08348457350272255	0.1223021582733814	0.10000000000000009	0.11801925722145815
PACC1	0.10617059891107108	0.10791366906474828	0.07708333333333336	0.0869325997248969
MXRA8	0.014972776769509987	0.012589928057553955	0.024999999999999998	0.06272352132049523
FAM76A	0.18965517241379382	0.2482014388489204	0.21249999999999997	0.13590096286107253
GLRX2	0.14972776769510038	0.1924460431654674	0.16666666666666674	0.12104539202200836
ARHGEF11	0.3779491833030821	0.41187050359712124	0.3562499999999996	0.33122420907840244
USP33	0.632940108892911	0.6636690647481992	0.5958333333333322	0.5620357634112804
ADAM15	0.027223230490018128	0.05575539568345326	0.06041666666666666	0.020082530949105927
PUM1	1.2200544464609537	1.6510791366906403	1.4000000000000037	1.257771664374132
TNFRSF25	0.028130671506352064	0.026978417266187046	0.041666666666666664	0.0742778541953233
SEMA6C	0.06941923774954643	0.0845323741007195	0.07291666666666667	0.05942228335625865
MRPS21	1.1156987295825531	1.5899280575539505	1.381250000000004	1.3653370013754995
SLC5A9	0.03312159709618873	0.030575539568345314	0.0125	0.00357634112792297
RCOR3	0.5344827586206822	0.7535971223021558	0.6479166666666653	0.33012379642365597
C1orf194	0.028130671506352074	0.055755395683453265	0.07916666666666669	0.02530949105914719
ZCCHC17	0.40154264972776343	0.48381294964028654	0.37291666666666623	0.47647867950481365
POGK	0.22459165154265062	0.28237410071942376	0.2520833333333332	0.21237964236588416
BSDC1	0.5108892921960003	0.647482014388487	0.5458333333333324	0.31801925722145535
KLHDC8A	0.0068058076225045346	0.03956834532374101	0.008333333333333333	0
NEXN	0.07622504537205092	0.09532374100719432	0.06458333333333333	0.458046767537826
PAQR6	0.036751361161524505	0.06294964028776982	0.056249999999999994	0.044566712517193983
RGL1	0.29219600725952755	0.2733812949640282	0.11666666666666681	0.031086657496561233
FUBP1	0.8879310344827412	1.1043165467625857	0.862499999999998	1.217881705639607
EPS8L3	0.06261343012704187	0.05035971223021583	0.08750000000000006	0.00357634112792297
PATJ	0.7155172413792965	0.8273381294963997	0.6333333333333322	0.36671251719394565
PTBP2	0.3688747731397428	0.27877697841726556	0.2812499999999999	0.4222833562585964
ITGB3BP	0.1651542649727773	0.17805755395683445	0.20416666666666677	0.349931224209076
KCNC4	0.015426497277676957	0.03776978417266187	0.18750000000000006	0.002200825309491059
ATP2B4	0.43375680580761766	0.4532374100719415	0.5458333333333323	0.17881705639614645
MEAF6	0.8738656987295657	1.2697841726618653	1.1270833333333343	0.5532324621733157
C1orf232	0.010435571687840291	0.06654676258992807	0.00625	0.0016506189821182944
CD247	4.5372050816696913e-4	0	0	8.253094910591471e-4
PEX19	0.2227767695099828	0.2302158273381292	0.2895833333333332	0.15790921595598217
FUCA1	0.1774047186932856	0.3201438848920856	0.39791666666666603	0.11746905089408538
PPT1	0.4296733212341147	0.5197841726618689	0.5145833333333324	0.3502063273727625
PLEKHG5	0.019056261343012706	0.021582733812949634	0.014583333333333332	0.053920220082530994
RASAL2	0.2522686025408357	0.2949640287769777	0.320833333333333	0.29381017881705335
LGALS8	0.19192377495462867	0.37589928057553856	0.543749999999999	0.15928473177441427
CCNL2	0.5326678765880136	0.6816546762589905	0.6291666666666654	0.5689133425034412
MRPL20	1.1129764065335506	1.4496402877697783	1.4604166666666711	1.1562585969738643
VWA1	0.2627041742286757	0.48021582733812784	0.3874999999999995	0.11251719394773049
ATAD3C	0.055807622504537274	0.06474820143884895	0.07291666666666669	0.028060522696011024
ABCB10	0.16016333938294064	0.29676258992805704	0.46458333333333274	0.11471801925722155
URB2	0.04219600725952816	0.037769784172661865	0.05833333333333333	0.06354883081155438
TAF5L	0.1252268602540839	0.1636690647482013	0.1458333333333334	0.1251719394773041
RNF186	0.028584392014519035	0.05935251798561152	0.01875	0.001375515818431912
OTUD3	0.11978221415608024	0.17805755395683434	0.09583333333333341	0.1290233837689133
PLA2G2A	0	0	0	0.001375515818431912
KNCN	9.074410163339383e-4	0.0035971223021582736	0	0
MKNK1	0.25771324863883927	0.37589928057553845	0.3020833333333331	0.10839064649243475
MOB3C	0.03221415607985478	0.05935251798561154	0.06041666666666666	0.0173314993122421
ARTN	0.009528130671506351	0.026978417266187042	0.014583333333333332	0.0011004126547455295
IPO13	0.2391107078039937	0.3938848920863297	0.22499999999999992	0.06657496561210459
DPH2	0.058529945553539124	0.12050359712230226	0.09166666666666674	0.06685006877579097
ATP6V0B	2.5857531760435553	3.5161870503597212	3.3104166666666717	0.9147180192572361
CCDC24	0.18284936479128924	0.22302158273381262	0.19166666666666665	0.04841815680880334
SLC6A9	0.03629764065335752	0.07733812949640292	0.0375	0.06877579092159565
EPHX4	0.00453720508166969	0.007194244604316547	0.00625	0.007152682255845944
SETSIP	0.003629764065335752	0	0.004166666666666667	0.005502063273727648
FNDC10	0.041288566243194214	0.05035971223021583	0.03333333333333333	0.009078404401650622
MMP23B	0.003629764065335752	0	0	0.006602475928473179
SLC35E2B	0.7264065335753037	0.9388489208633056	0.8395833333333315	0.5975240715268251
CDK11A	0.06941923774954643	0.08273381294964034	0.09166666666666673	0.0918844566712518
NADK	0.2323049001814891	0.29676258992805693	0.3249999999999996	0.14167812929848628
GNB1	2.0830308529945163	2.931654676259002	2.4604166666666747	1.1477303988995866
CALML6	0	0.0017985611510791368	0.0020833333333333333	0
TMEM52	0.0013611615245009074	0	0	0.005502063273727648
CD1E	9.074410163339383e-4	0.0017985611510791368	0	0
DR1	0.3416515426497253	0.4550359712230203	0.4499999999999994	0.2858321870701479
MAPKAPK2	0.9682395644282942	0.8273381294964	0.522916666666666	0.19944979367262464
IL10	9.074410163339383e-4	0.0017985611510791368	0.004166666666666667	0.001375515818431912
FCMR	0.0027223230490018143	0	0.0020833333333333333	5.502063273727648e-4
C1orf116	0.13611615245009123	0.20683453237410046	0.1354166666666668	0.06657496561210459
PRMT6	0.31352087114337424	0.4550359712230202	0.3041666666666663	0.15818431911966854
SH3BGRL3	1.6710526315789098	1.8687050359712156	1.2770833333333353	0.8745529573590213
UBXN11	0.16560798548094438	0.14568345323741008	0.11250000000000013	0.13700137551581806
CD52	0.00907441016333938	0.0035971223021582736	0.13333333333333333	0
TINAGL1	0.006352087114337566	0.021582733812949634	0.0020833333333333333	0.0024759284731774413
PEF1	0.32758620689654977	0.4100719424460419	0.44166666666666604	0.2027510316368609
COL16A1	0.005444646098003628	0.01618705035971223	0.004166666666666667	0.0016506189821182944
ORC1	0.01134301270417423	0.010791366906474819	0.014583333333333332	0.049793672627235254
IL19	9.074410163339383e-4	0.0017985611510791368	0	8.253094910591471e-4
SDE2	0.1519963702359352	0.2032374100719421	0.16875000000000004	0.12544704264099046
H3-3A	14.909255898366567	17.892086330935253	15.362499999999997	25.310591471801885
ACBD3	0.7531760435571544	1.1546762589928012	0.8562499999999981	0.4627235213204937
MIXL1	0.0013611615245009074	0.010791366906474819	0.004166666666666667	0.0030261348005502058
DEGS1	0.2649727767695104	0.453237410071941	0.3541666666666663	0.1917469050894061
NVL	0.16606170598911132	0.15467625899280574	0.1541666666666667	0.16093535075653248
CNIH4	0.3997277676950956	0.6133093525179837	0.5062499999999993	0.7155433287482885
BMP8A	0.0068058076225045346	0.010791366906474819	0.004166666666666667	0.003301237964236588
HEYL	0.03312159709618873	0.0197841726618705	0.020833333333333332	0.1108665749656122
HPCAL4	0.0018148820326678765	0	0	2.751031636863824e-4
PABPC4	0.4233212341197777	0.5575539568345309	0.44999999999999934	1.0220082530949228
TARS2	0.07032667876588036	0.08633093525179862	0.08750000000000006	0.07180192572214586
ECM1	0.0018148820326678765	0.0017985611510791368	0.004166666666666667	0.0046767537826685
ENSA	1.1996370235934417	1.5989208633093455	1.316666666666669	0.7711141678129384
GOLPH3L	0.11025408348457384	0.1348920863309353	0.09791666666666674	0.14718019257221387
MCL1	0.7264065335753038	0.9082733812949609	1.0624999999999984	0.6990371389271047
ARF1	1.3039927404718403	1.9028776978417186	1.5937500000000064	1.1975240715268152
C1orf35	0.1914700544464617	0.2122302158273379	0.3041666666666666	0.2775790921595562
MRPL55	0.43738656987295343	0.5431654676258977	0.5229166666666658	0.3581843191196678
GJC2	0.010435571687840291	0.0035971223021582736	0.00625	0.033287482806052295
IBA57	0.04764065335753181	0.0665467625899281	0.09166666666666674	0.08363136176066031
TRIM11	0.12931034482758663	0.1510791366906475	0.15625000000000008	0.10618982118294369
TRIM17	0.0018148820326678765	0.0017985611510791368	0.0020833333333333333	0.0074277854195323265
H2AW	0.4999999999999942	0.8471223021582703	0.6104166666666656	0.20302613480054743
H2BU1	0.02722323049001813	0.021582733812949634	0.00625	0.00880330123796424
RNF187	0.5471869328493557	0.829136690647479	0.5958333333333321	0.32077028885831954
PPIH	0.17196007259528184	0.16906474820143874	0.17708333333333345	0.3562585969738625
YBX1	4.288566243194215	5.688848920863326	4.666666666666669	8.281155433287426
CLDN19	0.0117967332123412	0.0017985611510791368	0.010416666666666666	0.0082530949105914745
P3H1	0.3543557168784001	0.6546762589928037	0.5104166666666657	0.23026134800549855
C1orf50	0.07894736842105282	0.0899280575539569	0.07708333333333336	0.0459422283356259
STPG1	0.07350272232304915	0.08273381294964036	0.06041666666666666	0.05667125171939482
NIPAL3	0.26678765880217836	0.30755395683453163	0.2770833333333331	0.09408528198074285
RCAN3	1.4224137931034149	1.616906474820137	1.5979166666666706	0.3474552957358987
NCMAP	0.0176950998185118	0.0197841726618705	0.031249999999999997	0.005502063273727648
JUN	1.6805807622504312	2.442446043165466	3.1166666666666707	0.7419532324621771
ASH1L	1.4863883847549562	1.748201438848914	1.500000000000005	0.8390646492434777
WDR26	0.4759528130671445	0.6726618705035949	0.5604166666666658	0.3279229711141657
TXLNA	0.5707803992740377	0.7859712230215798	0.6208333333333321	0.3193947730398875
IQCC	0.02313974591651542	0.016187050359712227	0.024999999999999998	0.02558459422283358
TMEM234	0.11025408348457387	0.14388489208633096	0.09583333333333341	0.08363136176066031
FAM167B	0.018148820326678767	0.01438848920863309	0.010416666666666666	0.0066024759284731786
LCK	0.0031760435571687833	0.00539568345323741	0.0020833333333333333	0.004126547455295735
HDAC1	0.6578947368420929	0.8165467625899252	0.6583333333333322	0.5237964236588727
MARCKSL1	4.047640653357557	4.937050359712247	3.1000000000000054	9.006052269601064
TSSK3	0.01134301270417423	0.007194244604316547	0.012499999999999999	0.0066024759284731786
FAM229A	0.07577132486388401	0.07913669064748206	0.1062500000000001	0.048968363136176106
SLC16A4	0.033121597096188726	0.03237410071942445	0.024999999999999998	0.0696011004126548
EIF3I	0.3988203266787618	0.5377697841726601	0.5208333333333323	0.543328748280606
LAMTOR5	1.3017241379310065	1.6007194244604246	1.6500000000000064	1.3845942228335417
YTHDF2	0.8552631578947201	1.1312949640287724	1.033333333333332	1.0349381017881798
OPRD1	0.05580762250453729	0.10431654676259002	0.13958333333333345	0.040715268225584626
TMEM200B	0	0.0035971223021582736	0	0.011829436038514447
SRSF4	0.7499999999999865	0.9748201438848885	0.7833333333333318	1.0924346629986281
MECR	0.08303085299455557	0.11151079136690659	0.08750000000000005	0.10261348005502072
MTARC1	0.04854809437386577	0.08812949640287775	0.06875	0.1348005502063271
HLX	0	0	0	0.001375515818431912
MARK1	0.3085299455535382	0.49460431654676107	0.36041666666666605	0.2143053645116891
C1orf115	0.03629764065335752	0.04496402877697843	0.024999999999999998	0.0982118294360386
DARS2	0.08529945553539042	0.11510791366906485	0.056249999999999994	0.08775790921595605
ZBTB37	0.17695099818511859	0.2446043165467622	0.2041666666666666	0.17964236588720567
RC3H1	0.47413793103447693	0.5935251798561134	0.47291666666666576	0.44676753782668466
INKA2	0.18012704174228744	0.2643884892086326	0.1729166666666667	0.018982118294360396
KCND3	0.07214156079854821	0.05215827338129499	0.23958333333333331	0.012379642365887213
RAB7B	9.074410163339383e-4	0	0.0020833333333333333	0.001375515818431912
F11R	0.19147005444646176	0.30035971223021524	0.23958333333333326	0.0982118294360386
TSTD1	1.0435571687840093	1.2967625899280528	1.4729166666666715	0.5565337001375534
USF1	0.06941923774954643	0.07913669064748205	0.05416666666666666	0.06189821182943609
ARHGAP30	0	0	0	5.502063273727648e-4
NECTIN4	4.5372050816696913e-4	0.00539568345323741	0	0.001375515818431912
KLHDC9	0.08529945553539044	0.0989208633093526	0.06875	0.07042640990371395
PFDN2	0.8965517241379133	1.035971223021579	1.1333333333333335	0.7656121045392111
NIT1	0.17422867513611678	0.26798561151079087	0.2604166666666666	0.20192572214580204
DEDD	0.1379310344827591	0.20683453237410046	0.16458333333333341	0.13012379642365876
CTSE	0.0022686025408348454	0.0035971223021582736	0	0.013755158184319126
COQ8A	0.0027223230490018143	0.0017985611510791368	0	2.751031636863824e-4
AKIRIN1	0.8806715063520704	1.3561151079136635	1.3250000000000022	0.9788170563961637
NDUFS5	2.264519056261324	3.2500000000000093	2.862500000000009	3.1314993122420343
ENSG00000288674	0.0031760435571687833	0.0017985611510791368	0.0020833333333333333	0.003301237964236588
LRIF1	0.12749546279491875	0.12230215827338141	0.15208333333333335	0.12847317744154055
CEPT1	0.31578947368420907	0.285971223021582	0.2645833333333332	0.1488308115543321
DENND2D	0.09074410163339407	0.10251798561151088	0.06041666666666666	0.0066024759284731786
CHI3L2	9.074410163339383e-4	0	0	2.751031636863824e-4
DRAM2	0.26769509981851214	0.25539568345323704	0.22499999999999998	0.1576341127922959
ATP8B2	0.24773139745916614	0.4928057553956819	0.41666666666666596	0.13149931224209058
IL6R	0.12931034482758663	0.38309352517985523	0.4895833333333324	0.01623108665749657
SHE	0.007713248638838472	0.010791366906474819	0.012499999999999999	0.00880330123796424
PLA2G2C	0.014972776769509985	0.008992805755395683	0.014583333333333332	0.0046767537826685
UBXN10	0.04673321234119787	0.021582733812949634	0.05833333333333333	0.01815680880330125
SDHC	0.5889292196007169	0.8938848920863274	0.7312499999999985	0.7565337001375624
ARNT	0.21506352087114416	0.25719424460431617	0.24374999999999994	0.14305364511691832
PARP1	2.0349364791288167	2.2553956834532327	1.8000000000000074	2.1372764786794503
NDUFS2	0.529491833030845	0.6834532374100696	0.618749999999999	0.4861072902338372
PRDX1	1.116152450090727	1.3345323741007145	0.9729166666666647	2.7865199449793057
NASP	1.4528130671506108	1.338129496402873	1.2937500000000013	4.4398899587344856
CCDC17	0.00453720508166969	0.00539568345323741	0.0020833333333333333	0.0066024759284731786
GPBP1L1	0.3303085299455516	0.45503597122302025	0.39999999999999947	0.36258596973864987
TMEM69	0.1175136116152454	0.14928057553956836	0.12500000000000017	0.1944979367262699
SLC39A1	0.010435571687840291	0.008992805755395683	0.020833333333333332	0.0082530949105914745
CR1	0	0	0	0.0011004126547455295
GUK1	1.6710526315789074	2.3543165467625857	2.1729166666666733	1.0789546079779997
SERBP1	2.254083484573486	2.8956834532374165	2.8583333333333423	4.06244841815677
RFX5	0.06488203266787673	0.10611510791366915	0.07291666666666669	0.10949105914718028
MIER1	0.536297640653349	0.5809352517985594	0.5895833333333323	0.5276478679504818
SLC45A1	0.046279491833030914	0.06654676258992809	0.05833333333333333	0.00357634112792297
KIF17	0.007713248638838472	0	0.014583333333333332	0.003301237964236588
PPIAL4G	0	0	0	8.253094910591471e-4
WDR47	0.14519056261343063	0.1690647482014387	0.13125000000000012	0.04951856946354887
ZNF669	0.07304900181488219	0.10611510791366915	0.07708333333333336	0.08748280605226967
SSX2IP	0.40562613430126676	0.730215827338127	0.797916666666665	0.48335625859697323
TOR1AIP2	0.6070780399273944	0.8956834532374066	0.7937499999999981	0.4940852819807424
UCHL5	0.22232304900181574	0.3237410071942439	0.28333333333333316	0.1994497936726244
SMIM1	0.044464609800363014	0.11870503597122314	0.16666666666666666	0.04181568088033016
RNF19B	0.11705989110707844	0.16007194244604311	0.12500000000000014	0.026960110041265493
C1orf162	0.0027223230490018143	0.0035971223021582736	0.0020833333333333333	0.002200825309491059
GMEB1	0.15517241379310398	0.2194244604316543	0.17499999999999996	0.18294360385144223
CEP85	0.07259528130671519	0.10251798561151088	0.04791666666666666	0.05144429160935355
CC2D1B	0.2009981851179681	0.2751798561151074	0.302083333333333	0.10316368638239348
DAB1	0.12341197822141596	0.22482014388489185	0.28541666666666643	0.04181568088033016
LRRC8B	0.1252268602540839	0.1852517985611509	0.16666666666666674	0.15433287482805946
BTBD8	0.06896551724137946	0.16366906474820134	0.11041666666666677	0.10343878954607987
ZC3H11A	0.005898366606170597	0.01438848920863309	0.004166666666666667	0.005777166437414031
IFI16	0.00998185117967332	0.008992805755395683	0.016666666666666666	0.057221458046767586
RGS4	0.29446460980036243	1.338129496402874	1.964583333333341	0.12984869325997248
CAP1	1.1361161524500665	1.6420863309352451	1.314583333333336	0.7614855570839149
ACOT7	0.1510889292196012	0.17805755395683442	0.19999999999999996	0.13975240715268183
TOR1AIP1	0.2214156079854818	0.2931654676258987	0.3020833333333331	0.13920220082530904
HSPB11	0.4627949183303032	0.5197841726618692	0.5499999999999992	0.4704264099037121
SDF4	0.45780399274046585	0.6870503597122278	0.7145833333333318	0.41265474552957293
EPHB2	0.1941923774954635	0.1726618705035971	0.21249999999999997	0.20605226960109752
TMCO1	0.9809437386569697	1.4172661870503542	1.3479166666666693	0.8698762035763534
NBPF3	0.01724137931034483	0.02338129496402877	0.014583333333333332	0.012379642365887214
CDK11B	0.09618874773139774	0.10971223021582742	0.11458333333333345	0.14112792297111354
ACOT11	0.1442831215970967	0.13669064748201445	0.1729166666666667	0.035488308115543356
AKR1A1	0.5716878402903719	0.9082733812949612	0.7291666666666653	0.8008253094910687
KCNT2	0.17921960072595347	0.2643884892086326	0.26666666666666644	0.09601100412654753
CTSK	0.04718693284936483	0.07374100719424465	0.07083333333333335	0.032187070151306764
EPB41	0.5054446460979974	0.48021582733812834	0.42916666666666603	0.774690508940863
AK2	0.3439201451905602	0.424460431654675	0.5291666666666658	0.4363136176066011
AZIN2	0.0335753176043557	0.026978417266187042	0.041666666666666664	0.026134800550206345
TRIM62	0.025408348457350256	0.0197841726618705	0.02708333333333333	0.010729023383768918
CTSS	0.006805807622504535	0.021582733812949634	0.016666666666666666	0.011279229711141684
LIN9	0.030852994555353883	0.05035971223021583	0.041666666666666664	0.0902338376891335
RBMXL1	0.12931034482758663	0.17625899280575522	0.14166666666666675	0.14057771664374083
GBP3	0	0.0035971223021582736	0	0.001375515818431912
GBP1	0	0	0	0.0024759284731774413
GBP2	9.074410163339383e-4	0.00539568345323741	0.0020833333333333333	2.751031636863824e-4
GBP4	4.5372050816696913e-4	0	0.0020833333333333333	0.0024759284731774413
AHDC1	0.36116152450090405	0.46043165467625763	0.314583333333333	0.1425034387895455
IFI6	4.551724137931064	9.064748201438858	6.4916666666666645	1.3427785419532163
IFI44L	4.5372050816696913e-4	0	0.0020833333333333333	0.011829436038514447
CYB561D1	0.18330308529945624	0.2823741007194239	0.2520833333333332	0.040440165061898244
AMIGO1	0.06533575317604368	0.10971223021582743	0.07916666666666668	0.015680880330123805
GNAI3	0.640653357531748	0.8075539568345296	0.6833333333333321	0.6720770288858379
GSTM4	0.04310344827586209	0.03776978417266187	0.06249999999999999	0.05777166437414035
GNAT2	0	0.00539568345323741	0	8.253094910591471e-4
PTGS2	4.5372050816696913e-4	0	0	2.751031636863824e-4
DDAH1	0.20689655172413873	0.17446043165467615	0.3208333333333331	0.06877579092159565
SLC16A1	0.0989110707803995	0.15827338129496402	0.1187500000000001	0.42338376891334123
NGF	0.008166969147005442	0.016187050359712227	0.008333333333333333	0.031361760660247616
NOC2L	0.3352994555353881	0.41726618705035845	0.39374999999999954	0.2742778541953194
KLHL17	0.02404718693284935	0.05035971223021584	0.049999999999999996	0.01953232462173316
PLEKHN1	9.074410163339383e-4	0	0.0020833333333333333	8.253094910591471e-4
PERM1	0	0.0017985611510791368	0	0
HES4	0.2332123411978229	0.17086330935251795	0.1979166666666667	0.7554332874828115
ISG15	0.32577132486388344	0.278776978417266	0.33333333333333304	0.4412654745529559
AGRN	0.123411978221416	0.1654676258992805	0.19374999999999998	0.22145804676753447
MRPL37	0.269056261343013	0.34712230215827256	0.3354166666666662	0.2995873452544672
SSBP3	0.8906533575317443	1.0125899280575503	0.702083333333332	0.7042640990371472
COG2	0.2731397459165154	0.3830935251798553	0.3416666666666663	0.29903713892709477
CAPN9	0.021778584392014515	0.021582733812949634	0.01875	0.08033012379642372
C1orf198	0.11479128856624354	0.18165467625899265	0.1291666666666668	0.22420907840439802
AGT	0.1715063520871149	1.2949640287769757	2.222916666666673	0.12654745529573594
IFI44	0	0.00539568345323741	0	8.253094910591471e-4
UBE2Q1	0.7164246823956306	0.9730215827338091	0.7624999999999985	0.4269601100412651
CHRNB2	0.2096188747731406	0.23201438848920833	0.15625000000000006	0.010178817056396153
ADAR	1.2241379310344542	1.5053956834532314	1.393750000000003	0.8167812929848789
ATPAF1	0.3711433756805775	0.465827338129495	0.5520833333333324	0.4016506189821176
TEX38	0.0027223230490018143	0.00539568345323741	0.00625	0.001375515818431912
EFCAB14	0.470508166969141	0.6348920863309331	0.5354166666666659	0.3790921595598341
PSEN2	0.018602540834845735	0.04316546762589929	0.020833333333333332	0.015680880330123805
FCRLA	4.5372050816696913e-4	0	0.0020833333333333333	0
FCRLB	0.015426497277676959	0.06294964028776982	0.02708333333333333	0.0082530949105914745
DUSP12	0.16424682395644344	0.2535971223021579	0.18125	0.20660247592847023
TRAF5	0.01225045372050817	0.007194244604316547	0.008333333333333333	0.011554332874828065
SLC30A1	0.24410163339383037	0.3597122302158264	0.2541666666666666	0.12132049518569474
RD3	0	0.0035971223021582736	0.0020833333333333333	5.502063273727648e-4
ATF6	0.5621597096188664	0.7625899280575511	0.5937499999999991	0.4412654745529563
ACADM	0.6274954627949074	0.8723021582733781	0.8083333333333316	0.724071526822567
RABGGTB	0.31941923774954434	0.4586330935251783	0.4458333333333327	0.2244841815680842
MSH4	0	0	0.0020833333333333333	5.502063273727648e-4
DENND1B	0.2250453720508176	0.3830935251798552	0.3166666666666664	0.16588720770288715
CRB1	0.0063520871143375665	0	0.008333333333333333	0.0011004126547455295
MPL	0.01724137931034483	0.007194244604316547	0.014583333333333332	0.004401650618982117
CDC20	0.060344827586206906	0.06474820143884892	0.06458333333333333	0.18184319119669734
ELOVL1	0.22640653357531854	0.3345323741007186	0.3354166666666665	0.10426409903713901
MED8	0.35435571687839995	0.5341726618705017	0.4374999999999993	0.337001375515816
AMPD2	0.31987295825771156	0.5377697841726602	0.4145833333333327	0.11114167812929858
ASPM	0.1361161524500909	0.1636690647482014	0.19583333333333333	0.5526822558459421
AKT3	0.7676950998184979	1.026978417266183	0.6791666666666656	0.17303988995873293
C1orf174	0.12704174228675175	0.17985611510791344	0.15416666666666673	0.22503438789545727
MEF2D	0.18194192377495533	0.2410071942446039	0.2312499999999999	0.06987620357634118
IQGAP3	0.015880217785843927	0.023381294964028777	0.008333333333333333	0.05364511691884461
NAXE	0.7209618874772995	0.9100719424460397	1.0999999999999992	0.5314993122420928
GPATCH4	0.25136116152450183	0.3327338129496395	0.19999999999999998	0.35488308115543155
HAPLN2	4.5372050816696913e-4	0.0035971223021582736	0	2.751031636863824e-4
BCAN	0.0022686025408348454	0	0	5.502063273727648e-4
NES	0.2395644283121604	0.17625899280575535	0.1729166666666667	1.2707015130673922
CRABP2	0.02858439201451905	0.019784172661870505	0.010416666666666666	0.10508940852819816
ISG20L2	0.20145190562613507	0.26438848920863256	0.29166666666666635	0.19119669876203335
RRNAD1	0.09301270417422894	0.10611510791366915	0.13958333333333342	0.08583218707015138
MRPL24	0.12068965517241417	0.16726618705035962	0.1375000000000001	0.09903713892709774
HDGF	0.9555353901996184	1.15647482014388	0.8833333333333314	1.178541953232457
PRCC	0.2940108892921955	0.42086330935251665	0.32916666666666644	0.27620357634112414
SH2D2A	0.0022686025408348454	0.0017985611510791368	0	0.0011004126547455295
RNF11	0.6615245009074283	0.9676258992805715	0.7124999999999985	0.29683631361760315
EPS15	0.5140653357531684	0.6888489208633071	0.6749999999999985	0.23933975240714847
C1orf159	0.025408348457350263	0.03237410071942445	0.01875	0.04704264099037143
TTC39A	0.43239564428311755	0.7050359712230192	0.7187499999999987	0.032187070151306764
SAMD11	0.03402903811252267	0.1492805755395683	0.041666666666666664	0.004676753782668501
MFSD14A	0.015426497277676959	0.0197841726618705	0.014583333333333332	0.008528198074277857
SASS6	0.09301270417422892	0.07194244604316552	0.09791666666666674	0.17579092159559664
TRMT13	0.1964609800362984	0.2338129496402874	0.18541666666666665	0.2341127922971074
LRRC39	0.0018148820326678765	0.010791366906474819	0.012499999999999999	0.0038514442916093524
DBT	0.3865698729582539	0.5269784172661853	0.39166666666666616	0.22943603851443917
RTCA	0.26860254083484597	0.395683453237409	0.3437499999999998	0.19422283356258327
KHDRBS1	1.7608892921959722	2.13669064748201	1.7875000000000065	3.0855570839064015
TMEM39B	0.1111615245009078	0.12949640287769795	0.10416666666666677	0.09986244841815689
KPNA6	0.8865698729582389	1.2248201438848871	0.9666666666666643	0.3774415405777149
CCDC28B	1.205989110707779	1.5323741007194187	1.212500000000001	0.30178817056395835
DDX20	0.12976406533575363	0.15287769784172658	0.12708333333333346	0.14030261348005457
RPL5	7.972776769510002	10.613309352518005	10.104166666666657	21.924621733149866
DIPK1A	0.029491833030852968	0.04496402877697843	0.056249999999999994	0.03301237964236591
MTF2	0.5866606170598818	0.7356115107913646	0.6729166666666654	0.8968363136176206
SH2D5	4.5372050816696913e-4	0	0.0020833333333333333	0.0027510316368638235
HP1BP3	1.4047186932849076	1.7733812949640213	1.4229166666666706	1.8759284731774013
ECE1	0.5176950998185054	0.5377697841726605	0.485416666666666	0.8445667125172037
SUSD4	0.1851179673321241	0.3327338129496396	0.13333333333333344	0.03988995873452548
CCDC185	0	0	0.0020833333333333333	5.502063273727648e-4
LRRIQ3	0.009981851179673321	0.010791366906474819	0.020833333333333332	0.00880330123796424
