hgnc_gene_id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
METTL4	0.040588057	0.024377942	0.065	0.048	1
GLRA1	0.005313125	0.024368967	0.032	0.016	1
ETV5	0.064021508	0.024363551	0.077	0.061	1
TRADD	0.047479945	0.024360508	0.067	0.051	1
POLD3	0.02441707	0.024358962	0.062	0.044	1
ANKRD34C	9.31882337237688E-05	0.024355101	0.017	0	1
AC007114.2	9.78529796174061E-05	0.024355101	0.017	0	1
INHBA-AS1	0.000107895	0.024355101	0.017	0	1
SUDS3	0.116248351	0.024325653	0.2	0.178	1
AP001269.4	9.47177188924431E-05	0.024307746	0.017	0	1
MAMDC2-AS1	0.000101091	0.024307746	0.017	0	1
AC007663.3	9.02027081025795E-05	0.024260389	0.017	0	1
THYN1	0.065815429	0.024220931	0.217	0.189	1
LINC00535	9.94575261033016E-05	0.024165671	0.017	0	1
ITPRIPL2	0.040563593	0.024095773	0.06	0.044	1
DDX31	0.016847319	0.024089769	0.05	0.033	1
AC010226.1	0.000101089	0.024070947	0.017	0	1
AC109826.1	0.000104436	0.024070947	0.017	0	1
AC103706.1	0.000117045	0.024070947	0.016	0	1
ALDH18A1	0.061073078	0.024009373	0.123	0.102	1
LPAR6	0.00253999	0.023992321	0.026	0.01	1
AL592183.1	0.000101088	0.023976217	0.017	0	1
LINC00877	0.000106148	0.02388148	0.017	0	1
AC092140.1	0.000106148	0.02388148	0.017	0	1
SOCS1	0.000243766	0.02388148	0.015	0	1
HEMK1	0.048777951	0.023860896	0.062	0.046	1
HABP4	0.158098119	0.023842723	0.213	0.192	1
SYK	0.011033436	0.023835251	0.041	0.024	1
CDKL3	0.006921885	0.023801012	0.033	0.017	1
AL390728.6	0.000120919	0.023786737	0.016	0	1
C6orf226	0.063083402	0.023757014	0.212	0.184	1
AC096677.1	0.000113292	0.023739364	0.016	0	1
WDR66	0.000118964	0.023739364	0.016	0	1
SMUG1	0.144412867	0.023718527	0.121	0.105	1
KCTD18	0.034116844	0.023653072	0.053	0.037	1
CTRB1	0.000122903	0.023644612	0.016	0	1
AL023284.4	0.000122903	0.023644612	0.016	0	1
NAALADL2	0.000124921	0.023644612	0.016	0	1
AC023300.2	0.000221031	0.023644612	0.015	0	1
AREG	0.00125506	0.023644612	0.012	0	1
FXYD3	0.01700763	0.023636637	0.031	0.017	1
FRMD6-AS1	0.000115151	0.023597233	0.016	0	1
AL137785.1	0.000120917	0.023597233	0.016	0	1
TIAM1	0.142413154	0.023553333	0.125	0.109	1
MALINC1	0.000120917	0.023549853	0.016	0	1
ERICH6-AS1	0.000126972	0.023502472	0.016	0	1
C15orf59	0.000135522	0.023455089	0.016	0	1
PMEPA1	0.003136099	0.023449496	0.041	0.021	1
STARD4-AS1	0.000124919	0.023407704	0.016	0	1
PIK3C2G	0.002459772	0.023398575	0.023	0.008	1
CHKB-DT	0.000131176	0.023360318	0.016	0	1
FOXQ1	0.000193981	0.023360318	0.015	0	1
CENPQ	0.013746485	0.023349403	0.044	0.027	1
DDX58	0.015827284	0.023342268	0.038	0.022	1
AL359764.1	0.000170254	0.02331293	0.016	0	1
ACSL1	0.010438137	0.023277569	0.117	0.089	1
MORF4L2-AS1	0.00013552	0.023265541	0.016	0	1
TTC23	0.001301302	0.023265383	0.023	0.007	1
AC079174.2	0.000135519	0.02321815	0.016	0	1
ATP5PO	0.401750201	0.023211899	0.561	0.545	1
KCNK6	0.016871971	0.02312571	0.035	0.02	1
AC099568.2	0.000151894	0.023123364	0.016	0	1
RAD50	0.038512269	0.023104745	0.053	0.037	1
ZNF585B	0.004610605	0.023085795	0.028	0.012	1
OVOL2	0.004946428	0.023078173	0.03	0.013	1
AC004130.1	0.000156927	0.023075969	0.016	0	1
RBP7	0.000159505	0.023075969	0.016	0	1
AC004556.1	0.000173053	0.023075969	0.016	0	1
CD274	0.000159504	0.022981173	0.016	0	1
PLA2G4A	0.000181727	0.022981173	0.015	0	1
HSPB9	0.003477646	0.022960317	0.026	0.01	1
PTGFRN	0.003490437	0.022941854	0.042	0.022	1
JMJD1C-AS1	0.000154388	0.022933773	0.016	0	1
HMGN3-AS1	0.000167498	0.022933773	0.016	0	1
RBM23	0.054481444	0.022926313	0.224	0.195	1
NRG2	0.00017305	0.022886371	0.016	0	1
CFAP53	0.008452371	0.022876314	0.031	0.016	1
LIFR-AS1	0.000151891	0.022838968	0.016	0	1
MOB3B	0.000170251	0.022838968	0.016	0	1
ETNK2	0.071642125	0.022838364	0.072	0.056	1
PCSK9	0.003680521	0.022819532	0.026	0.01	1
FAM169A	0.032419904	0.022806088	0.083	0.063	1
AL080276.2	0.00015189	0.022791563	0.016	0	1
FGL1	0.000207054	0.022791563	0.015	0	1
NYAP2	0.002416509	0.022779909	0.025	0.009	1
EIF3J	0.21116069	0.022777554	0.261	0.242	1
CCDC93	0.150960394	0.022770667	0.102	0.088	1
AL138966.2	0.000162123	0.022744157	0.016	0	1
LIX1L-AS1	0.000167497	0.022744157	0.016	0	1
CLNS1A	0.184725928	0.022735054	0.253	0.233	1
ZNF563	0.006213162	0.022732461	0.039	0.021	1
CDKN1B	0.170392632	0.022719196	0.166	0.148	1
PARP10	0.006653414	0.022696801	0.03	0.015	1
AC096733.2	0.000159501	0.022649339	0.016	0	1
TMSB15B-1	0.000170249	0.022649339	0.016	0	1
RNFT1	0.041915008	0.022510488	0.052	0.037	1
EPHA1-AS1	0.00017589	0.022507101	0.016	0	1
TM4SF1	0.006924049	0.022500862	0.029	0.013	1
CASP7	0.003387439	0.02249098	0.026	0.01	1
HNRNPA1P48	0.001238946	0.022424758	0.021	0.006	1
PNO1	0.154711728	0.022412411	0.126	0.11	1
AC120053.1	0.000175889	0.022412268	0.016	0	1
CTSH	0.003133698	0.022403987	0.024	0.009	1
NAV2-AS3	0.00017878	0.022364849	0.016	0	1
TMEM147-AS1	0.000181719	0.022364849	0.015	0	1
GINS3	0.000200402	0.022364849	0.015	0	1
ENOX2	0.096895603	0.022332047	0.073	0.058	1
AC106791.1	0.000181719	0.022317429	0.015	0	1
AL139289.2	0.000184707	0.022317429	0.015	0	1
AKAP3	0.000210448	0.022270007	0.015	0	1
RNF13	0.127110003	0.02222618	0.324	0.297	1
AC018558.2	0.000221011	0.022222583	0.015	0	1
AP000911.1	0.000316533	0.022222583	0.014	0	1
TMEM216	0.06205676	0.022197188	0.059	0.044	1
LYSMD3	0.328253171	0.022193015	0.108	0.099	1
PRDM5	0.007995742	0.022156355	0.034	0.018	1
SLCO1A2	0.01149323	0.022109816	0.033	0.018	1
ARSE	0.000217431	0.022080303	0.015	0	1
MPPE1	0.083472401	0.022056394	0.106	0.088	1
RIIAD1	0.073923218	0.022046297	0.083	0.066	1
TIGD7	0.008195508	0.022042475	0.03	0.015	1
HAUS5	0.000203693	0.021985442	0.015	0	1
LINC00649	0.000243745	0.021985442	0.015	0	1
CDC14B	0.071171643	0.021984326	0.063	0.048	1
AC132872.1	0.000210447	0.021843139	0.015	0	1
HSD17B8	0.090694205	0.021810626	0.11	0.092	1
AC005837.3	0.000251832	0.021795701	0.015	0	1
CNMD	0.000291703	0.021795701	0.015	0	1
TEAD4	0.000217426	0.021748262	0.015	0	1
ERI1	0.035640507	0.021745021	0.049	0.034	1
RTF2	0.202259583	0.021712474	0.439	0.412	1
THAP2	0.216112395	0.021699743	0.095	0.083	1
DMGDH	0.000239793	0.021653379	0.015	0	1
UFSP2	0.299657567	0.021623114	0.175	0.163	1
AC084018.2	0.000239792	0.021605936	0.015	0	1
BATF3	0.000273251	0.021605936	0.015	0	1
FBXL8	0.03046614	0.021584109	0.054	0.037	1
CENPH	0.000239792	0.02155849	0.015	0	1
GAD1	0.012838651	0.021551227	0.033	0.018	1
DHODH	0.018063794	0.021539459	0.036	0.021	1
UPF2	0.139202806	0.021527519	0.163	0.144	1
LRP2BP	0.026367964	0.021521905	0.039	0.025	1
CHAC1	0.083662747	0.021514905	0.071	0.056	1
BTN3A1	0.003296449	0.021498984	0.026	0.01	1
MAEL	0.00030635	0.021463595	0.014	0	1
NRSN2-AS1	0.000239789	0.021416145	0.015	0	1
AC106739.1	0.000251825	0.021416145	0.015	0	1
WDR5B	0.035589044	0.02139513	0.046	0.031	1
TIMM8A	0.065185357	0.021390271	0.056	0.042	1
TMX2	0.134986343	0.02133356	0.266	0.242	1
LINC01902	0.000311394	0.02132124	0.014	0	1
PCF11-AS1	0.000268819	0.021273785	0.015	0	1
LYPLAL1	0.070387146	0.021260566	0.207	0.181	1
PUS3	0.22578158	0.021220594	0.124	0.111	1
ZC3H12A	0.000296496	0.021131412	0.014	0	1
AC090192.2	0.000525594	0.021131412	0.013	0	1
AC022364.1	0.00029169	0.021083951	0.015	0	1
PART1	0.000360735	0.021083951	0.014	0	1
ADPRM	0.025559429	0.021064123	0.038	0.024	1
LMNTD1	0.000301378	0.021036488	0.014	0	1
LINC00992	0.000301378	0.021036488	0.014	0	1
COPZ2	0.000301378	0.021036488	0.014	0	1
TSPAN8	0.000650398	0.021036488	0.013	0	1
HECA	0.019713414	0.021001941	0.042	0.026	1
RNF146	0.161473573	0.020992644	0.18	0.162	1
IFIT2	0.00160941	0.020956957	0.021	0.006	1
ENAM	0.004567106	0.020946363	0.023	0.009	1
C1RL-AS1	0.000296491	0.020894091	0.014	0	1
SHISA6	0.004204979	0.020862657	0.02	0.007	1
FDX2	0.069677598	0.020848466	0.054	0.04	1
FAM111A	0.003279816	0.020847097	0.024	0.009	1
S100Z	0.000301374	0.020846622	0.014	0	1
SNRPB2	0.081321329	0.020836781	0.333	0.301	1
PRIMPOL	0.033758653	0.020817051	0.041	0.027	1
EEPD1	0.015222525	0.020816286	0.031	0.017	1
AP001453.2	0.000349127	0.020799152	0.014	0	1
PHF7	0.051402456	0.020781955	0.049	0.035	1
MACC1	0.024539381	0.020729554	0.04	0.025	1
RNLS	0.031579781	0.020729554	0.04	0.026	1
ABCA2	0.097352055	0.02072782	0.09	0.074	1
THTPA	0.127139872	0.020709513	0.124	0.107	1
F2RL1	0.000343464	0.020704207	0.014	0	1
KDM4D	0.00035488	0.020704207	0.014	0	1
ETS1	0.098571242	0.020697009	0.057	0.044	1
KLLN	0.002328791	0.020631828	0.02	0.006	1
AC104667.2	0.000327026	0.020609255	0.014	0	1
AC084036.1	0.000337893	0.020609255	0.014	0	1
CYP51A1-AS1	0.000343462	0.020609255	0.014	0	1
SNAI3-AS1	0.000337892	0.020561777	0.014	0	1
BCL2L11	0.020770367	0.020534927	0.041	0.026	1
B3GALT5-AS1	0.000354876	0.020514297	0.014	0	1
AC010331.1	0.000332412	0.020466816	0.014	0	1
MYOF	0.000385109	0.020466816	0.014	0	1
BTC	0.010538628	0.020456878	0.028	0.013	1
GABARAP	0.05437347	0.020456167	0.05	0.036	1
AL606807.1	0.000683178	0.020419333	0.013	0	1
FAM104B	0.32658862	0.020295619	0.152	0.14	1
AC005070.3	0.000372712	0.020276875	0.014	0	1
C1orf56	0.228027999	0.020265472	0.117	0.104	1
ANKRD34C-AS1	0.000378856	0.020229386	0.014	0	1
AL022323.4	0.000385104	0.020229386	0.014	0	1
HIST1H4H	0.000397909	0.020229386	0.014	0	1
PIM1	0.010511312	0.020227069	0.026	0.012	1
PRSS22	0.101831788	0.020192302	0.058	0.045	1
C17orf107	0.00037271	0.020181895	0.014	0	1
AC015813.1	0.000404471	0.020181895	0.014	0	1
AC245297.2	0.000378854	0.020134403	0.014	0	1
ISPD	0.000404469	0.020086909	0.014	0	1
HIST2H2BF	0.000411141	0.020086909	0.014	0	1
AC231981.1	0.000385099	0.020039414	0.014	0	1
LINC01535	0.000404468	0.020039414	0.014	0	1
AC093297.2	0.00041114	0.020039414	0.014	0	1
ATP6V0E2-AS1	0.000391448	0.019991917	0.014	0	1
ZNF717	0.059507245	0.019960045	0.047	0.034	1
ST7-AS1	0.000417918	0.019896919	0.014	0	1
TSC22D1-AS1	0.000453552	0.019849417	0.014	0	1
SPHK1	0.000561162	0.019849417	0.013	0	1
AC004233.3	0.000446187	0.019801914	0.014	0	1
COLEC12	0.003023509	0.019781767	0.019	0.006	1
AL117332.1	0.000438943	0.019754409	0.014	0	1
CITED2	0.393622604	0.019738708	0.168	0.157	1
TIPARP-AS1	0.000446185	0.019706903	0.014	0	1
HIST1H2AE	0.000579857	0.019706903	0.013	0	1
LAMP3	0.000672057	0.019706903	0.013	0	1
SPR	0.178718245	0.019663835	0.092	0.079	1
Z98752.4	0.000468641	0.019659395	0.014	0	1
F8	0.006448393	0.019628532	0.023	0.009	1
TSHZ3	0.075777812	0.019588406	0.074	0.058	1
AC112220.4	0.000484237	0.019516862	0.013	0	1
AC002451.1	0.000534239	0.019516862	0.013	0	1
AC093901.1	0.000570427	0.019516862	0.013	0	1
AC016588.2	0.000484236	0.019469348	0.013	0	1
VDR	0.00049223	0.019469348	0.013	0	1
AC004982.2	0.00050862	0.019469348	0.013	0	1
PITHD1	0.830428824	0.01942126	0.31	0.31	1
CDADC1	0.066778127	0.019402186	0.063	0.048	1
SLC2A10	0.015744257	0.019332006	0.027	0.013	1
AC127070.2	0.000492226	0.019326796	0.013	0	1
BX284668.5	0.000500354	0.019326796	0.013	0	1
NR4A3	0.038178635	0.019314707	0.03	0.018	1
SAR1B	0.305957089	0.01926547	0.464	0.44	1
AL358216.1	0.000534231	0.019231754	0.013	0	1
AC005837.1	0.000570419	0.019231754	0.013	0	1
MORF4L2	0.735353282	0.019229696	0.632	0.617	1
SHLD1	0.062599327	0.019208249	0.052	0.038	1
AC079610.2	0.00053423	0.01918423	0.013	0	1
RELB	0.031662225	0.01916498	0.035	0.021	1
MRPL16	0.174739259	0.01916023	0.129	0.113	1
SLC46A3	0.177119956	0.019150701	0.071	0.059	1
PANO1	0.000570416	0.019136705	0.013	0	1
RPH3A	0.000964503	0.019136705	0.012	0	1
REPS2	0.036835367	0.019102513	0.041	0.027	1
PODN	0.000609067	0.019089178	0.013	0	1
GHDC	0.105244786	0.01908134	0.08	0.065	1
KXD1	0.395906513	0.019041782	0.209	0.198	1
AIG1	0.091557881	0.019021813	0.386	0.348	1
AC106869.1	0.000552019	0.01899412	0.013	0	1
ZNF324	0.239580904	0.018959165	0.122	0.109	1
AC040970.1	0.000672036	0.018851522	0.013	0	1
ZNHIT3	0.460355933	0.018774883	0.238	0.228	1
FOXP4-AS1	0.000661099	0.018756448	0.013	0	1
AC005082.1	0.000694448	0.018756448	0.013	0	1
WHRN	0.033244456	0.018749396	0.034	0.021	1
MMP7	0.001136911	0.018708909	0.012	0	1
PDGFRL	0.05421754	0.018686384	0.041	0.028	1
LINC00342	0.000629356	0.018661368	0.013	0	1
CASC1	0.000672027	0.018661368	0.013	0	1
PLD6	0.00063976	0.018613826	0.013	0	1
AC021054.1	0.000650339	0.018613826	0.013	0	1
MAP1LC3B2	0.022960116	0.018578957	0.027	0.015	1
AL590560.2	0.000661092	0.018566282	0.013	0	1
AC016717.2	0.000672024	0.018566282	0.013	0	1
PAQR3	0.100181838	0.01852976	0.048	0.036	1
COPS5	0.125837709	0.018526526	0.294	0.268	1
C2CD6	0.00069444	0.018518737	0.013	0	1
RFC2	0.076099636	0.018471497	0.054	0.04	1
FAM111A-DT	0.000717605	0.018423641	0.013	0	1
ALG13	0.082620788	0.018420733	0.191	0.166	1
MPP7	0.079671646	0.018404062	0.042	0.03	1
PRPH2	0.005012504	0.018403754	0.022	0.008	1
TAP2	0.027861799	0.01838664	0.029	0.017	1
UBE2Q2L	0.000683134	0.018376091	0.013	0	1
RUNX1	0.000753822	0.018376091	0.013	0	1
PSMC5	0.132053048	0.018348679	0.642	0.595	1
AC016745.2	0.000729475	0.018328539	0.013	0	1
CASP8	0.000778979	0.018328539	0.013	0	1
RASSF1-AS1	0.000778982	0.018328539	0.013	0	1
SPRY2	0.039294136	0.018288475	0.031	0.019	1
AP001267.3	0.000717599	0.018280986	0.013	0	1
LPAR4	0.000766296	0.018280986	0.013	0	1
PNLIP	0.000948733	0.018280986	0.012	0	1
ZFP62	0.080562729	0.018273865	0.083	0.066	1
AC068987.5	0.000818317	0.018233431	0.012	0	1
ALKBH3	0.231929968	0.018208302	0.115	0.102	1
AC005332.6	0.000778977	0.018185875	0.013	0	1
ZNF138	0.13350187	0.018169803	0.068	0.055	1
RBCK1	0.552182516	0.018166594	0.316	0.306	1
NPIPB15	0.016723146	0.018161516	0.025	0.012	1
PID1	0.000903091	0.018138317	0.012	0	1
KATNA1	0.161450777	0.018126832	0.067	0.055	1
CCDC86	0.178293576	0.018108448	0.076	0.064	1
AL590399.1	0.000804981	0.018090757	0.012	0	1
AC005618.1	0.000831863	0.018090757	0.012	0	1
ASB4	0.005320141	0.018080141	0.018	0.006	1
GCLM	0.961277758	0.018052499	0.316	0.316	1
MTRNR2L11	0.010200901	0.018028737	0.02	0.008	1
RNF6	0.321271511	0.018018678	0.193	0.18	1
DDR2	0.034301778	0.018016521	0.026	0.015	1
SLF1	0.064335411	0.017998499	0.036	0.025	1
WDR76	0.008842185	0.017981544	0.02	0.008	1
DNAJC14	0.180528533	0.017974483	0.076	0.064	1
ARV1	0.311541471	0.017964589	0.131	0.12	1
AK4	0.041213362	0.017963749	0.03	0.018	1
WDR89	0.136075399	0.017959693	0.059	0.047	1
CBLC	0.006005379	0.017938248	0.018	0.006	1
TMEM45B	0.001082158	0.017900503	0.012	0	1
JAG2	0.069423274	0.017857412	0.037	0.026	1
AC233280.1	0.000948723	0.017852936	0.012	0	1
TTF2	0.216367618	0.017849257	0.07	0.059	1
S100A2	0.015059576	0.017841799	0.017	0.007	1
AC017083.1	0.000859637	0.017805367	0.012	0	1
CCDC113	0.055958676	0.017795214	0.048	0.034	1
RIPK2	0.037239501	0.017775085	0.031	0.019	1
SLC16A1-AS1	0.000845627	0.017757796	0.012	0	1
HLA-DRB1	0.000888355	0.017757796	0.012	0	1
ALYREF	0.230856469	0.017734879	0.085	0.074	1
C1GALT1C1L	0.000873874	0.017710224	0.012	0	1
AC244021.1	0.000903071	0.017710224	0.012	0	1
CLMN	0.004839967	0.017700041	0.018	0.006	1
MRC1	0.001555036	0.017615075	0.011	0	1
BACE1-AS	0.000903067	0.017567499	0.012	0	1
AC019205.1	0.000918033	0.017567499	0.012	0	1
AL135791.1	0.000948718	0.017567499	0.012	0	1
LINC00543	0.000948718	0.017567499	0.012	0	1
AC073349.1	0.000918031	0.01751992	0.012	0	1
MISP	0.007632053	0.017508065	0.021	0.008	1
HLA-G	0.00099669	0.01747234	0.012	0	1
SLC2A12	0.019602163	0.017458082	0.023	0.011	1
CERS2	0.553203495	0.017448035	0.234	0.227	1
NAPA-AS1	0.001082141	0.017424759	0.012	0	1
CTSS	0.043264565	0.017408318	0.024	0.013	1
AC055713.1	0.000980428	0.017377176	0.012	0	1
SH3BP5-AS1	0.000996685	0.017377176	0.012	0	1
KIAA1211	0.001100091	0.017282005	0.012	0	1
HSPB3	0.00125499	0.017282005	0.012	0	1
APOH	0.001385434	0.017282005	0.011	0	1
NFIB	0.001607225	0.017282005	0.011	0	1
AP003108.2	0.001047096	0.017234417	0.012	0	1
LINC00598	0.001047099	0.017234417	0.012	0	1
AC007938.3	0.00106447	0.017234417	0.012	0	1
HOXB2	0.003681985	0.017234417	0.009	0	1
BFSP1	0.02371689	0.017221649	0.024	0.012	1
TMEM30B	0.192855689	0.017198072	0.093	0.08	1
TCFL5	0.001064468	0.017186828	0.012	0	1
FBXO7	0.340767348	0.017157011	0.392	0.378	1
SLC35A5	0.258428061	0.017155133	0.092	0.081	1
LINC01876	0.001118341	0.017139237	0.012	0	1
AC021097.1	0.001136901	0.017091644	0.012	0	1
ATOH8	0.001174963	0.017091644	0.012	0	1
AL365203.2	0.001082122	0.01704405	0.012	0	1
AL031963.3	0.001100079	0.01704405	0.012	0	1
AC093525.4	0.001136897	0.016996455	0.012	0	1
AC008393.1	0.001136897	0.016996455	0.012	0	1
PIGW	0.077071484	0.016975231	0.038	0.027	1
MRPL23-AS1	0.00123447	0.016948857	0.012	0	1
CMC2	0.154396408	0.016937906	0.254	0.23	1
FAAP24	0.04291674	0.016936249	0.028	0.017	1
HIST1H4E	0.001234465	0.016901259	0.012	0	1
DDN-AS1	0.001275818	0.016901259	0.012	0	1
DDX50	0.223436271	0.016860458	0.198	0.181	1
AC015802.6	0.001194461	0.016853658	0.012	0	1
UTP11	0.234352381	0.016820266	0.134	0.12	1
GANC	0.053053281	0.016793802	0.032	0.02	1
CENPW	0.015599967	0.016789824	0.038	0.022	1
PEX7	0.13534063	0.016776934	0.06	0.048	1
U2AF1L5	0.001174946	0.016758453	0.012	0	1
WDR4	0.03522107	0.016749616	0.027	0.016	1
FILIP1L	0.008032409	0.016733322	0.052	0.031	1
AC127024.5	0.001214289	0.016710848	0.012	0	1
AC011447.3	0.001340476	0.016663241	0.011	0	1
AC026250.1	0.001431867	0.016663241	0.011	0	1
CD58	0.034091246	0.016656395	0.026	0.015	1
ITGA3	0.316937477	0.016630408	0.083	0.074	1
AC016831.1	0.001431867	0.016615633	0.011	0	1
ZSCAN31	0.051961256	0.016607611	0.03	0.019	1
PKIG	0.466618466	0.016595033	0.257	0.247	1
AL391684.1	0.001340471	0.016568023	0.011	0	1
MITD1	0.263366186	0.016529588	0.119	0.107	1
AC092119.2	0.001408441	0.016520412	0.011	0	1
AC092171.3	0.001431862	0.016520412	0.011	0	1
LINC02266	0.001661151	0.016520412	0.011	0	1
HAPLN4	0.01051413	0.016518552	0.017	0.006	1
ANKRA2	0.241012286	0.016448723	0.101	0.089	1
LINC01266	0.00134046	0.016377568	0.011	0	1
MT1A	0.002351065	0.016377568	0.01	0	1
ZNF595	0.096345934	0.016372168	0.04	0.029	1
PSTK	0.13213012	0.016370965	0.047	0.036	1
AL035420.3	0.001362739	0.016329951	0.011	0	1
AC233723.1	0.001431851	0.016329951	0.011	0	1
AC087741.1	0.001479879	0.016329951	0.011	0	1
PCDHGA8	0.043486228	0.016327741	0.027	0.016	1
MED7	0.381694336	0.016316449	0.112	0.103	1
FAM104A	0.338548995	0.016307061	0.188	0.175	1
AC009812.1	0.001529526	0.016282332	0.011	0	1
GIN1	0.127071502	0.016278534	0.052	0.04	1
DDX25	0.196196212	0.016276511	0.076	0.064	1
AC011468.5	0.00158086	0.016234711	0.011	0	1
RND1	0.001774613	0.016234711	0.011	0	1
RARRES1	0.129783136	0.016233819	0.027	0.019	1
TIGD6	0.113437609	0.01623301	0.047	0.036	1
ENPP4	0.284341452	0.016187088	0.127	0.114	1
LINC00997	0.00150449	0.016187088	0.011	0	1
CABCOCO1	0.009194715	0.016187088	0.017	0.006	1
PCDHGA2	0.00152952	0.016139465	0.011	0	1
AL391832.2	0.001554974	0.016139465	0.011	0	1
AP003486.1	0.001529517	0.016091839	0.011	0	1
SYTL4	0.001554971	0.016091839	0.011	0	1
SNX3	0.145649088	0.016076727	0.534	0.495	1
MTCL1	0.097771819	0.016049909	0.052	0.039	1
LINC00242	0.001607163	0.016044212	0.011	0	1
TBC1D8-AS1	0.001661127	0.016044212	0.011	0	1
AC078909.2	0.001716917	0.016044212	0.011	0	1
TMEM158	0.104474108	0.016001581	0.036	0.026	1
SELENOP	0.090923232	0.015988236	0.189	0.165	1
SHQ1	0.085171984	0.015954692	0.035	0.025	1
TRAPPC4	0.862474943	0.015951825	0.462	0.461	1
DYNLRB2	0.01882338	0.015951072	0.02	0.009	1
NUAK2	0.013225337	0.015950546	0.018	0.007	1
GTF2F2	0.101457855	0.015941795	0.166	0.144	1
FAM133B	0.332946029	0.015929231	0.268	0.251	1
LENG1	0.440893851	0.015856517	0.156	0.147	1
ITFG2-AS1	0.001633905	0.015806053	0.011	0	1
AC010980.2	0.00180416	0.015806053	0.011	0	1
CFAP97	0.223007502	0.015799173	0.217	0.2	1
PRIM1	0.081183742	0.015770573	0.04	0.028	1
SLC31A2	0.040431257	0.015764582	0.026	0.015	1
LINC00923	0.001716901	0.015758417	0.011	0	1
RUNDC3A-AS1	0.001745503	0.015758417	0.011	0	1
AL139393.2	0.001804157	0.015758417	0.011	0	1
CHRNB1	0.165799332	0.015738475	0.07	0.058	1
ZNF540	0.189991359	0.015735611	0.065	0.054	1
AC106707.1	0.001834223	0.015710779	0.011	0	1
RAB39A	0.084162415	0.015674644	0.033	0.022	1
PYROXD1	0.157252807	0.015665122	0.182	0.163	1
LINC00937	0.001716895	0.015663139	0.011	0	1
SPESP1	0.001864795	0.015663139	0.011	0	1
DDOST	0.119894077	0.015661612	0.432	0.397	1
RHNO1	0.172338333	0.015648166	0.07	0.058	1
DRAM2	0.30320193	0.015636466	0.131	0.119	1
TMA16	0.335243549	0.015621215	0.102	0.092	1
KCNA5	0.252404126	0.015598261	0.061	0.052	1
CRY1	0.125178385	0.015523933	0.085	0.071	1
SH2D2A	0.001864785	0.015520211	0.011	0	1
GPR82	0.001927484	0.015472565	0.011	0	1
AC110769.2	0.001927484	0.015472565	0.011	0	1
LINC01018	0.002025553	0.015472565	0.011	0	1
AC008079.2	0.002059347	0.015472565	0.011	0	1
RGCC	0.00306607	0.015472565	0.01	0	1
CCDC171	0.043992956	0.015438366	0.028	0.017	1
MTHFSD	0.040069391	0.015435048	0.024	0.013	1
DGCR6L	0.640069656	0.015417597	0.173	0.168	1
MIR193BHG	0.001959622	0.015377268	0.011	0	1
MT1H	0.04878228	0.015377268	0.004	0	1
RCHY1	0.263621019	0.01535566	0.15	0.136	1
AC024060.1	0.001992302	0.015281965	0.011	0	1
BX890604.1	0.002025539	0.015281965	0.011	0	1
AC108463.3	0.002164185	0.015281965	0.01	0	1
SYNC	0.163135086	0.015270335	0.05	0.039	1
ZBED6CL	0.002200317	0.015234311	0.01	0	1
NR1D2	0.08548771	0.015226039	0.179	0.155	1
ARRDC3-AS1	0.002025532	0.015186656	0.011	0	1
FLG-AS1	0.002164178	0.015186656	0.01	0	1
MIR222HG	0.002200313	0.015186656	0.01	0	1
AC092691.1	0.00247092	0.015186656	0.01	0	1
C19orf73	0.226413143	0.015151785	0.067	0.057	1
CYP4V2	0.416626642	0.015150732	0.109	0.101	1
SFTPD-AS1	0.002237054	0.015138999	0.01	0	1
AC108134.2	0.015966838	0.015138999	0.006	0	1
PHETA2	0.028914822	0.015102302	0.021	0.01	1
AC022306.2	0.002237046	0.01504368	0.01	0	1
DHX58	0.002390332	0.01504368	0.01	0	1
MTIF2	0.360367454	0.015032008	0.156	0.145	1
TAX1BP3	0.185870918	0.015017931	0.069	0.057	1
AC114811.2	0.002512223	0.014996019	0.01	0	1
IL13RA2	0.007957283	0.014996019	0.008	0	1
AP001625.2	0.002351035	0.014948355	0.01	0	1
AC007614.1	0.002390324	0.014948355	0.01	0	1
C1orf174	0.148149914	0.014900691	0.083	0.07	1
AC015922.4	0.0022744	0.014900691	0.01	0	1
AC096564.1	0.002390317	0.014853024	0.01	0	1
SRSF7	0.134617544	0.014852711	0.431	0.4	1
BBX	0.154124606	0.01482644	0.532	0.497	1
CARD8-AS1	0.002470889	0.014757687	0.01	0	1
PMVK	0.085572008	0.014752459	0.471	0.431	1
TMEM117	0.03125491	0.014723166	0.019	0.009	1
AC009126.1	0.002470886	0.014710016	0.01	0	1
PRKAR2B	0.336336408	0.014689207	0.115	0.104	1
NXT2	0.018277364	0.014677598	0.02	0.009	1
MIOX	0.002640378	0.014662343	0.01	0	1
ANKRD49	0.284964008	0.014644075	0.089	0.079	1
ZNF165	0.452666682	0.014634396	0.074	0.067	1
ST3GAL1	0.017957685	0.014632771	0.08	0.057	1
ZNF442	0.033464567	0.014630401	0.02	0.01	1
PROSER2	0.002512192	0.014614669	0.01	0	1
MB	0.002684551	0.014614669	0.01	0	1
AL022069.1	0.002684555	0.014614669	0.01	0	1
TMEM186	0.269460582	0.014579927	0.076	0.066	1
