hgnc_gene_id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
AP1G2	3.79207522358215E-113	-0.2671077	0.056	0.238	6.23151721491254E-109
PSMD8	1.44383336255159E-23	-0.26741656	0.733	0.801	2.37265136468103E-19
ARFIP2	3.11680917773429E-33	-0.267805483	0.245	0.407	5.12185252177075E-29
HNRNPUL2	5.0947952614807E-72	-0.2680312	0.097	0.278	8.37227705319123E-68
UBE2O	2.57518151386907E-87	-0.268034388	0.073	0.253	4.23179578174104E-83
TRIM46	0	-0.268054426	0.012	0.189	0
SPATA20	6.66814595427865E-186	-0.268259907	0.03	0.212	1.09577642466661E-181
GABBR1	1.02449534190493E-152	-0.268298706	0.032	0.2	1.68355319535238E-148
ADCY1	4.30470970517491E-100	-0.268307781	0.059	0.236	7.07392945851393E-96
OXLD1	2.91417198043709E-55	-0.268842341	0.136	0.316	4.78885881545226E-51
ADAM10	5.79240578271111E-65	-0.269013361	0.108	0.288	9.51866042272917E-61
GNL1	1.20493625828289E-41	-0.269023553	0.205	0.384	1.98007175323627E-37
PPP3CA	2.72957577181484E-54	-0.269082536	0.127	0.302	4.48551186582333E-50
SCG3	2.69659245521569E-23	-0.269132807	0.927	0.97	4.43131038165594E-19
ARMT1	6.74500014447632E-79	-0.269385171	0.08	0.255	1.10840587374179E-74
RUFY1	2.33283366266107E-64	-0.26957077	0.108	0.287	3.83354555785093E-60
RPAIN	1.42317742579417E-20	-0.269596848	0.408	0.522	2.33870746380756E-16
POLR1D	5.6915315227317E-23	-0.269814977	0.391	0.522	9.35289375130501E-19
HGSNAT	1.41929230538785E-56	-0.26983862	0.115	0.285	2.33232304544385E-52
TIMM22	8.82737972069651E-62	-0.26992258	0.124	0.309	1.45060330950206E-57
ZDHHC16	2.45533322653277E-109	-0.270107978	0.055	0.233	4.0348490911613E-105
ATP11A	1.2444555803053E-75	-0.270118884	0.074	0.24	2.04501385511569E-71
HSPD1	5.41633236494014E-24	-0.270273166	0.644	0.719	8.90065897530614E-20
UVRAG	1.41670633993492E-81	-0.270364794	0.086	0.27	2.32807352841505E-77
DCP1A	9.05731892163564E-57	-0.270365299	0.134	0.316	1.48838921839238E-52
PUM2	6.47905121410083E-65	-0.270397346	0.114	0.299	1.06470248601319E-60
UBE2G1	1.15537906142653E-91	-0.270397933	0.087	0.286	1.89863441164221E-87
IBTK	8.09478838681263E-37	-0.270496622	0.299	0.483	1.33021657560492E-32
RDH10	1.95181761960364E-57	-0.270629052	0.103	0.268	3.20742189429466E-53
USP24	4.21770288288583E-99	-0.270867504	0.063	0.242	6.93095114744628E-95
CD276	2.02412064461197E-93	-0.271068575	0.067	0.245	3.32623745529086E-89
MLYCD	7.9125456941731E-77	-0.271126291	0.102	0.295	1.30026863392346E-72
NUMB	4.27515662238918E-67	-0.271151532	0.105	0.286	7.02536487757215E-63
RALGAPA2	8.27094280680428E-64	-0.271182734	0.105	0.281	1.35916403144215E-59
SYNJ2BP	2.46377450360671E-27	-0.2712691	0.281	0.426	4.0487206417769E-23
ULK1	2.14471919529542E-126	-0.271385629	0.048	0.229	3.52441705362896E-122
INTS3	9.20438496833742E-101	-0.271403032	0.07	0.26	1.51255658184689E-96
MVK	3.01950284161361E-100	-0.27154592	0.063	0.244	4.96194901962365E-96
MYO1C	6.48742400765446E-42	-0.271740113	0.16	0.323	1.06607838717786E-37
REV1	1.13868268369783E-53	-0.271784792	0.129	0.302	1.87119725412065E-49
TES	1.03685354512929E-57	-0.271824186	0.124	0.304	1.70386143071096E-53
MACO1	5.89722489719578E-32	-0.272044311	0.203	0.355	9.69090967356183E-28
FOXN3	1.97168046714961E-69	-0.272044775	0.095	0.272	3.24006251166696E-65
GRB14	6.33022133956219E-172	-0.272067069	0.031	0.208	1.04024527273025E-167
MED24	7.70774433023181E-168	-0.272145574	0.033	0.212	1.26661362578699E-163
CCS	2.47126840591182E-24	-0.272185405	0.239	0.369	4.0610353714349E-20
LYST	4.87343888599221E-47	-0.27222765	0.166	0.345	8.00852212135101E-43
DAG1	9.56864277484745E-75	-0.272274818	0.11	0.306	1.57241506719068E-70
SELENOI	4.90376464935673E-73	-0.272336137	0.091	0.269	8.05835644828792E-69
NAP1L3	5.98231541773989E-56	-0.272393076	0.08	0.226	9.83073892597196E-52
HSP90AB1	3.29342322338756E-39	-0.272433892	0.993	0.994	5.41208238299278E-35
HDGFL2	8.87636226085325E-72	-0.272454707	0.109	0.301	1.45865261032602E-67
LZTS3	6.10945994566538E-206	-0.272541793	0.024	0.2	1.00396755287119E-201
PUF60	4.13998379726033E-30	-0.272638048	0.274	0.429	6.80323537403791E-26
CSNK1G1	2.6972080595648E-79	-0.272710276	0.089	0.273	4.43232200428283E-75
IKBKE	0	-0.272765735	0.004	0.173	0
BRI3	2.39541432733734E-25	-0.272820218	0.482	0.637	3.93638436411345E-21
SPTSSB	2.35997404212364E-189	-0.272893309	0.026	0.199	3.87814534342179E-185
TTC38	1.50394354043239E-166	-0.272952033	0.036	0.222	2.47143041999254E-162
G6PC3	1.75172863592205E-41	-0.273020741	0.173	0.34	2.8786156674107E-37
SNX18	2.71660014958244E-154	-0.273066753	0.039	0.222	4.46418902580883E-150
RTF1	1.90510352276281E-30	-0.273137678	0.248	0.401	3.13065661895613E-26
RNF5	4.19389627038252E-48	-0.273161503	0.151	0.324	6.8918297411196E-44
KIF3C	1.0650231906921E-102	-0.273373153	0.06	0.238	1.75015260926432E-98
BLMH	1.47377794257826E-51	-0.273478715	0.144	0.321	2.42185929303886E-47
CC2D1A	1.44673709774805E-73	-0.273515322	0.092	0.272	2.37742307272937E-69
DVL3	8.49792605963447E-83	-0.273581033	0.084	0.269	1.39646418937973E-78
POU2F2	0	-0.273584374	0.008	0.163	0
IGSF21	7.40980152079789E-83	-0.273617068	0.056	0.21	1.21765268391272E-78
CCT6A	7.56879580284358E-21	-0.274000406	0.482	0.593	1.24378021428129E-16
EBP	4.24295371413752E-40	-0.274044199	0.175	0.339	6.97244583844219E-36
NUDT3	4.56731567502152E-25	-0.274129446	0.31	0.45	7.50546984876286E-21
XRN1	1.45472019715266E-43	-0.274270827	0.181	0.356	2.39054169998097E-39
NDST1	2.93037809947779E-255	-0.274441899	0.021	0.209	4.81549033087186E-251
PHLDB3	5.18996682205816E-75	-0.274446875	0.095	0.279	8.52867247868817E-71
TIMM8B	2.72724405689868E-24	-0.274477743	0.437	0.567	4.4816801587016E-20
CCSER2	1.03989632292802E-39	-0.274543318	0.184	0.35	1.70886162746761E-35
RUSC1	3.3117738277408E-72	-0.27475669	0.106	0.295	5.44223793112646E-68
H2BC21	0	-0.274859841	0	0.183	0
PPP4C	6.29803578423327E-40	-0.274899182	0.194	0.364	1.03495622042305E-35
GALR1	0	-0.275501886	0.002	0.168	0
KRBA2	0	-0.275732711	0.015	0.205	0
RAB6A	2.86401682426952E-33	-0.275848479	0.216	0.373	4.7064388473221E-29
PSMD13	1.33154690966381E-29	-0.275887873	0.301	0.458	2.18813103665054E-25
OSBPL6	4.87362938075551E-139	-0.276433999	0.044	0.229	8.00883516139553E-135
YPEL5	1.24828508883918E-31	-0.276461594	0.266	0.426	2.05130688648942E-27
RFLNB	0	-0.276525437	0.008	0.178	0
KMT2D	5.8097248993518E-144	-0.276549641	0.047	0.239	9.54712092710481E-140
SF3B3	3.29423541739421E-61	-0.27655323	0.131	0.319	5.4134170614039E-57
LRCH3	5.24010544852306E-69	-0.27662202	0.108	0.294	8.61106528355795E-65
CBR4	8.47386469735542E-49	-0.276694326	0.154	0.329	1.39251018571642E-44
WASF1	8.84970508488847E-135	-0.277077862	0.048	0.237	1.45427203659972E-130
CDC34	1.5207378433402E-48	-0.277180842	0.179	0.366	2.49902849796095E-44
HSF1	1.14448851187728E-77	-0.277211206	0.093	0.278	1.88073797156793E-73
EML1	1.45386847411438E-146	-0.277320856	0.044	0.232	2.38914206351216E-142
POLK	1.513247310608E-44	-0.277369061	0.148	0.311	2.48671930552213E-40
MED13L	1.72771349098919E-62	-0.277488064	0.123	0.31	2.83915157974254E-58
TDG	8.98930588075535E-55	-0.277535492	0.164	0.357	1.47721263538453E-50
MAPRE2	2.28980391266689E-33	-0.277696539	0.249	0.41	3.7628347696855E-29
PPP4R1	1.02720716406218E-98	-0.277744553	0.072	0.263	1.68800953270338E-94
MKNK1	3.15292635849608E-103	-0.277840932	0.065	0.251	5.1812038849166E-99
IMPDH1	3.06302856630764E-80	-0.278037858	0.07	0.237	5.03347484301334E-76
GPD1	3.13364413440941E-35	-0.278207792	0.187	0.342	5.14951740607499E-31
ARHGEF40	2.46028666015616E-160	-0.278724455	0.038	0.223	4.04298906863462E-156
OCIAD2	3.28132624231099E-18	-0.278916704	0.612	0.673	5.39220341398965E-14
PMF1	5.06579643288065E-41	-0.278993288	0.205	0.382	8.32462327815277E-37
ZNF148	2.23721792897402E-26	-0.278993477	0.299	0.44	3.67642022268301E-22
SUZ12	1.85120601411863E-48	-0.279019269	0.17	0.352	3.04208684300115E-44
NPC1L1	2.23335385925855E-126	-0.279058279	0.049	0.231	3.67007039691958E-122
SOS1	1.3597654267408E-77	-0.279121571	0.086	0.266	2.23450252576315E-73
RELL1	2.92850952059721E-248	-0.279315838	0.024	0.215	4.8124196951974E-244
KLF13	5.25037912000442E-50	-0.279345578	0.149	0.325	8.62794800790326E-46
CHD9	2.34803000266461E-23	-0.279464586	0.483	0.608	3.85851770337876E-19
PINK1	1.94411345631951E-44	-0.279477806	0.18	0.355	3.19476164276985E-40
IMPA2	0	-0.27954284	0.009	0.18	0
INTS1	5.53725006762307E-78	-0.279554139	0.09	0.274	9.099363036125E-74
SFXN1	1.68300995435428E-50	-0.279569329	0.154	0.332	2.76569025799038E-46
P3H4	1.00040464424797E-140	-0.279897683	0.048	0.24	1.64396495189269E-136
HSD11B1L	9.00055648935541E-102	-0.279965222	0.078	0.278	1.47906144789577E-97
POLR2E	1.51812242874371E-31	-0.280034288	0.317	0.481	2.49473058715454E-27
ANKIB1	4.59302390413516E-51	-0.280086811	0.145	0.322	7.54771618166532E-47
NBR1	1.71505343249357E-52	-0.28016391	0.167	0.356	2.81834730561668E-48
GON4L	1.02362346512351E-43	-0.280166336	0.171	0.341	1.68212044023747E-39
PRSS12	0	-0.280203162	0	0.193	0
KDM4B	3.06749229571688E-84	-0.280412996	0.08	0.263	5.04081008955155E-80
CCT5	5.33568316025303E-25	-0.280750398	0.373	0.508	8.76812813724381E-21
CDK5RAP1	5.26334575216753E-62	-0.28089004	0.089	0.25	8.6492560745369E-58
TMEM164	1.276257190914E-107	-0.280898389	0.067	0.259	2.09727344182897E-103
DDX52	5.0013791509265E-60	-0.281142205	0.126	0.309	8.21876635871752E-56
ANKRD52	5.25346941143092E-166	-0.281522457	0.041	0.237	8.63302628380442E-162
SERPINF2	0	-0.281535906	0	0.186	0
VAV2	2.34664969971586E-96	-0.28216398	0.078	0.273	3.85624945154307E-92
MBNL1	6.10035998386283E-33	-0.282585622	0.264	0.429	1.00247215614818E-28
SAT1	3.47521896990618E-13	-0.282619355	0.295	0.392	5.71082733324683E-09
POLD2	3.71488528625907E-40	-0.282628706	0.22	0.396	6.10467099090953E-36
CORO1B	8.25621883317405E-48	-0.282720024	0.16	0.336	1.35674444085549E-43
MBTPS1	4.75972110971341E-36	-0.282807733	0.229	0.395	7.82164969959205E-32
TAGLN3	1.13572441355415E-25	-0.282890954	0.215	0.347	1.86633592879354E-21
FLNB	3.29727039089869E-43	-0.282991041	0.164	0.333	5.41840443336381E-39
YTHDF3	2.1871231766712E-68	-0.283013848	0.118	0.309	3.59409951622379E-64
SMG7	2.35052716273458E-61	-0.283067389	0.134	0.323	3.86262128652173E-57
NAGK	7.11130056680928E-41	-0.283308855	0.2	0.371	1.16860002214377E-36
KCNS3	0	-0.283331078	0.001	0.181	0
HCN3	5.32056643631799E-280	-0.283432218	0.02	0.21	8.74328682480135E-276
MYO16	0	-0.283474731	0.008	0.192	0
HMGN1	5.50448479623275E-24	-0.283535328	0.545	0.652	9.04551986564928E-20
SEC31A	2.48438415449891E-24	-0.283560695	0.515	0.634	4.08258848108806E-20
CSPP1	1.24903465723331E-105	-0.283582694	0.061	0.244	2.0525386522315E-101
SLC43A1	0	-0.283893855	0.006	0.191	0
PRDM16	0	-0.283912306	0.005	0.182	0
ATP8A1	3.5092562242239E-78	-0.284093784	0.083	0.26	5.76676075326713E-74
XPO1	2.54913855838148E-36	-0.284155632	0.236	0.409	4.18899939298828E-32
CHRNA5	3.12151818361587E-232	-0.284218798	0.024	0.211	5.12959083113596E-228
SSTR3	1.53822303978544E-90	-0.284272138	0.063	0.232	2.52776192127941E-86
CABIN1	1.72430273679121E-72	-0.28441002	0.104	0.292	2.83354668736899E-68
BCL2L1	8.67822922068725E-38	-0.28448652	0.224	0.394	1.42609340783554E-33
POU2F1	2.42879164750605E-65	-0.284505163	0.101	0.275	3.9912333143467E-61
PDZRN3	9.07488057584337E-91	-0.284517038	0.066	0.239	1.49127512502834E-86
DPH3	1.631806263445E-54	-0.28456523	0.164	0.356	2.68154723271917E-50
MYT1	1.69419650069669E-87	-0.284626144	0.082	0.27	2.78407310959487E-83
SMCHD1	3.50458901022601E-67	-0.284679391	0.112	0.297	5.75909112050441E-63
CNNM3	1.44026662172248E-152	-0.284955743	0.045	0.239	2.36679013947654E-148
TMEM38A	1.14666668606063E-168	-0.284966983	0.037	0.227	1.88431736520344E-164
TECPR1	3.9580021803569E-98	-0.284994857	0.067	0.249	6.50418498298049E-94
GMCL1	1.99927389282297E-46	-0.28506063	0.174	0.351	3.28540678807598E-42
EXOSC6	7.07891578834501E-51	-0.285103614	0.146	0.322	1.16327823149873E-46
ANP32B	2.35942989296312E-30	-0.285204528	0.362	0.52	3.8772511431063E-26
ZNF84	3.96063864822488E-93	-0.285351737	0.085	0.283	6.50851749062794E-89
ZNF451	3.75972343499017E-48	-0.285385169	0.171	0.352	6.17835352071934E-44
CLIP2	0	-0.285475769	0.016	0.207	0
SPAST	1.43904764335052E-92	-0.285494825	0.072	0.255	2.36478699231791E-88
GLS	1.19606793407893E-34	-0.285597428	0.18	0.333	1.96549843607191E-30
GSR	1.64484811769329E-132	-0.285619308	0.053	0.248	2.70297891180539E-128
TMEM181	5.06166251602153E-38	-0.285625828	0.208	0.376	8.31783001257818E-34
CORO7	8.93374585320523E-133	-0.285984489	0.054	0.249	1.46808245605722E-128
VAMP2	1.55696493440488E-20	-0.286032984	0.725	0.781	2.55856047670754E-16
SLMAP	4.17250953094289E-72	-0.286173638	0.103	0.29	6.85668491219845E-68
LENG8	4.31573087479615E-47	-0.286278596	0.164	0.34	7.09204054655252E-43
RHOC	1.40829175612342E-223	-0.286374415	0.024	0.205	2.31424584283762E-219
YWHAQ	6.2451278974477E-24	-0.286406043	0.757	0.811	1.02626186738758E-19
NARF	5.45332495573205E-61	-0.286415767	0.129	0.315	8.96144889975449E-57
SNF8	3.2258251528554E-22	-0.286733498	0.435	0.547	5.30099847368729E-18
ITPRID2	0	-0.286854604	0	0.201	0
ZNF467	8.94689637282419E-285	-0.286957149	0.018	0.203	1.4702434809462E-280
PIK3R1	1.27746820381295E-77	-0.286970538	0.098	0.288	2.09926349932582E-73
UCK2	2.76389311146018E-119	-0.286979173	0.057	0.247	4.54190555006251E-115
PRPS2	2.43006708336756E-116	-0.286983942	0.043	0.208	3.99332923809792E-112
PHPT1	2.89807642241993E-27	-0.287108677	0.737	0.809	4.76240898496267E-23
PIPOX	1.28204593130742E-54	-0.287186247	0.133	0.311	2.10678607891748E-50
RNPEPL1	9.76591801802389E-77	-0.287449366	0.091	0.273	1.60483330790187E-72
PTPN11	1.39133654129614E-31	-0.287780027	0.283	0.446	2.28638333831194E-27
CDS2	7.35143634668958E-44	-0.287976543	0.19	0.367	1.2080615348515E-39
NAP1L4	4.44591627672842E-33	-0.288061113	0.319	0.489	7.30597421754782E-29
TOP2B	1.46812686938324E-36	-0.288063322	0.199	0.359	2.41257288445749E-32
SBK1	0	-0.28813633	0.002	0.181	0
MVB12A	6.56586474586818E-59	-0.288165567	0.135	0.32	1.07896855368852E-54
UBE2Q2	5.95801033398805E-58	-0.288408346	0.141	0.328	9.79079838184256E-54
RAB7A	4.06566242990171E-28	-0.288829084	0.456	0.598	6.68110307105748E-24
PCNX1	1.20432015315733E-92	-0.288958052	0.078	0.268	1.97905930768344E-88
POLDIP2	4.89372072484347E-69	-0.28901771	0.121	0.314	8.04185126713528E-65
INO80D	8.04125422494214E-67	-0.289034058	0.113	0.299	1.32141930678474E-62
BAX	1.95410005554485E-32	-0.289037062	0.27	0.432	3.21117262127685E-28
F7	0	-0.28904996	0.001	0.191	0
ATXN10	9.6393101940443E-29	-0.289129853	0.322	0.469	1.5840278441873E-24
ARHGEF2	0	-0.289179006	0.013	0.204	0
PLPPR2	5.27533171764881E-70	-0.289189962	0.121	0.318	8.66895261161228E-66
ZNF512B	2.30493360953772E-173	-0.289243611	0.038	0.232	3.78769740055333E-169
DNPH1	1.13332057399654E-36	-0.289569418	0.224	0.389	1.86238569924851E-32
ADA2	1.13168670093835E-89	-0.289581785	0.077	0.263	1.85970075565198E-85
MAPK1IP1L	7.89123864727839E-36	-0.289803142	0.249	0.416	1.29676724690726E-31
PCGF3	5.23480432573247E-134	-0.289938829	0.055	0.255	8.60235394847617E-130
ROBO1	5.75238619875442E-59	-0.290085008	0.132	0.315	9.45289624041313E-55
TRAPPC9	2.56812705872316E-71	-0.290416797	0.101	0.285	4.22020319559976E-67
TMEM115	1.81676746796221E-62	-0.290472428	0.119	0.301	2.98549398010231E-58
MADD	5.13613122203411E-60	-0.290499991	0.145	0.339	8.44020443716866E-56
NOVA2	5.43588244681368E-224	-0.290525098	0.028	0.221	8.93278562484892E-220
CREBZF	1.12874950473017E-51	-0.290546042	0.171	0.358	1.85487406112309E-47
ELP1	5.3982950187727E-98	-0.29058195	0.082	0.281	8.87101820434918E-94
RBM10	4.02491182012713E-77	-0.290825315	0.108	0.305	6.61413759401491E-73
SMAD2	1.07235908929556E-49	-0.291023675	0.18	0.368	1.76220769143939E-45
ZBED5	6.13907307077968E-53	-0.291055159	0.152	0.333	1.00883387772122E-48
NR2F2	4.12717715142756E-168	-0.291304581	0.038	0.23	6.7821902129409E-164
GSTP1	1.0271058588897E-16	-0.29141963	0.288	0.403	1.68784305791345E-12
XIAP	1.17355300888275E-32	-0.291516367	0.298	0.465	1.92849965949703E-28
CELF3	1.50161500257584E-65	-0.291657218	0.115	0.299	2.46760393373288E-61
RTN3	3.97229489921709E-18	-0.29178432	0.44	0.531	6.52767220788344E-14
POR	9.55538103327872E-48	-0.291879124	0.173	0.352	1.57023576519869E-43
HSD17B14	4.16504229170997E-52	-0.291941381	0.174	0.367	6.84441399796699E-48
RNF187	4.60226460744945E-48	-0.291995614	0.196	0.387	7.56290142942169E-44
PPFIA3	1.0708151822834E-79	-0.292178712	0.092	0.278	1.75967058904631E-75
HNRNPA0	3.4042237147787E-34	-0.292195	0.321	0.493	5.59416083049584E-30
JMJD8	9.9308037415801E-81	-0.292431099	0.087	0.27	1.63192897885386E-76
UBE2H	2.66484487476808E-34	-0.292733716	0.289	0.458	4.37913958270639E-30
NDUFV3	5.87316895217746E-35	-0.29283751	0.291	0.464	9.65137853911322E-31
HAGH	6.90835179047922E-31	-0.292851265	0.394	0.556	1.13524944972945E-26
CSNK1G3	8.83697041304659E-72	-0.293198623	0.108	0.296	1.45217934797595E-67
NAPB	2.50534264871429E-106	-0.293302465	0.071	0.266	4.11702957463219E-102
SH3BGRL3	3.54101912642475E-23	-0.293382615	0.524	0.634	5.81895673045379E-19
USP7	7.92407150117837E-50	-0.293440847	0.168	0.349	1.30216266978864E-45
POLR2I	1.85574138928408E-22	-0.293570168	0.497	0.6	3.04953982501052E-18
ERBIN	1.28826489219089E-98	-0.293592149	0.083	0.284	2.11700569733729E-94
SLC7A8	4.00624150259882E-25	-0.293813614	0.341	0.484	6.58345666122064E-21
FSD1L	2.16485160702415E-96	-0.293891824	0.074	0.263	3.55750064582278E-92
WIPF2	1.28855803527376E-52	-0.293960351	0.165	0.352	2.11748741936538E-48
RTL8A	9.01722560220753E-38	-0.293968986	0.231	0.401	1.48180068321076E-33
SPTBN2	6.66456611963701E-141	-0.293983759	0.045	0.232	1.09518815043995E-136
LYRM2	1.42781853507347E-26	-0.294381394	0.416	0.557	2.34633419868623E-22
PSMF1	9.61565107676992E-33	-0.294409404	0.286	0.447	1.5801399414456E-28
MBTPS2	1.67754183753189E-122	-0.294579254	0.056	0.246	2.75670450161616E-118
COQ4	6.68430411219343E-46	-0.294686059	0.209	0.396	1.09843169475675E-41
ADSS2	0	-0.294796064	0	0.203	0
TMEFF2	0	-0.294796064	0	0.164	0
ELAPOR2	0	-0.294796064	0	0.205	0
GPR137C	0	-0.294796064	0	0.186	0
RIF1	5.55992345021943E-50	-0.294803035	0.16	0.34	9.13662220574559E-46
PKN2	5.46230931255821E-45	-0.29480814	0.2	0.379	8.97621289332691E-41
ITPK1	1.0906855997264E-138	-0.295034415	0.051	0.246	1.79232364603039E-134
ZFYVE16	7.71904235390929E-63	-0.295146512	0.136	0.328	1.26847023001791E-58
CMTR2	2.83709237399725E-60	-0.295146612	0.14	0.33	4.66219389818968E-56
SMOC1	1.03907087022491E-153	-0.295218156	0.037	0.215	1.7075051610406E-149
NCBP3	4.70798826105403E-55	-0.295256012	0.136	0.313	7.73663710939009E-51
ANKLE2	3.97033639086978E-63	-0.295262053	0.158	0.366	6.52445379111631E-59
LIG4	2.110259919605E-115	-0.295280146	0.064	0.259	3.46779012588689E-111
GPC2	0	-0.29541221	0.001	0.195	0
NNAT	0	-0.295489451	0	0.192	0
DNMT1	3.21348315255781E-65	-0.295567454	0.135	0.331	5.28071686459825E-61
PDE5A	1.27486958742694E-84	-0.295674593	0.07	0.241	2.0949931930187E-80
STARD7	4.21722807367633E-61	-0.296260118	0.15	0.346	6.93017089347231E-57
PTCD3	4.24983407676512E-53	-0.296420996	0.147	0.327	6.98375233834813E-49
ARL3.00	3.1088012469674E-27	-0.296543364	0.532	0.659	5.10869308914152E-23
EP300	6.88757743009708E-74	-0.296578793	0.127	0.333	1.13183559908785E-69
MEST	1.89627710214733E-63	-0.296652033	0.1	0.272	3.11615216195871E-59
ARFGAP1	7.54694914823574E-119	-0.296766273	0.061	0.256	1.24019015352958E-114
CPM	0	-0.296792771	0.009	0.194	0
DUSP3	2.86181250420633E-36	-0.296829474	0.244	0.412	4.70281648816226E-32
DMAP1	1.85350816185488E-69	-0.296857649	0.135	0.339	3.04586996237613E-65
PHACTR4	8.48827089833956E-66	-0.296932212	0.12	0.306	1.39487755672414E-61
ATP5MF	8.94082031157447E-27	-0.296961568	0.59	0.7	1.46924500180103E-22
PPFIA1	6.22723236665778E-45	-0.297144671	0.202	0.386	1.02332109481287E-40
NNT	8.10436017127798E-85	-0.297186891	0.099	0.299	1.33178950694611E-80
ABCD3	5.69004226935052E-56	-0.297489043	0.155	0.343	9.35044646122371E-52
DSC2	6.68856097373426E-267	-0.297632262	0.02	0.208	1.09913122481375E-262
ZBTB10	2.19180233438623E-62	-0.297753	0.111	0.287	3.60178877609689E-58
EXOC5	9.95824176334262E-39	-0.297763972	0.215	0.383	1.63643786897009E-34
SLC44A1	1.61479849026101E-71	-0.297832432	0.121	0.319	2.65359835904593E-67
AKT2	6.00029678637618E-82	-0.297991351	0.104	0.304	9.86028770905197E-78
ABL2	6.42921430146759E-88	-0.298126888	0.088	0.281	1.05651278616017E-83
UBR3	4.64347380838785E-57	-0.298153201	0.162	0.357	7.63062050932376E-53
COMMD7	6.68034683087152E-46	-0.298191674	0.187	0.365	1.09778139471712E-41
EIF6	1.70236250346302E-30	-0.298203845	0.352	0.508	2.79749230194078E-26
ARL2BP	1.58463177673954E-51	-0.298215062	0.206	0.405	2.60402539871608E-47
KIAA0930	3.39247571768202E-143	-0.298244948	0.054	0.257	5.57485534686686E-139
ARHGAP6	0	-0.298413378	0	0.194	0
TULP4	4.01614068794315E-39	-0.298555543	0.206	0.374	6.59972399249698E-35
ANKRD13D	5.71584030676072E-117	-0.298641253	0.069	0.272	9.39284037609989E-113
UBA52	3.1323650510204E-44	-0.298663958	0.954	0.991	5.14741548834183E-40
ARSL	0	-0.298750461	0	0.2	0
PRODH	0	-0.298750461	0	0.201	0
VWA1	5.92692727886502E-65	-0.298755791	0.137	0.334	9.73971959735888E-61
PSPC1	9.9476781930146E-73	-0.298770837	0.128	0.333	1.63470195745809E-68
PPP4R2	1.05377670767139E-36	-0.299164901	0.245	0.414	1.73167126371639E-32
PDLIM7	0	-0.29917725	0.013	0.211	0
JPH4	0	-0.299215123	0.002	0.164	0
ENDOG	5.55680760970771E-84	-0.299276188	0.109	0.316	9.13150194503268E-80
SCARB1	3.01958680525691E-208	-0.299276454	0.033	0.233	4.96208699707868E-204
GSE1	1.92437232970617E-39	-0.299684378	0.233	0.409	3.16232104940614E-35
DYRK2	5.97495274022315E-95	-0.299797399	0.08	0.273	9.8186398380087E-91
PPP1R12A	1.75432301552131E-36	-0.299818247	0.277	0.449	2.88287901140616E-32
CTTN	2.33807618205121E-52	-0.299985174	0.192	0.389	3.84216058996475E-48
GALT	1.28961338416945E-132	-0.300078695	0.059	0.263	2.11922167420566E-128
MIF	8.32468632735734E-27	-0.300182653	0.425	0.569	1.36799570417463E-22
RETREG1	1.82254256737702E-38	-0.300281698	0.175	0.331	2.99498420097066E-34
RPS6KA6	5.27835596023982E-111	-0.300672562	0.064	0.256	8.67392234946209E-107
PFN2	1.58102608761382E-25	-0.300735379	0.511	0.637	2.59810016977578E-21
PEX26	1.61629131136309E-75	-0.30078296	0.112	0.309	2.65605151196297E-71
SNX9	1.81805469478164E-45	-0.300797068	0.24	0.439	2.98760927993468E-41
FEM1B	1.39581510074205E-72	-0.300800192	0.122	0.322	2.29374295504941E-68
PRPF40A	2.38281987247776E-27	-0.300892465	0.407	0.55	3.9156878964427E-23
EML4	8.22150438968883E-62	-0.300908134	0.14	0.332	1.35103981635757E-57
POLR2L	3.19750505003894E-31	-0.300923183	0.691	0.796	5.25446004872898E-27
THOC5	1.05824787190664E-150	-0.300978935	0.048	0.248	1.73901872790419E-146
FCHSD1	0	-0.301181524	0.015	0.199	0
PXN	1.96163034636735E-122	-0.301188835	0.056	0.247	3.22354714818547E-118
NAGLU	3.37400030532568E-81	-0.301264688	0.09	0.277	5.54449470174169E-77
CADM3	0	-0.301380717	0	0.208	0
CACNA1C	2.67401114351394E-63	-0.30146909	0.147	0.347	4.39420251213646E-59
ATL1	2.77572428371718E-68	-0.301602367	0.111	0.296	4.56134771543245E-64
RC3H2	2.49072127031224E-91	-0.302039965	0.095	0.3	4.09300226350411E-87
PPL	3.0643169665278E-36	-0.302109605	0.249	0.419	5.03559207109514E-32
CELF2	5.25160528130117E-82	-0.302188774	0.089	0.276	8.62996295876222E-78
RALGPS1	2.578135618622E-106	-0.302383335	0.086	0.299	4.23665026208154E-102
ARHGAP1	2.32573120938182E-71	-0.30244906	0.12	0.315	3.82187409637714E-67
SLCO3A1	2.8178917307485E-98	-0.302629659	0.067	0.249	4.63064148113901E-94
APOA2	0	-0.302694049	0	0.136	0
MAGI2	4.74322431740325E-40	-0.302830352	0.182	0.346	7.79454052078876E-36
RYR2	1.34150573674574E-285	-0.302985357	0.021	0.218	2.20449637719428E-281
RBM26	2.97720105297855E-42	-0.303120306	0.222	0.403	4.89243449035965E-38
RSRP1	4.98106617156375E-27	-0.303215286	0.371	0.514	8.18538603973072E-23
BRAF	6.67613896261602E-73	-0.303227454	0.142	0.355	1.09708991572669E-68
STON2	0	-0.303694791	0.017	0.222	0
C19orf12	1.41443392336804E-108	-0.303770629	0.079	0.286	2.32433926627071E-104
